11	a	ban	on	late-term	abortions	at1	nn1	ii	jj	nn2
6	in	the	least	likely	places	ii	at	rgt	jj	nn2
7	in	the	left	arm	and	ii	at	jj	nn1	cc
8	in	the	left	corner	of	ii	at	jj	nn1	io
5	in	the	left	ear	and	ii	at	jj	nn1	cc
5	in	the	left	half	of	ii	at	jj	nn1	io
7	in	the	left	hand	and	ii	at	jj	nn1	cc
5	in	the	left	hemisphere	of	ii	at	jj	nn1	io
5	in	the	left	nasal	cavity	ii	at	jj	jj	nn1
5	in	the	left	prefrontal	cortex	ii	at	jj	jj	nn1
41	in	the	left	side	of	ii	at	jj	nn1	io
5	in	the	left	wing	of	ii	at	jj	nn1	io
5	in	the	legal	status	of	ii	at	jj	nn1	io
12	in	the	legal	system	and	ii	at	jj	nn1	cc
5	in	the	legislative	branch	of	ii	at	jj	nn1	io
7	in	the	legislative	process	and	ii	at	jj	nn1	cc
11	in	the	liberal	arts	and	ii	at	jj	nn2	cc
12	in	the	literal	sense	of	ii	at	jj	nn1	io
7	in	the	Little	Havana	section	ii	at	jj	nn1	nn1
47	in	the	little	town	of	ii	at	jj	nn1	io
8	in	the	little	village	of	ii	at	jj	nn1	io
9	in	the	living	rooms	of	ii	at	jj	nn2	io
6	in	the	local	business	community	ii	at	jj	nn1	nn1
7	in	the	local	community	and	ii	at	jj	nn1	cc
6	in	the	local	high	school	ii	at	jj	jj	nn1
9	in	the	local	paper	that	ii	at	jj	nn1	cst
6	in	the	local	press	and	ii	at	jj	nn1	cc
5	in	the	local	press	for	ii	at	jj	nn1	if
6	in	the	local	school	system	ii	at	jj	nn1	nn1
5	in	the	logistic	regression	model	ii	at	jj	nn1	nn1
46	in	the	Lone	Star	State	ii	at	jj	nn1	nn1
9	in	the	Lone	Star	state	ii	at	jj	nn1	nn1
5	in	the	long	course	of	ii	at	jj	nn1	io
27	in	the	long	history	of	ii	at	jj	nn1	io
11	In	the	long	history	of	ii	at	jj	nn1	io
16	in	the	long	jump	and	ii	at	jj	nn1	cc
6	in	the	long	jump	at	ii	at	jj	nn1	ii
5	in	the	long	jump	with	ii	at	jj	nn1	iw
18	in	the	long	line	of	ii	at	jj	nn1	io
5	in	the	long	list	of	ii	at	jj	nn1	io
8	in	the	long	process	of	ii	at	jj	nn1	io
36	in	the	long	run	and	ii	at	jj	nn1	cc
11	in	the	long	run	are	ii	at	jj	nn1	vbr
9	in	the	long	run	as	ii	at	jj	nn1	csa
8	in	the	long	run	as	ii	at	jj	nn1	ii
9	in	the	long	run	be	ii	at	jj	nn1	vbi
28	in	the	long	run	because	ii	at	jj	nn1	cs
9	in	the	long	run	but	ii	at	jj	nn1	ccb
30	in	the	long	run	by	ii	at	jj	nn1	ii
25	in	the	long	run	for	ii	at	jj	nn1	if
5	in	the	long	run	from	ii	at	jj	nn1	ii
6	in	the	long	run	have	ii	at	jj	nn1	vh0
6	in	the	long	run	he	ii	at	jj	nn1	pphs1
13	in	the	long	run	I	ii	at	jj	nn1	ppis1
29	in	the	long	run	if	ii	at	jj	nn1	cs
8	in	the	long	run	in	ii	at	jj	nn1	ii
36	in	the	long	run	is	ii	at	jj	nn1	vbz
72	in	the	long	run	it	ii	at	jj	nn1	pph1
17	In	the	long	run	it	ii	at	jj	nn1	pph1
9	in	the	long	run	may	ii	at	jj	nn1	vm
5	in	the	long	run	of	ii	at	jj	nn1	io
5	in	the	long	run	or	ii	at	jj	nn1	cc
5	in	the	long	run	she	ii	at	jj	nn1	pphs1
39	in	the	long	run	than	ii	at	jj	nn1	csn
26	in	the	long	run	that	ii	at	jj	nn1	cst
24	in	the	long	run	they	ii	at	jj	nn1	pphs2
11	in	the	long	run	this	ii	at	jj	nn1	dd1
6	In	the	long	run	this	ii	at	jj	nn1	dd1
27	in	the	long	run	to	ii	at	jj	nn1	to
5	in	the	long	run	was	ii	at	jj	nn1	vbdz
21	in	the	long	run	we	ii	at	jj	nn1	ppis2
15	in	the	long	run	will	ii	at	jj	nn1	vm
5	in	the	long	run	without	ii	at	jj	nn1	iw
7	in	the	long	run	would	ii	at	jj	nn1	vm
6	in	the	long	series	of	ii	at	jj	nn	io
9	in	the	long	shadow	of	ii	at	jj	nn1	io
5	in	the	long	struggle	to	ii	at	jj	nn1	to
13	in	the	long	term	and	ii	at	jj	nn1	cc
5	in	the	long	term	because	ii	at	jj	nn1	cs
5	in	the	long	term	by	ii	at	jj	nn1	ii
14	in	the	long	term	for	ii	at	jj	nn1	if
10	in	the	long	term	is	ii	at	jj	nn1	vbz
12	in	the	long	term	it	ii	at	jj	nn1	pph1
10	in	the	long	term	than	ii	at	jj	nn1	csn
5	in	the	long	term	the	ii	at	jj	nn1	at
9	in	the	long	term	to	ii	at	jj	nn1	to
5	in	the	long	term	will	ii	at	jj	nn1	vm
11	in	the	long-term	interest	of	ii	at	jj	nn1	io
8	in	the	long-term	interests	of	ii	at	jj	nn2	io
6	in	the	low	double	digits	ii	at	jj	jj	nn2
5	in	the	low	frequency	range	ii	at	jj	nn1	nn1
5	in	the	low	post	and	ii	at	jj	nn1	cc
11	in	the	low	single	digits	ii	at	jj	jj	nn2
5	in	the	lower	left	comer	ii	at	jjr	jj	nn1
20	in	the	lower	left	corner	ii	at	jjr	jj	nn1
21	in	the	lower	left-hand	corner	ii	at	jjr	jj	nn1
26	in	the	most	literal	sense	ii	at	rgt	jj	nn1
5	in	the	multiple	logistic	regression	ii	at	jj	jj	nn1
5	in	the	National	Longitudinal	Study	ii	at	jj	jj	nn1
8	in	the	next	legislative	session	ii	at	md	jj	nnt1
7	in	the	next	little	while	ii	at	md	jj	nnt1
8	in	the	same	low-power	field	ii	at	da	jj	nn1
8	in	the	southern	Lebanese	border	ii	at	jj	jj	nn1
6	in	the	Times	Literary	Supplement	ii	at	nnt2	jj	nn1
5	in	the	top	left	corner	ii	at	jj	jj	nn1
31	in	the	upper	left	corner	ii	at	jj	jj	nn1
8	in	the	upper	left	hand	ii	at	jj	jj	nn1
16	in	the	upper	left-hand	corner	ii	at	jj	jj	nn1
37	in	their	late	teens	and	ii	appge	jj	nn2	cc
18	in	their	late	teens	or	ii	appge	jj	nn2	cc
7	in	their	late	teens	to	ii	appge	jj	nn2	ii
5	in	their	living	rooms	and	ii	appge	jj	nn2	cc
5	in	their	local	communities	and	ii	appge	jj	nn2	cc
11	in	their	own	little	world	ii	appge	da	jj	nn1
10	in	there	a	long	time	ii	rl	at1	jj	nnt1
7	in	this	lame	duck	session	ii	dd1	jj	nn	nnt1
8	in	this	little	corner	of	ii	dd1	jj	nn1	io
5	in	this	little	town	in	ii	dd1	jj	nn1	ii
5	in	time	a	little	bit	ii	nnt1	at1	jj	nn1
7	in	Washington	a	long	time	ii	np1	at1	jj	nnt1
5	in	which	a	large	number	ii	ddq	at1	jj	nn1
5	in	which	a	little	girl	ii	ddq	at1	jj	nn1
12	in	which	large	numbers	of	ii	ddq	jj	nn2	io
6	in	which	large	parts	of	ii	ddq	jj	nn2	io
7	in	wok	or	large	nonstick	ii	nn1	cc	jj	nn1
6	in	wok	or	large	skillet	ii	nn1	cc	jj	nn1
12	in	your	left	hand	and	ii	appge	jj	nn1	cc
8	in	your	own	little	world	ii	appge	da	jj	nn1
8	incidence	of	low	birth	weight	nn1	io	jj	nn1	nn1
5	include	a	large	number	of	vvi	at1	jj	nn1	io
10	includes	a	large	number	of	vvz	at1	jj	nn1	io
8	includes	a	long	list	of	vvz	at1	jj	nn1	io
12	including	a	large	number	of	ii	at1	jj	nn1	io
22	independent	legislative	authority	and	powers	jj	jj	nn1	cc	nn2
5	independent	legislative	authority	or	powers	jj	jj	nn1	cc	nn2
23	Index	of	Leading	Economic	Indicators	nn1	io	jj	jj	nn2
17	index	of	leading	economic	indicators	nn1	io	jj	jj	nn2
5	India	has	a	long	history	np1	vhz	at1	jj	nn1
10	indicates	a	large	percentage	of	vvz	at1	jj	nn1	io
5	indictable	offence	and	is	liable	jj	nn1	cc	vbz	jj
5	individuals	with	large	penises	or	nn2	iw	jj	nn2	cc
6	industry	for	a	long	time	nn1	if	at1	jj	nnt1
6	information	about	their	loved	ones	nn1	ii	appge	jj	nn2
10	Information	Concerning	Lead-Based	Paint	in	nn1	ii	jj	nn1	ii
8	information	contained	in	lagged	values	nn1	vvn	ii	jj	nn2
116	ingredients	in	a	large	bowl	nn2	ii	at1	jj	nn1
10	ingredients	in	a	large	mixing	nn2	ii	at1	jj	nn1
9	ingredients	in	a	large	saucepan	nn2	ii	at1	jj	nn1
13	ingrethents	in	a	large	bowl	nn2	ii	at1	jj	nn1
5	injury	to	his	left	knee	nn1	ii	appge	jj	nn1
7	installation	of	any	listening	devices	nn1	io	dd	jj	nn2
6	Interactive	Rate	this	story	Low	jj	nn1	dd1	nn1	jj
17	into	a	large	bowl	and	ii	at1	jj	nn1	cc
15	into	a	large	mixing	bowl	ii	at1	jj	nn1	nn1
7	into	a	large	number	of	ii	at1	jj	nn1	io
6	into	a	large	pot	of	ii	at1	jj	nn1	io
8	into	a	large	serving	bowl	ii	at1	jj	nn1	nn1
7	into	a	limited	number	of	ii	at1	jj	nn1	io
5	into	a	little	ball	and	ii	at1	jj	nn1	cc
28	into	a	little	bit	of	ii	at1	jj	nn1	io
10	into	a	little	trouble	with	ii	at1	jj	nn1	iw
5	into	a	long	line	of	ii	at1	jj	nn1	io
5	into	a	long	period	of	ii	at1	jj	nn1	io
7	into	it	a	little	bit	ii	pph1	at1	jj	nn1
6	into	our	living	rooms	and	ii	appge	jj	nn2	cc
14	into	that	a	little	bit	ii	cst	at1	jj	nn1
6	into	the	left	lane	to	ii	at	jj	nn1	to
10	into	the	left	side	of	ii	at	jj	nn1	io
10	into	the	living	rooms	of	ii	at	jj	nn2	io
6	into	the	local	phone	business	ii	at	jj	nn1	nn1
5	into	the	long	distance	business	ii	at	jj	nn1	nn1
8	invest	for	the	long	term	vv0	if	at	jj	nn1
6	invest	for	the	long	term	vvi	if	at	jj	nn1
8	investing	for	the	long	haul	vvg	if	at	jj	nn1
10	Iraq	for	a	long	time	np1	if	at1	jj	nnt1
5	Ireland	and	eight	local	parties	np1	cc	mc	jj	nn2
7	Irish	Lesbian	and	Gay	Organization	jj	jj	cc	jj	nn1
5	is	a	dirty	little	secret	vbz	at1	jj	jj	nn1
15	is	a	large	amount	of	vbz	at1	jj	nn1	io
26	is	a	large	body	of	vbz	at1	jj	nn1	io
11	is	a	large	group	of	vbz	at1	jj	nn1	io
18	is	a	large	number	of	vbz	at1	jj	nn1	io
60	is	a	large	part	of	vbz	at1	jj	nn1	io
5	is	a	large	picture	of	vbz	at1	jj	nn1	io
8	is	a	large	population	of	vbz	at1	jj	nn1	io
6	is	a	large	portion	of	vbz	at1	jj	nn1	io
14	is	a	leading	authority	on	vbz	at1	jj	nn1	ii
10	is	a	leading	candidate	for	vbz	at1	jj	nn1	if
38	is	a	leading	cause	of	vbz	at1	jj	nn1	io
6	is	a	leading	contender	for	vbz	at1	jj	nn1	if
7	is	a	leading	expert	in	vbz	at1	jj	nn1	ii
12	is	a	leading	expert	on	vbz	at1	jj	nn1	ii
9	is	a	leading	member	of	vbz	at1	jj	nn1	io
9	is	a	leading	provider	of	vbz	at1	jj	nn1	io
7	is	a	leading	supplier	of	vbz	at1	jj	nn1	io
58	is	a	legal	affairs	writer	vbz	at1	jj	nn2	nn1
6	is	a	legitimate	question	to	vbz	at1	jj	nn1	to
5	is	a	legitimate	use	of	vbz	at1	jj	nn1	io
5	is	a	legitimate	way	to	vbz	at1	jj	nn1	to
10	is	a	liberal	Democratic	strategist	vbz	at1	jj	jj	nn1
8	is	a	likely	candidate	for	vbz	at1	jj	nn1	if
13	is	a	limited	amount	of	vbz	at1	jj	nn1	io
6	is	a	limited	number	of	vbz	at1	jj	nn1	io
6	is	a	linear	function	of	vbz	at1	jj	nn1	io
225	is	a	little	bit	of	vbz	at1	jj	nn1	io
9	is	a	little	girl	who	vbz	at1	jj	nn1	pnqs
10	is	a	little	piece	of	vbz	at1	jj	nn1	io
5	is	a	live	picture	from	vbz	at1	jj	nn1	ii
8	is	a	live	picture	of	vbz	at1	jj	nn1	io
6	is	a	living	example	of	vbz	at1	jj	nn1	io
17	is	a	local	free-lance	critic	vbz	at1	jj	jj	nn1
33	is	a	local	free-lance	writer	vbz	at1	jj	jj	nn1
6	is	a	logical	consequence	of	vbz	at1	jj	nn1	io
19	is	a	logical	extension	of	vbz	at1	jj	nn1	io
41	is	a	long	history	of	vbz	at1	jj	nn1	io
12	is	a	long	line	of	vbz	at1	jj	nn1	io
31	is	a	long	list	of	vbz	at1	jj	nn1	io
8	is	a	long	time	ago	vbz	at1	jj	nnt1	ra
7	is	a	long	time	coming	vbz	at1	jj	nnt1	vvg
12	is	a	long	time	for	vbz	at1	jj	nnt1	if
12	is	a	long	time	in	vbz	at1	jj	nnt1	ii
56	is	a	long	time	to	vbz	at1	jj	nnt1	to
5	is	a	long	time	when	vbz	at1	jj	nnt1	rrq
7	is	a	long	tradition	in	vbz	at1	jj	nn1	ii
22	is	a	long	tradition	of	vbz	at1	jj	nn1	io
16	is	a	long	way	away	vbz	at1	jj	nn1	rl
7	is	a	long	way	away	vbz	at1	jj	nn1	ii21
179	is	a	long	way	from	vbz	at1	jj	nn1	ii
43	is	a	long	way	off	vbz	at1	jj	nn1	rp
5	is	a	long	way	out	vbz	at1	jj	nn1	rp
31	is	a	long	way	to	vbz	at1	jj	nn1	to
7	is	a	longtime	art	enthusiast	vbz	at1	jj	nn1	nn1
11	is	a	longtime	contributor	to	vbz	at1	jj	nn1	ii
18	is	a	longtime	friend	of	vbz	at1	jj	nn1	io
7	is	a	longtime	supporter	of	vbz	at1	jj	nn1	io
5	is	a	low	priority	for	vbz	at1	jj	nn1	if
5	is	a	small	liberal	arts	vbz	at1	jj	jj	nn2
5	is	a	very	long	story	vbz	at1	rg	jj	nn1
16	is	a	very	long	time	vbz	at1	rg	jj	nnt1
6	is	a	very	long	way	vbz	at1	rg	jj	nn1
5	is	about	a	little	girl	vbz	ii	at1	jj	nn1
5	is	among	the	lucky	ones	vbz	ii	at	jj	nn2
8	is	an	awfully	long	time	vbz	at1	rr	jj	nnt1
7	is	at	a	low	ebb	vbz	ii	at1	jj	nn1
9	is	at	a	low	point	vbz	ii	at1	jj	nn1
5	is	at	the	leading	edge	vbz	ii	at	jj	nn1
8	is	at	the	local	level	vbz	ii	at	jj	nn1
6	is	at	the	low	end	vbz	ii	at	jj	nn1
7	is	based	in	large	part	vbz	vvn	ii	jj	nn1
10	is	due	in	large	measure	vbz	jj	ii	jj	nn1
43	is	due	in	large	part	vbz	jj	ii	jj	nn1
5	is	for	the	long	term	vbz	if	at	jj	nn1
6	is	getting	a	little	bit	vbz	vvg	at1	jj	nn1
12	is	in	a	little	bit	vbz	ii	at1	jj	nn1
18	is	in	large	part	a	vbz	ii	jj	nn1	at1
13	is	in	large	part	due	vbz	ii	jj	nn1	ii21
9	is	in	large	part	the	vbz	ii	jj	nn1	at
5	is	in	large	part	to	vbz	ii	jj	nn1	to
5	is	in	the	long	run	vbz	ii	at	jj	nn1
10	is	just	a	little	bit	vbz	rr	at1	jj	nn1
6	is	left	standing	in	the	vbz	jj	nn1	ii	at
6	is	light	years	away	from	vbz	jj	nnt2	ii21	ii22
5	is	limited	research	on	the	vbz	jj	nn1	ii	at
5	is	living	proof	that	the	vbz	jj	nn1	cst	at
6	is	no	legal	basis	for	vbz	at	jj	nn1	if
10	is	not	a	legal	transcript	vbz	xx	at1	jj	nn1
8	is	not	a	long	time	vbz	xx	at1	jj	nnt1
15	is	not	a	long-term	solution	vbz	xx	at1	jj	nn1
7	is	now	the	leading	cause	vbz	rt	at	jj	nn1
13	is	of	little	interest	to	vbz	io	jj	nn1	ii
5	is	of	little	use	to	vbz	io	jj	nn1	ii
5	is	of	little	value	to	vbz	io	jj	nn1	ii
16	is	on	the	leading	edge	vbz	ii	at	jj	nn1
13	is	on	the	left	side	vbz	ii	at	jj	nn1
8	is	on	the	low	side	vbz	ii	at	jj	nn1
5	is	still	a	little	bit	vbz	rr	at1	jj	nn1
90	is	still	a	long	way	vbz	rr	at1	jj	nn1
7	is	taking	a	long	time	vbz	vvg	at1	jj	nnt1
6	Is	that	a	legitimate	concern	vbz	dd1	at1	jj	nn1
6	is	that	large	numbers	of	vbz	dd1	jj	nn2	io
5	is	the	large	amount	of	vbz	at	jj	nn1	io
21	is	the	large	number	of	vbz	at	jj	nn1	io
10	is	the	leading	candidate	for	vbz	at	jj	nn1	if
12	is	the	leading	candidate	to	vbz	at	jj	nn1	to
124	is	the	leading	cause	of	vbz	at	jj	nn1	io
10	is	the	leading	edge	of	vbz	at	jj	nn1	io
10	is	the	leading	killer	of	vbz	at	jj	nn1	io
7	is	the	leading	maker	of	vbz	at	jj	nn1	io
7	is	the	leading	source	of	vbz	at	jj	nn1	io
5	is	the	left	side	of	vbz	at	jj	nn1	io
5	is	the	legislative	director	for	vbz	at	jj	nn1	if
6	is	the	literary	editor	of	vbz	at	jj	nn1	io
6	is	the	living	embodiment	of	vbz	at	jj	nn1	io
8	is	the	logical	extension	of	vbz	at	jj	nn1	io
6	is	the	logical	outcome	of	vbz	at	jj	nn1	io
5	is	the	logical	result	of	vbz	at	jj	nn1	io
5	is	the	low	cost	of	vbz	at	jj	nn1	io
6	is	the	low	level	of	vbz	at	jj	nn1	io
8	is	the	most	likely	candidate	vbz	at	rgt	jj	nn1
5	is	the	most	likely	explanation	vbz	at	rgt	jj	nn1
5	is	the	most	likely	outcome	vbz	at	rgt	jj	nn1
11	is	the	next	logical	step	vbz	at	md	jj	nn1
5	is	the	second	leading	cancer	vbz	at	md	jj	nn1
24	is	the	second	leading	cause	vbz	at	md	jj	nn1
7	is	the	third	leading	cause	vbz	at	md	jj	nn1
5	is	to	a	large	degree	vbz	ii	at1	jj	nn1
31	is	to	a	large	extent	vbz	ii	at1	jj	nn1
6	is	under	no	legal	obligation	vbz	ii	at	jj	nn1
12	issue	for	a	long	time	nn1	if	at1	jj	nnt1
6	issues	for	a	long	time	nn2	if	at1	jj	nnt1
21	it	a	little	bit	and	pph1	at1	jj	nn1	cc
11	it	a	little	bit	in	pph1	at1	jj	nn1	ii
34	it	a	little	bit	of	pph1	at1	jj	nn1	io
8	it	a	little	bit	to	pph1	at1	jj	nn1	ii
13	it	a	little	bit	with	pph1	at1	jj	nn1	iw
5	it	a	little	while	ago	pph1	at1	jj	nnt1	ra
53	it	a	long	time	ago	pph1	at1	jj	nnt1	ra
5	it	a	long	time	and	pph1	at1	jj	nnt1	cc
13	it	around	a	little	bit	pph1	rp	at1	jj	nn1
5	it	at	a	low	price	pph1	ii	at1	jj	nn1
5	it	back	a	little	bit	pph1	rp	at1	jj	nn1
22	it	down	a	little	bit	pph1	rp	at1	jj	nn1
5	it	for	a	little	bit	pph1	if	at1	jj	nn1
38	it	for	a	little	while	pph1	if	at1	jj	nnt1
26	it	for	a	long	moment	pph1	if	at1	jj	nn1
8	it	for	a	long	period	pph1	if	at1	jj	nn1
277	it	for	a	long	time	pph1	if	at1	jj	nnt1
10	it	for	a	long	while	pph1	if	at1	jj	nnt1
69	it	for	the	long	haul	pph1	if	at	jj	nn1
10	it	for	the	long	run	pph1	if	at	jj	nn1
14	it	for	the	long	term	pph1	if	at	jj	nn1
22	it	goes	a	long	way	pph1	vvz	at1	jj	nn1
9	it	happened	a	long	time	pph1	vvd	at1	jj	nnt1
11	it	has	a	little	bit	pph1	vhz	at1	jj	nn1
8	It	has	a	little	bit	pph1	vhz	at1	jj	nn1
6	It	has	a	long	history	pph1	vhz	at1	jj	nn1
5	it	has	a	long	history	pph1	vhz	at1	jj	nn1
13	it	has	a	long	way	pph1	vhz	at1	jj	nn1
8	It	has	a	long	way	pph1	vhz	at1	jj	nn1
5	It	hurt	a	little	bit	pph1	vvd	at1	jj	nn1
13	it	in	a	little	bit	pph1	ii	at1	jj	nn1
5	it	in	a	little	while	pph1	ii	at1	jj	nnt1
9	it	in	a	long	time	pph1	ii	at1	jj	nnt1
5	it	in	her	left	hand	pph1	ii	appge	jj	nn1
9	it	in	his	left	hand	pph1	ii	appge	jj	nn1
28	it	in	the	long	run	pph1	ii	at	jj	nn1
6	it	is	a	legitimate	question	pph1	vbz	at1	jj	nn1
14	it	is	a	little	bit	pph1	vbz	at1	jj	nn1
11	It	is	a	little	bit	pph1	vbz	at1	jj	nn1
5	It	is	a	long	shot	pph1	vbz	at1	jj	nn1
7	It	is	a	long	time	pph1	vbz	at1	jj	nnt1
7	it	is	a	long	time	pph1	vbz	at1	jj	nnt1
17	It	is	a	long	way	pph1	vbz	at1	jj	nn1
7	it	is	a	long	way	pph1	vbz	at1	jj	nn1
6	it	is	in	large	part	pph1	vbz	ii	jj	nn1
5	It	is	the	leading	cause	pph1	vbz	at	jj	nn1
5	It	is	the	little	things	pph1	vbz	at	jj	nn2
12	it	just	a	little	bit	pph1	rr	at1	jj	nn1
5	It	lasted	a	long	time	pph1	vvd	at1	jj	nnt1
8	it	live	right	here	on	pph1	jj	nn1	rl	ii
7	it	on	a	large	scale	pph1	ii	at1	jj	nn1
5	it	on	the	left	side	pph1	ii	at	jj	nn1
11	it	out	a	little	bit	pph1	rp	at1	jj	nn1
5	it	over	a	long	period	pph1	rp	at1	jj	nn1
7	it	over	the	long	haul	pph1	ii	at	jj	nn1
5	It	seemed	a	long	time	pph1	vvd	at1	jj	nnt1
5	It	seems	a	long	time	pph1	vvz	at1	jj	nnt1
9	it	take	a	long	time	pph1	vvi	at1	jj	nnt1
13	it	takes	a	little	bit	pph1	vvz	at1	jj	nn1
8	It	takes	a	little	bit	pph1	vvz	at1	jj	nn1
8	It	takes	a	little	time	pph1	vvz	at1	jj	nnt1
5	it	takes	a	little	time	pph1	vvz	at1	jj	nnt1
13	it	takes	a	little	while	pph1	vvz	at1	jj	nnt1
13	It	takes	a	little	while	pph1	vvz	at1	jj	nnt1
125	it	takes	a	long	time	pph1	vvz	at1	jj	nnt1
110	It	takes	a	long	time	pph1	vvz	at1	jj	nnt1
6	It	takes	a	long	while	pph1	vvz	at1	jj	nnt1
6	it	to	the	little-toe	side	pph1	ii	at	jj	nn1
5	It	took	a	little	time	pph1	vvd	at1	jj	nnt1
15	It	took	a	little	while	pph1	vvd	at1	jj	nnt1
7	it	took	a	little	while	pph1	vvd	at1	jj	nnt1
141	It	took	a	long	time	pph1	vvd	at1	jj	nnt1
86	it	took	a	long	time	pph1	vvd	at1	jj	nnt1
96	it	up	a	little	bit	pph1	rp	at1	jj	nn1
5	it	up	into	little	pieces	pph1	rp	ii	jj	nn2
6	It	was	a	large	room	pph1	vbdz	at1	jj	nn1
7	it	was	a	liberal	thing	pph1	vbdz	at1	jj	nn1
6	It	was	a	liberal	thing	pph1	vbdz	at1	jj	nn1
31	it	was	a	little	bit	pph1	vbdz	at1	jj	nn1
18	It	was	a	little	bit	pph1	vbdz	at1	jj	nn1
16	It	was	a	long	day	pph1	vbdz	at1	jj	nnt1
13	It	was	a	long	drive	pph1	vbdz	at1	jj	nn1
6	it	was	a	long	journey	pph1	vbdz	at1	jj	nn1
5	It	was	a	long	moment	pph1	vbdz	at1	jj	nn1
15	It	was	a	long	night	pph1	vbdz	at1	jj	nnt1
6	it	was	a	long	night	pph1	vbdz	at1	jj	nnt1
7	It	was	a	long	process	pph1	vbdz	at1	jj	nn1
11	It	was	a	long	ride	pph1	vbdz	at1	jj	nn1
6	It	was	a	long	road	pph1	vbdz	at1	jj	nn1
27	it	was	a	long	shot	pph1	vbdz	at1	jj	nn1
17	It	was	a	long	shot	pph1	vbdz	at1	jj	nn1
5	It	was	a	long	story	pph1	vbdz	at1	jj	nn1
142	It	was	a	long	time	pph1	vbdz	at1	jj	nnt1
80	it	was	a	long	time	pph1	vbdz	at1	jj	nnt1
9	It	was	a	long	trip	pph1	vbdz	at1	jj	nn1
5	It	was	a	long	wait	pph1	vbdz	at1	jj	nn1
19	It	was	a	long	walk	pph1	vbdz	at1	jj	nn1
41	It	was	a	long	way	pph1	vbdz	at1	jj	nn1
24	it	was	a	long	way	pph1	vbdz	at1	jj	nn1
9	it	was	a	losing	battle	pph1	vbdz	at1	jj	nn1
14	it	was	a	lost	cause	pph1	vbdz	at1	jj	nn1
7	It	was	a	lovely	place	pph1	vbdz	at1	jj	nn1
5	it	was	in	large	part	pph1	vbdz	ii	jj	nn1
14	It	was	late	afternoon	and	pph1	vbdz	jj	nnt1	cc
6	it	was	late	afternoon	and	pph1	vbdz	jj	nnt1	cc
13	It	was	late	afternoon	when	pph1	vbdz	jj	nnt1	rrq
10	it	was	like	back	then	pph1	vbdz	jj	nn1	rt
8	it	was	no	laughing	matter	pph1	vbdz	at	jj	nn1
6	it	were	a	living	thing	pph1	vbdr	at1	jj	nn1
36	it	with	a	little	bit	pph1	iw	at1	jj	nn1
5	it	with	a	little	water	pph1	iw	at1	jj	nn1
8	it	with	his	left	hand	pph1	iw	appge	jj	nn1
8	it	with	my	left	hand	pph1	iw	appge	jj	nn1
14	ITEM	OF	PARTICULAR	LOCAL	INTEREST	nn1	io	jj	jj	nn1
12	item	of	particular	local	interest	nn1	io	jj	jj	nn1
5	its	a	little	bit	of	appge	at1	jj	nn1	io
5	Its	a	little	bit	of	appge	at1	jj	nn1	io
7	Its	been	a	long	time	appge	vbn	at1	jj	nnt1
5	its	leading	role	in	the	appge	jj	nn1	ii	at
6	its	lonely	eyes	to	you	appge	jj	nn2	ii	ppy
5	its	low	cost	of	living	appge	jj	nn1	io	nn1
15	jail	for	a	long	time	vvi	if	at1	jj	nnt1
6	jail	for	a	long	time	nn1	if	at1	jj	nnt1
5	jeopardize	a	listed	species	or	vvi	at1	jj	nn	cc
15	Jesus	Christ	of	Latter-day	Saints	np1	np1	io	jj	nn2
7	job	as	a	legal	secretary	nn1	ii	at1	jj	nn1
10	job	for	a	long	time	nn1	if	at1	jj	nnt1
6	join	a	long	list	of	vv0	at1	jj	nn1	io
5	Join	the	live	chat	happening	vv0	at	jj	nn1	nn1
7	Join	the	live	chat	right	vv0	at	jj	nn1	rr
5	join	the	long	line	of	vvi	at	jj	nn1	io
5	joins	a	long	list	of	vvz	at1	jj	nn1	io
6	juice	in	a	large	bowl	nn1	ii	at1	jj	nn1
9	jumped	over	the	lazy	dog	vvd	ii	at	jj	nn1
27	just	a	little	bit	about	rr	at1	jj	nn1	ii
17	just	a	little	bit	ago	rr	at1	jj	nn1	ra
16	just	a	little	bit	and	rr	at1	jj	nn1	cc
7	just	a	little	bit	because	rr	at1	jj	nn1	cs
5	just	a	little	bit	for	rr	at1	jj	nn1	if
10	just	a	little	bit	from	rr	at1	jj	nn1	ii
6	just	a	little	bit	here	rr	at1	jj	nn1	rl
12	just	a	little	bit	in	rr	at1	jj	nn1	ii
221	just	a	little	bit	of	rr	at1	jj	nn1	io
24	Just	a	little	bit	of	rr	at1	jj	nn1	io
6	just	a	little	bit	on	rr	at1	jj	nn1	ii
10	just	a	little	bit	to	rr	at1	jj	nn1	ii
7	just	a	little	bit	to	rr	at1	jj	nn1	to
12	just	a	little	piece	of	rr	at1	jj	nn1	io
5	just	a	little	time	left	rr	at1	jj	nnt1	vvd
86	just	a	little	while	ago	rr	at1	jj	nnt1	ra
16	Just	a	little	while	ago	rr	at1	jj	nnt1	ra
7	just	a	little	while	longer	rr	at1	jj	nnt1	rrr
8	just	and	lasting	peace	in	jj	cc	jj	nn1	ii
7	just	for	a	little	bit	rr	if	at1	jj	nn1
25	just	for	a	little	while	rr	if	at1	jj	nnt1
21	Just	for	a	little	while	rr	if	at1	jj	nnt1
6	just	have	a	little	bit	rr	vh0	at1	jj	nn1
7	just	have	a	little	time	rr	vh0	at1	jj	nnt1
13	just	having	a	little	fun	rr	vhg	at1	jj	nn1
