22	a	bank	holding	company	at1	nn1	jj	nn1
14	Georgia	High	School	Graduation	np1	jj	nn1	nn1
19	get	a	high	school	vvi	at1	jj	nn1
21	get	to	high	school	vv0	ii	jj	nn1
27	gets	high	marks	for	vvz	jj	nn2	if
14	gets	high	marks	from	vvz	jj	nn2	ii
12	gifted	high	school	students	jj	jj	nn1	nn2
16	gifted	in	high	school	jj	ii	jj	nn1
18	girls	in	high	school	nn2	ii	jj	nn1
14	given	a	hard	time	vvn	at1	jj	nnt1
12	given	a	high	priority	vvn	at1	jj	nn1
42	go	to	high	school	vvi	ii	jj	nn1
17	go	to	high	school	vv0	ii	jj	nn1
25	going	to	high	school	vvg	ii	jj	nn1
48	gone	to	high	school	vvn	ii	jj	nn1
29	good	hard	look	at	jj	jj	nn1	ii
23	got	to	high	school	vvd	ii	jj	nn1
168	graduate	from	high	school	vvi	ii	jj	nn1
90	graduate	from	high	school	vv0	ii	jj	nn1
18	graduate	from	high	school	nn1	ii	jj	nn1
335	graduated	from	high	school	vvd	ii	jj	nn1
229	graduated	from	high	school	vvn	ii	jj	nn1
38	graduates	from	high	school	nn2	ii	jj	nn1
222	graduating	from	high	school	vvg	ii	jj	nn1
16	graduating	high	school	seniors	vvg	jj	nn1	nn2
50	graduation	from	high	school	nn1	ii	jj	nn1
12	gross	human	rights	violations	jj	jj	nn2	nn2
22	gross	violations	of	human	jj	nn2	io	jj
48	group	of	high	school	nn1	io	jj	nn1
15	group	of	human	beings	nn1	io	jj	nn2
13	Guide	to	Healthy	Eating	nn1	ii	jj	nn1
40	had	a	happy	ending	vhd	at1	jj	nn1
21	had	a	hard	day	vhn	at1	jj	nnt1
22	had	a	hard	life	vhn	at1	jj	nn1
556	had	a	hard	time	vhd	at1	jj	nnt1
199	had	a	hard	time	vhn	at1	jj	nnt1
16	had	a	high	level	vhd	at1	jj	nn1
45	had	a	high	school	vhd	at1	jj	nn1
12	had	a	homosexual	teacher	vhn	at1	jj	nn1
13	had	a	huge	fight	vhd	at1	jj	nn1
41	had	a	huge	impact	vhn	at1	jj	nn1
40	had	a	huge	impact	vhd	at1	jj	nn1
22	had	completed	high	school	vhd	vvn	jj	nn1
13	had	finished	high	school	vhd	vvn	jj	nn1
19	had	harsh	words	for	vhd	jj	nn2	if
25	had	high	blood	pressure	vhd	jj	nn1	nn1
15	had	high	expectations	for	vhd	jj	nn2	if
40	had	high	hopes	for	vhd	jj	nn2	if
19	had	high	levels	of	vhd	jj	nn2	io
17	had	in	high	school	vhd	ii	jj	nn1
16	had	some	harsh	words	vhd	dd	jj	nn2
17	hair	and	hazel	eyes	nn1	cc	jj	nn2
12	half	the	human	race	db	at	jj	nn1
29	halfway	point	of	the	jj	nn1	io	at
21	hamburgers	and	hot	dogs	nn2	cc	jj	nn2
15	Hand-colored	etching	on	wove	jj	nn1	ii	vvd
17	handsome	man	in	his	jj	nn1	ii	appge
22	handsome	man	with	a	jj	nn1	iw	at1
17	handsome	young	man	in	jj	jj	nn1	ii
13	handsome	young	man	with	jj	jj	nn1	iw
91	Happy	birthday	to	you	jj	nn1	ii	ppy
33	happy	birthday	to	you	jj	nn1	ii	ppy
22	Happy	Birthday	to	You	jj	nn1	ii	ppy
16	Happy	Birthday	to	you	jj	nn1	ii	ppy
17	Happy	days	are	here	jj	nnt2	vbr	rl
16	Happy	Days	Are	Here	jj	nnt2	vbr	rl
12	happy	ending	to	this	jj	nn1	ii	dd1
36	Happy	holidays	to	you	jj	nn2	ii	ppy
15	happy	holidays	to	you	jj	nn2	ii	ppy
40	Happy	New	Year	to	jj	jj	nnt1	ii
22	Happy	new	year	to	jj	jj	nnt1	ii
19	happy	New	Year	to	jj	jj	nnt1	ii
16	happy	new	year	to	jj	jj	nnt1	ii
23	Happy	Thanksgiving	to	you	jj	nn1	ii	ppy
18	happy	Thanksgiving	to	you	jj	nn1	ii	ppy
32	hard	act	to	follow	jj	nn1	to	vvi
20	hard	and	fast	rule	jj	cc	jj	nn1
39	hard	and	fast	rules	jj	cc	jj	nn2
18	hard	copy	of	the	jj	nn1	io	at
13	hard	day	at	the	jj	nnt1	ii	at
15	hard	day	at	work	jj	nnt1	ii	nn1
12	hard	day	on	the	jj	nnt1	ii	at
13	hard	decision	to	make	jj	nn1	to	vvi
19	hard	drive	and	a	jj	nn1	cc	at1
12	hard	evidence	that	the	jj	nn1	cst	at
18	hard	evidence	to	support	jj	nn1	to	vvi
12	hard	fact	is	that	jj	nn1	vbz	cst
14	hard	habit	to	break	jj	nn1	to	vvi
13	hard	labor	in	the	jj	nn1	ii	at
12	hard	look	at	it	jj	nn1	ii	pph1
111	hard	look	at	the	jj	nn1	ii	at
17	hard	look	at	their	jj	nn1	ii	appge
31	hard	look	at	what	jj	nn1	ii	ddq
15	hard	look	at	your	jj	nn1	ii	appge
16	hard	part	is	getting	jj	nn1	vbz	vvg
12	hard	part	of	the	jj	nn1	io	at
20	hard	pill	to	swallow	jj	nn1	to	vvi
32	hard	question	to	answer	jj	nn1	to	vvi
12	hard	questions	about	the	jj	nn2	ii	at
13	hard	thing	for	me	jj	nn1	if	ppio1
74	hard	thing	to	do	jj	nn1	to	vdi
13	hard	time	about	it	jj	nnt1	ii	pph1
12	hard	time	accepting	that	jj	nnt1	vvg	cst
15	hard	time	believing	it	jj	nnt1	vvg	pph1
40	hard	time	believing	that	jj	nnt1	vvg	cst
14	hard	time	coming	to	jj	nnt1	vvg	ii
44	hard	time	dealing	with	jj	nnt1	vvg	iw
28	hard	time	figuring	out	jj	nnt1	vvg	rp
26	hard	time	finding	a	jj	nnt1	vvg	at1
15	hard	time	finding	the	jj	nnt1	vvg	at
25	hard	time	getting	a	jj	nnt1	vvg	at1
16	hard	time	in	the	jj	nnt1	ii	at
22	hard	time	keeping	up	jj	nnt1	vvg	rp
27	hard	time	of	it	jj	nnt1	io	pph1
16	hard	time	trying	to	jj	nnt1	vvg	to
13	hard	time	understanding	how	jj	nnt1	nn1	rrq
14	hard	time	understanding	the	jj	nnt1	vvg	at
15	hard	time	understanding	why	jj	nnt1	nn1	rrq
28	hard	time	with	it	jj	nnt1	iw	pph1
36	hard	time	with	that	jj	nnt1	iw	dd1
33	hard	time	with	the	jj	nnt1	iw	at
19	hard	time	with	this	jj	nnt1	iw	dd1
21	hard	times	in	the	jj	nnt2	ii	at
18	hard	truth	is	that	jj	nn1	vbz	cst
12	hard	way	that	it	jj	nn1	cst	pph1
16	hard	way	that	the	jj	nn1	cst	at
42	hard	work	and	a	jj	nn1	cc	at1
12	hard	work	and	commitment	jj	nn1	cc	nn1
38	hard	work	and	dedication	jj	nn1	cc	nn1
29	hard	work	and	determination	jj	nn1	cc	nn1
16	hard	work	and	sacrifice	jj	nn1	cc	nn1
31	hard	work	and	the	jj	nn1	cc	at
20	hard	work	in	the	jj	nn1	ii	at
25	hard	work	of	the	jj	nn1	io	at
29	hard	work	paid	off	jj	nn1	vvd	rp
13	hard	work	pays	off	jj	nn1	vvz	rp
12	harken	back	to	the	jj	nn1	ii	at
14	harmful	effects	of	the	jj	nn2	io	at
12	harmful	effects	on	the	jj	nn2	ii	at
12	harmful	to	human	health	jj	ii	jj	nn1
12	harmful	to	human	health	jj	ii	jj	nn1
14	harsh	light	of	the	jj	nn1	io	at
19	harsh	realities	of	the	jj	nn2	io	at
19	harsh	reality	of	the	jj	nn1	io	at
21	harsh	words	for	the	jj	nn2	if	at
63	has	a	happy	ending	vhz	at1	jj	nn1
188	has	a	hard	time	vhz	at1	jj	nnt1
16	has	a	high	degree	vhz	at1	jj	nn1
12	has	a	high	level	vhz	at1	jj	nn1
17	has	a	high	school	vhz	at1	jj	nn1
28	has	a	huge	impact	vhz	at1	jj	nn1
25	has	high	blood	pressure	vhz	jj	nn1	nn1
49	has	high	hopes	for	vhz	jj	nn2	if
12	has	high	levels	of	vhz	jj	nn2	io
28	Hashemite	Kingdom	of	Jordan	jj	nn1	io	np1
66	have	a	happy	ending	vhi	at1	jj	nn1
14	have	a	happy	ending	vh0	at1	jj	nn1
645	have	a	hard	time	vh0	at1	jj	nnt1
528	have	a	hard	time	vhi	at1	jj	nnt1
36	have	a	high	degree	vh0	at1	jj	nn1
12	have	a	high	degree	vhi	at1	jj	nn1
31	have	a	high	level	vh0	at1	jj	nn1
20	have	a	high	level	vhi	at1	jj	nn1
12	have	a	high	opinion	vhi	at1	jj	nn1
15	have	a	high	probability	vh0	at1	jj	nn1
17	have	a	high	rate	vh0	at1	jj	nn1
13	have	a	high	regard	vh0	at1	jj	nn1
15	have	a	high	risk	vh0	at1	jj	nn1
56	have	a	high	school	vhi	at1	jj	nn1
21	have	a	high	school	vh0	at1	jj	nn1
13	have	a	high	tolerance	vh0	at1	jj	nn1
19	have	a	huge	amount	vh0	at1	jj	nn1
12	have	a	huge	effect	vhi	at1	jj	nn1
56	have	a	huge	impact	vhi	at1	jj	nn1
12	have	a	huge	problem	vh0	at1	jj	nn1
88	have	high	blood	pressure	vh0	jj	nn1	nn1
25	have	high	blood	pressure	vhi	jj	nn1	nn1
15	have	high	expectations	for	vh0	jj	nn2	if
12	have	high	expectations	of	vh0	jj	nn2	io
38	have	high	hopes	for	vh0	jj	nn2	if
14	have	high	hopes	for	vhi	jj	nn2	if
12	have	high	internal	consistency	vhi	jj	jj	nn1
69	have	high	levels	of	vh0	jj	nn2	io
24	have	high	levels	of	vhi	jj	nn2	io
29	have	high	rates	of	vh0	jj	nn2	io
17	have	no	hard	feelings	vh0	at	jj	nn2
596	having	a	hard	time	vhg	at1	jj	nnt1
12	having	a	huge	impact	vhg	at1	jj	nn1
14	having	high	levels	of	vhg	jj	nn2	io
13	Hazardous	Substances	Emergency	Events	jj	nn2	nn1	nn2
15	Hazardous	Waste	Enforcement	Policy	jj	nn1	nn1	nn1
13	hazardous	waste	management	and	jj	nn1	nn1	cc
25	hazardous	waste	management	scheme	jj	nn1	nn1	nn1
23	he	finished	high	school	pphs1	vvd	jj	nn1
16	he	left	high	school	pphs1	vvd	jj	nn1
27	head	coach	at	the	jj	nn1	ii	at
13	head	coach	for	the	jj	nn1	if	at
36	head	coach	in	the	jj	nn1	ii	at
184	head	coach	of	the	jj	nn1	io	at
14	head	of	human	resources	nn1	io	jj	nn2
24	heady	days	of	the	jj	nnt2	io	at
19	healing	power	of	the	jj	nn1	io	at
101	Health	and	Human	Development	nn1	cc	jj	nn1
19	Health	and	Human	Performance	nn1	cc	jj	nn1
17	health	and	human	rights	nn1	cc	jj	nn2
16	Health	and	Human	Service	nn1	cc	jj	nn1
1535	Health	and	Human	Services	nn1	cc	jj	nn2
117	health	and	human	services	nn1	cc	jj	nn2
22	HEALTH	AND	HUMAN	SERVICES	nn1	cc	jj	nn2
12	health-related	physical	fitness	knowledge	jj	jj	nn1	nn1
58	health-related	quality	of	life	jj	nn1	io	nn1
16	healthy	dose	of	skepticism	jj	nn1	io	nn1
28	healthy	respect	for	the	jj	nn1	if	at
14	HEARTBEAT	The	Healthy	Heart	vv0	at	jj	nn1
16	heat	and	hot	water	nn1	cc	jj	nn1
12	heated	debate	about	the	jj	nn1	ii	at
14	heated	debate	in	the	jj	nn1	ii	at
13	heavy	burden	on	the	jj	nn1	ii	at
17	heavy	emphasis	on	the	jj	nn1	ii	at
20	heavy	episodic	drinking	and	jj	jj	nn1	cc
17	heavy	fighting	in	the	jj	nn1	ii	at
13	heavy	loss	of	life	jj	nn1	io	nn1
13	heavy	metal	music	and	jj	nn1	nn1	cc
19	heavy	metals	and	other	jj	nn2	cc	jj
17	heavy	metals	in	the	jj	nn2	ii	at
16	heavy	metals	such	as	jj	nn2	ii21	ii22
14	heavy	pressure	from	the	jj	nn1	ii	at
13	heavy	reliance	on	the	jj	nn1	ii	at
27	heavy	saucepan	over	low	jj	nn1	ii	jj
33	heavy	saucepan	over	medium	jj	nn1	ii	jj
17	heavy	saucepan	over	medium-high	jj	nn1	ii	jj
34	heavy	skillet	over	medium	jj	nn1	ii	jj
17	heavy	skillet	over	medium-high	jj	nn1	ii	jj
23	heavy	toll	on	the	jj	nn1	ii	at
30	heavy-duty	electric	stand	mixer	jj	jj	nn1	nn1
33	heavy-duty	zip-top	plastic	bag	jj	jj	nn1	nn1
13	Hebrew	version	of	the	jj	nn1	io	at
30	heightened	awareness	of	the	jj	nn1	io	at
12	heightened	sense	of	awareness	jj	nn1	io	nn1
31	heightened	state	of	alert	jj	nn1	io	jj
45	held	in	high	esteem	vvn	ii	jj	nn1
30	held	in	high	regard	vvn	ii	jj	nn1
12	hell	and	high	water	nn1	cc	jj	nn1
66	hell	or	high	water	nn1	cc	jj	nn1
21	helpful	comments	and	suggestions	jj	nn2	cc	nn2
41	helpful	comments	on	an	jj	nn2	ii	at1
24	helpful	comments	on	earlier	jj	nn2	ii	jjr
16	helpful	comments	on	the	jj	nn2	ii	at
15	her	a	hard	look	ppho1	at1	jj	nn1
14	her	a	hard	time	ppho1	at1	jj	nnt1
16	her	high	heels	and	appge	jj	nn2	cc
17	her	high	school	class	appge	jj	nn1	nn1
19	her	high	school	diploma	appge	jj	nn1	nn1
12	her	high	school	equivalency	appge	jj	nn1	nn1
33	her	high	school	graduation	appge	jj	nn1	nn1
46	her	high	school	sweetheart	appge	jj	nn1	nn1
13	her	high	school	years	appge	jj	nn1	nnt2
12	her	in	high	school	ppho1	ii	jj	nn1
16	her	old	high	school	appge	jj	jj	nn1
13	heterosexual	men	and	women	jj	nn2	cc	nn2
12	hidden	angle	of	your	jj	nn1	io	appge
16	hierarchical	multiple	regression	analyses	jj	jj	nn1	nn2
13	hierarchical	multiple	regression	analysis	jj	jj	nn1	nn1
27	hierarchical	structure	of	the	jj	nn1	io	at
12	high	alcohol	consumption	organizations	jj	nn1	nn1	nn2
79	high	and	high	school	jj	cc	jj	nn1
79	high	and	high	school	jj	cc	jj	nn1
22	high	and	low	culture	jj	cc	jj	nn1
17	high	and	low	expectancy	jj	cc	jj	nn1
14	high	and	low	levels	jj	cc	jj	nn2
214	high	blood	pressure	and	jj	nn1	nn1	cc
21	high	blood	pressure	are	jj	nn1	nn1	vbr
32	high	blood	pressure	in	jj	nn1	nn1	ii
22	high	blood	pressure	is	jj	nn1	nn1	vbz
80	high	blood	pressure	or	jj	nn1	nn1	cc
15	high	blood	pressure	than	jj	nn1	nn1	csn
19	high	center	of	gravity	jj	nn1	io	nn1
12	high	cheekbones	and	a	jj	nn2	cc	at1
12	high	cholesterol	and	high	jj	nn1	cc	jj
12	high	cholesterol	and	high	jj	nn1	cc	jj
12	high	command	of	the	jj	nn1	io	at
13	High	Commission	for	Refugees	jj	nn1	if	nn2
19	high	commissioner	for	human	jj	nn1	if	jj
19	high	commissioner	for	human	jj	nn1	if	jj
38	High	Commissioner	for	Refugees	jj	nn1	if	nn2
18	high	commissioner	for	refugees	jj	nn1	if	nn2
17	high	correlation	between	the	jj	nn1	ii	at
26	high	cost	of	health	jj	nn1	io	nn1
12	high	cost	of	housing	jj	nn1	io	nn1
30	high	cost	of	living	jj	nn1	io	nn1
13	high	cost	of	living	jj	nn1	io	vvg
36	high	cost	of	the	jj	nn1	io	at
14	high	country	of	the	jj	nn1	io	at
12	high	court	ruled	that	jj	nn1	vvd	cst
17	high	crime	and	misdemeanor	jj	nn1	cc	nn1
121	high	crimes	and	misdemeanors	jj	nn2	cc	nn2
30	high	degree	of	accuracy	jj	nn1	io	nn1
13	high	degree	of	agreement	jj	nn1	io	nn1
48	high	degree	of	autonomy	jj	nn1	io	nn1
21	high	degree	of	certainty	jj	nn1	io	nn1
29	high	degree	of	confidence	jj	nn1	io	nn1
12	high	degree	of	consistency	jj	nn1	io	nn1
22	high	degree	of	control	jj	nn1	io	nn1
15	high	degree	of	risk	jj	nn1	io	nn1
14	high	degree	of	social	jj	nn1	io	jj
18	high	doses	of	radiation	jj	nn2	io	nn1
111	high	end	of	the	jj	nn1	io	at
15	high	expectations	for	all	jj	nn2	if	db
27	high	expectations	for	the	jj	nn2	if	at
67	high	fructose	corn	syrup	jj	nn1	nn1	nn1
16	high	gas	prices	and	jj	nn1	nn2	cc
14	high	ground	in	the	jj	nn1	ii	at
19	HIGH	HANDICAPPER	You	have	jj	nn1	ppy	vh0
17	high	heat	and	bring	jj	nn1	cc	vv0
24	high	heat	on	a	jj	nn1	ii	at1
21	high	heat	until	hot	jj	nn1	cs	jj
21	high	heat	until	hot	jj	nn1	cs	jj
16	high	heat	until	it	jj	nn1	cs	pph1
12	high	heat	until	mixture	jj	nn1	cs	nn1
19	high	heels	and	a	jj	nn2	cc	at1
17	high	hopes	for	a	jj	nn2	if	at1
52	high	hopes	for	the	jj	nn2	if	at
26	high	in	saturated	fat	jj	ii	jj	nn1
14	high	in	saturated	fats	jj	ii	jj	nn2
33	high	index	of	suspicion	jj	nn1	io	nn1
36	high	interest	rates	and	jj	nn1	nn2	cc
12	high	interest	rates	on	jj	nn1	nn2	ii
12	high	interest	rates	to	jj	nn1	nn2	to
12	high	internal	consistency	and	jj	jj	nn1	cc
12	high	level	of	accuracy	jj	nn1	io	nn1
24	high	level	of	agreement	jj	nn1	io	nn1
17	high	level	of	anxiety	jj	nn1	io	nn1
15	high	level	of	commitment	jj	nn1	io	nn1
15	high	level	of	confidence	jj	nn1	io	nn1
26	high	level	of	education	jj	nn1	io	nn1
15	high	level	of	energy	jj	nn1	io	nn1
14	high	level	of	environmental	jj	nn1	io	jj
24	high	level	of	interest	jj	nn1	io	nn1
12	high	level	of	knowledge	jj	nn1	io	nn1
13	high	level	of	perceived	jj	nn1	io	jj
20	high	level	of	performance	jj	nn1	io	nn1
12	high	level	of	political	jj	nn1	io	jj
15	high	level	of	public	jj	nn1	io	jj
16	high	level	of	quality	jj	nn1	io	nn1
23	high	level	of	satisfaction	jj	nn1	io	nn1
12	high	level	of	security	jj	nn1	io	nn1
13	high	level	of	social	jj	nn1	io	jj
14	high	level	of	support	jj	nn1	io	nn1
13	high	level	of	trust	jj	nn1	io	nn1
23	high	levels	in	the	jj	nn2	ii	at
30	high	levels	of	anxiety	jj	nn2	io	nn1
12	high	levels	of	arsenic	jj	nn2	io	nn1
12	high	levels	of	both	jj	nn2	io	db2
19	high	levels	of	education	jj	nn2	io	nn1
30	high	levels	of	identification	jj	nn2	io	nn1
13	high	levels	of	immigration	jj	nn2	io	nn1
37	high	levels	of	lead	jj	nn2	io	nn1
23	high	levels	of	mercury	jj	nn2	io	nn1
24	high	levels	of	parental	jj	nn2	io	jj
15	high	levels	of	physical	jj	nn2	io	jj
23	high	levels	of	poverty	jj	nn2	io	nn1
12	high	levels	of	public	jj	nn2	io	jj
12	high	levels	of	radiation	jj	nn2	io	nn1
14	high	levels	of	sexual	jj	nn2	io	jj
23	high	levels	of	social	jj	nn2	io	jj
56	high	levels	of	stress	jj	nn2	io	nn1
14	high	levels	of	support	jj	nn2	io	nn1
13	high	levels	of	task	jj	nn2	io	nn1
14	high	levels	of	testosterone	jj	nn2	io	nn1
53	high	levels	of	the	jj	nn2	io	at
30	high	levels	of	unemployment	jj	nn2	io	nn1
12	high	levels	of	violence	jj	nn2	io	nn1
34	high	marks	for	his	jj	nn2	if	appge
16	high	marks	for	its	jj	nn2	if	appge
12	high	marks	for	the	jj	nn2	if	at
14	high	marks	from	the	jj	nn2	ii	at
12	high	number	of	people	jj	nn1	io	nn
20	high	oil	prices	and	jj	nn1	nn2	cc
15	high	opinion	of	the	jj	nn1	io	at
16	high	or	high	school	jj	cc	jj	nn1
16	high	or	high	school	jj	cc	jj	nn1
16	high	peaks	of	the	jj	nn2	io	at
14	high	percentage	of	students	jj	nn1	io	nn2
60	high	percentage	of	the	jj	nn1	io	at
32	high	point	in	the	jj	nn1	ii	at
21	high	point	of	his	jj	nn1	io	appge
29	high	point	of	my	jj	nn1	io	appge
85	high	point	of	the	jj	nn1	io	at
12	high	point	of	this	jj	nn1	io	dd1
12	high	points	of	his	jj	nn2	io	appge
24	high	points	of	the	jj	nn2	io	at
15	high	position	in	the	jj	nn1	ii	at
12	high	praise	from	the	jj	nn1	ii	at
12	high	price	for	a	jj	nn1	if	at1
16	high	price	for	the	jj	nn1	if	at
16	high	price	of	oil	jj	nn1	io	nn1
32	high	price	to	pay	jj	nn1	to	vvi
15	high	priest	of	the	jj	nn1	io	at
23	high	priority	for	the	jj	nn1	if	at
22	high	profile	in	the	jj	nn1	ii	at
28	high	proportion	of	the	jj	nn1	io	at
12	high	proportion	of	their	jj	nn1	io	appge
33	high	quality	of	life	jj	nn1	io	nn1
26	high	quality	of	the	jj	nn1	io	at
15	high	rate	of	return	jj	nn1	io	nn1
31	high	rate	of	speed	jj	nn1	io	nn1
14	high	rates	of	HIV	jj	nn2	io	np1
14	high	rates	of	poverty	jj	nn2	io	nn1
12	high	rates	of	return	jj	nn2	io	nn1
17	high	rates	of	unemployment	jj	nn2	io	nn1
15	high	real	interest	rates	jj	jj	nn1	nn2
24	high	regard	for	the	jj	nn1	if	at
25	high	risk	for	breast	jj	nn1	if	nn1
12	high	risk	for	developing	jj	nn1	if	vvg
14	high	risk	for	heart	jj	nn1	if	nn1
12	high	risk	for	HIV	jj	nn1	if	np1
14	high	risk	of	breast	jj	nn1	io	nn1
16	high	risk	of	developing	jj	nn1	io	jj
14	high	risk	of	heart	jj	nn1	io	nn1
14	High	School	Academic	First	jj	nn1	jj	md
28	high	school	and	a	jj	nn1	cc	at1
24	High	School	and	a	jj	nn1	cc	at1
13	high	school	and	at	jj	nn1	cc	ii
12	High	School	and	attended	jj	nn1	cc	vvd
21	High	School	and	Beyond	jj	nn1	cc	ii
543	high	school	and	college	jj	nn1	cc	nn1
16	High	school	and	college	jj	nn1	cc	nn1
22	high	school	and	elementary	jj	nn1	cc	jj
12	high	school	and	even	jj	nn1	cc	rr
31	high	school	and	had	jj	nn1	cc	vhd
19	high	school	and	has	jj	nn1	cc	vhz
12	high	school	and	he	jj	nn1	cc	pphs1
13	high	school	and	high	jj	nn1	cc	jj
13	high	school	and	high	jj	nn1	cc	jj
28	high	school	and	I	jj	nn1	cc	ppis1
18	high	school	and	in	jj	nn1	cc	ii
13	high	school	and	into	jj	nn1	cc	ii
25	high	school	and	junior	jj	nn1	cc	jj
22	high	school	and	middle	jj	nn1	cc	jj
12	high	school	and	now	jj	nn1	cc	rt
44	high	school	and	the	jj	nn1	cc	at
30	High	School	and	the	jj	nn1	cc	at
34	high	school	and	then	jj	nn1	cc	rt
14	high	school	and	they	jj	nn1	cc	pphs2
31	high	school	and	university	jj	nn1	cc	nn1
33	high	school	and	was	jj	nn1	cc	vbdz
15	High	School	and	was	jj	nn1	cc	vbdz
24	high	school	and	went	jj	nn1	cc	vvd
18	high	school	and	you	jj	nn1	cc	ppy
16	high	school	art	teacher	jj	nn1	nn1	nn1
25	high	school	as	a	jj	nn1	ii	at1
12	High	School	as	a	jj	nn1	ii	at1
12	high	school	at	a	jj	nn1	ii	at1
34	high	school	at	the	jj	nn1	ii	at
14	high	school	baseball	team	jj	nn1	nn1	nn1
15	high	school	basketball	coach	jj	nn1	nn1	nn1
15	high	school	basketball	game	jj	nn1	nn1	nn1
12	high	school	basketball	officials	jj	nn1	nn1	nn2
23	high	school	basketball	player	jj	nn1	nn1	nn1
22	high	school	basketball	players	jj	nn1	nn1	nn2
17	high	school	basketball	star	jj	nn1	nn1	nn1
37	high	school	basketball	team	jj	nn1	nn1	nn1
15	high	school	because	he	jj	nn1	cs	pphs1
15	high	school	biology	teacher	jj	nn1	nn1	nn1
12	high	school	biology	teachers	jj	nn1	nn1	nn2
16	high	school	chemistry	teacher	jj	nn1	nn1	nn1
15	High	School	Class	of	jj	nn1	nn1	io
20	high	school	coach	in	jj	nn1	nn1	ii
46	high	school	diploma	and	jj	nn1	nn1	cc
15	high	school	diploma	in	jj	nn1	nn1	ii
67	high	school	diploma	or	jj	nn1	nn1	cc
23	high	school	dropout	and	jj	nn1	nn1	cc
26	high	school	dropout	rate	jj	nn1	nn1	nn1
15	high	school	dropout	rates	jj	nn1	nn1	nn2
29	high	school	dropout	who	jj	nn1	nn1	pnqs
14	high	school	dropouts	and	jj	nn1	nn2	cc
14	high	school	during	the	jj	nn1	ii	at
18	high	school	education	and	jj	nn1	nn1	cc
23	high	school	education	or	jj	nn1	nn1	cc
71	high	school	English	teacher	jj	nn1	nn1	nn1
30	high	school	equivalency	diploma	jj	nn1	nn1	nn1
13	high	school	exit	exam	jj	nn1	nn1	nn1
14	high	school	football	and	jj	nn1	nn1	cc
49	high	school	football	coach	jj	nn1	nn1	nn1
12	high	school	football	field	jj	nn1	nn1	nn1
33	high	school	football	game	jj	nn1	nn1	nn1
33	high	school	football	games	jj	nn1	nn1	nn2
13	high	school	football	in	jj	nn1	nn1	ii
27	high	school	football	player	jj	nn1	nn1	nn1
31	high	school	football	players	jj	nn1	nn1	nn2
17	high	school	football	star	jj	nn1	nn1	nn1
74	high	school	football	team	jj	nn1	nn1	nn1
17	High	School	football	team	jj	nn1	nn1	nn1
12	high	school	football	teams	jj	nn1	nn1	nn2
15	high	school	for	a	jj	nn1	if	at1
42	High	School	for	the	jj	nn1	if	at
13	high	school	for	the	jj	nn1	if	at
14	high	school	friend	of	jj	nn1	nn1	io
12	high	school	friends	and	jj	nn1	nn2	cc
16	high	school	girls	in	jj	nn1	nn2	ii
20	high	school	grade	point	jj	nn1	nn1	nn1
12	high	school	graduate	in	jj	nn1	nn1	ii
32	high	school	graduates	and	jj	nn1	nn2	cc
20	high	school	graduates	are	jj	nn1	nn2	vbr
25	high	school	graduates	in	jj	nn1	nn2	ii
50	high	school	graduates	who	jj	nn1	nn2	pnqs
17	high	school	graduating	class	jj	nn1	vvg	nn1
23	high	school	graduation	and	jj	nn1	nn1	cc
15	high	school	graduation	in	jj	nn1	nn1	ii
21	high	school	graduation	rate	jj	nn1	nn1	nn1
24	high	school	graduation	rates	jj	nn1	nn1	nn2
12	high	school	graduation	requirements	jj	nn1	nn1	nn2
16	high	school	graduation	test	jj	nn1	nn1	nn1
36	high	school	guidance	counselor	jj	nn1	nn1	nn1
19	high	school	he	was	jj	nn1	pphs1	vbdz
37	high	school	history	teacher	jj	nn1	nn1	nn1
31	high	school	I	was	jj	nn1	ppis1	vbdz
55	high	school	in	a	jj	nn1	ii	at1
12	High	School	in	Alexandria	jj	nn1	ii	np1
14	High	School	in	Atlanta	jj	nn1	ii	np1
27	High	School	in	Brooklyn	jj	nn1	ii	np1
22	High	School	in	Chicago	jj	nn1	ii	np1
19	High	School	in	Colorado	jj	nn1	ii	np1
12	High	School	in	Denver	jj	nn1	ii	np1
12	high	school	in	his	jj	nn1	ii	appge
17	High	School	in	Houston	jj	nn1	ii	np1
15	High	School	in	Little	jj	nn1	ii	np1
24	High	School	in	Littleton	jj	nn1	ii	np1
16	High	School	in	Los	jj	nn1	ii	np1
12	High	School	in	Milwaukee	jj	nn1	ii	np1
47	High	School	in	New	jj	nn1	ii	np1
30	high	school	in	New	jj	nn1	ii	np1
47	High	School	in	San	jj	nn1	ii	np1
13	high	school	in	San	jj	nn1	ii	np1
14	High	School	in	Spokane	jj	nn1	ii	np1
18	High	School	in	suburban	jj	nn1	ii	jj
216	high	school	in	the	jj	nn1	ii	at
83	High	School	in	the	jj	nn1	ii	at
18	High	School	in	Washington	jj	nn1	ii	np1
16	high	school	is	a	jj	nn1	vbz	at1
13	High	School	is	a	jj	nn1	vbz	at1
13	high	school	junior	in	jj	nn1	nn1	ii
24	high	school	juniors	and	jj	nn1	nn2	cc
12	high	school	kid	who	jj	nn1	nn1	pnqs
14	high	school	kids	who	jj	nn1	nn2	pnqs
20	high	school	last	year	jj	nn1	md	nnt1
16	high	school	level	and	jj	nn1	nn1	cc
20	high	school	marching	band	jj	nn1	nn1	nn1
12	high	school	math	and	jj	nn1	nn1	cc
