7	a	bagel	with	cream	cheese	at1	nn1	iw	jj	nn1
5	have	a	central	role	to	vh0	at1	jj	nn1	to
47	have	a	certain	amount	of	vh0	at1	jj	nn1	io
35	have	a	certain	amount	of	vhi	at1	jj	nn1	io
10	have	a	certain	degree	of	vh0	at1	jj	nn1	io
12	have	a	certain	kind	of	vhi	at1	jj	nn1	io
11	have	a	certain	kind	of	vh0	at1	jj	nn1	io
11	have	a	certain	level	of	vh0	at1	jj	nn1	io
6	have	a	certain	level	of	vhi	at1	jj	nn1	io
13	have	a	certain	number	of	vh0	at1	jj	nn1	io
8	have	a	certain	number	of	vhi	at1	jj	nn1	io
6	have	a	certain	set	of	vh0	at1	jj	nn1	io
6	have	a	certain	type	of	vhi	at1	jj	nn1	io
59	have	a	chilling	effect	on	vhi	at1	jj	nn1	ii
6	have	a	chilling	effect	on	vh0	at1	jj	nn1	ii
33	have	a	clear	idea	of	vhi	at1	jj	nn1	io
15	have	a	clear	idea	of	vh0	at1	jj	nn1	io
10	have	a	clear	picture	of	vhi	at1	jj	nn1	io
8	have	a	clear	picture	of	vh0	at1	jj	nn1	io
5	have	a	clear	plan	for	vhi	at1	jj	nn1	if
15	have	a	clear	sense	of	vh0	at1	jj	nn1	io
10	have	a	clear	sense	of	vhi	at1	jj	nn1	io
27	have	a	clear	understanding	of	vhi	at1	jj	nn1	io
19	have	a	clear	understanding	of	vh0	at1	jj	nn1	io
12	have	a	clear	view	of	vhi	at1	jj	nn1	io
9	have	a	clear	view	of	vh0	at1	jj	nn1	io
5	have	a	clear	vision	of	vh0	at1	jj	nn1	io
14	have	a	close	relationship	with	vhi	at1	jj	nn1	iw
10	have	a	close	relationship	with	vh0	at1	jj	nn1	iw
6	have	a	combined	circulation	of	vh0	at1	jj	nn1	io
10	have	a	combined	record	of	vh0	at1	jj	nn1	io
10	have	a	common	interest	in	vh0	at1	jj	nn1	ii
5	have	a	compelling	reason	to	vh0	at1	jj	nn1	to
8	have	a	considerable	amount	of	vh0	at1	jj	nn1	io
6	have	a	constitutional	responsibility	to	vh0	at1	jj	nn1	to
34	have	a	constitutional	right	to	vh0	at1	jj	nn1	to
14	have	a	constitutional	right	to	vh0	at1	jj	nn1	ii
10	have	a	constitutional	right	to	vhi	at1	jj	nn1	to
5	have	a	contractual	obligation	to	vh0	at1	jj	nn1	to
5	have	a	cool	summer	or	vhi	at1	jj	nnt1	cc
5	have	a	critical	impact	on	vhi	at1	jj	nn1	ii
6	have	a	critical	mass	of	vhi	at1	jj	nn1	io
8	have	a	crucial	role	to	vh0	at1	jj	nn1	to
15	have	a	very	close	relationship	vh0	at1	rg	jj	nn1
6	have	attained	a	certain	number	vh0	vvn	at1	jj	nn1
7	have	certain	things	in	common	vh0	jj	nn2	rr21	rr22
12	have	close	ties	to	the	vh0	jj	nn2	ii	at
10	have	complete	coverage	of	the	vhi	jj	nn1	io	at
7	have	different	common	names	in	vh0	jj	jj	nn2	ii
6	have	filed	a	class-action	suit	vh0	vvn	at1	jj	nn1
9	have	made	a	concerted	effort	vh0	vvn	at1	jj	nn1
12	have	made	a	conscious	decision	vh0	vvn	at1	jj	nn1
6	have	made	a	conscious	effort	vh0	vvn	at1	jj	nn1
6	have	played	a	central	role	vh0	vvn	at1	jj	nn1
7	have	played	a	critical	role	vh0	vvn	at1	jj	nn1
12	have	played	a	crucial	role	vh0	vvn	at1	jj	nn1
7	have	received	considerable	attention	in	vh0	vvn	jj	nn1	ii
5	have	sent	a	clear	message	vh0	vvn	at1	jj	nn1
5	have	the	constitutional	right	to	vh0	at	jj	nn1	to
5	have	to	make	certain	sacrifices	vh0	to	vvi	jj	nn2
9	have	to	use	common	sense	vh0	to	vvi	jj	nn1
10	having	a	chilling	effect	on	vhg	at1	jj	nn1	ii
6	having	engaged	in	casual	sex	vhg	vvn	ii	jj	nn1
12	Hazard	Analysis	and	Critical	Control	nn1	nn1	cc	jj	nn1
16	hazard	analysis	critical	control	point	nn1	nn1	jj	nn1	nn1
5	Hazard	analysis	critical	control	point	nn1	nn1	jj	nn1	nn1
5	Hazard	Analysis	Critical	Control	Point	nn1	nn1	jj	nn1	nn1
6	Hazards	and	critical	control	points	nn2	cc	jj	nn1	nn2
8	he	had	a	clear	view	pphs1	vhd	at1	jj	nn1
8	he	had	no	criminal	record	pphs1	vhd	at	jj	nn1
6	he	has	a	criminal	record	pphs1	vhz	at1	jj	nn1
6	he	is	a	changed	man	pphs1	vbz	at1	jj	nn1
8	He	is	a	contributing	editor	pphs1	vbz	at1	jj	nn1
5	he	pays	close	attention	to	pphs1	vvz	jj	nn1	ii
8	he	said	through	clenched	teeth	pphs1	vvd	ii	jj	nn2
7	He	teaches	creative	writing	at	pphs1	vvz	jj	nn1	ii
11	he	was	a	changed	man	pphs1	vbdz	at1	jj	nn1
10	he	was	a	close	friend	pphs1	vbdz	at1	jj	nn1
9	He	was	a	close	friend	pphs1	vbdz	at1	jj	nn1
5	he	was	a	crazy	man	pphs1	vbdz	at1	jj	nn1
5	He	was	in	critical	condition	pphs1	vbdz	ii	jj	nn1
6	he	went	into	cardiac	arrest	pphs1	vvd	ii	jj	nn1
5	head	of	the	Catholic	Church	nn1	io	at	jj	nn1
5	head	of	the	Central	Intelligence	nn1	io	at	jj	nn1
16	head	of	the	Christian	Coalition	nn1	io	at	jj	nn1
13	head	of	the	civil	rights	nn1	io	at	jj	nn2
7	head	of	the	Communist	Party	nn1	io	at	jj	nn1
15	head	of	the	Congressional	Budget	nn1	io	at	jj	nn1
10	head	of	the	criminal	division	nn1	io	at	jj	nn1
17	head	of	U.S.	Central	Command	nn1	io	np1	jj	nn1
6	head	the	Central	Intelligence	Agency	vvi	at	jj	nn1	nn1
6	Health	Policy	and	Clinical	Practice	nn1	nn1	cc	jj	nn1
7	heart	disease	and	certain	cancers	nn1	nn1	cc	jj	nn2
24	Heat	large	covered	saucepot	of	vv0	jj	jj	nn1	io
13	height	of	the	civil	rights	nn1	io	at	jj	nn2
7	height	of	the	civil	war	nn1	io	at	jj	nn1
37	height	of	the	Cold	War	nn1	io	at	jj	nn1
21	height	of	the	cold	war	nn1	io	at	jj	nn1
6	her	current	state	of	mind	appge	jj	nn1	io	nn1
6	her	in	a	certain	way	ppho1	ii	at1	jj	nn1
6	heroes	of	the	civil	rights	nn2	io	at	jj	nn2
7	high	blood	pressure	in	certain	jj	nn1	nn1	ii	jj
5	high-ability	students	in	the	cooperative	jj	nn2	ii	at	jj
5	higher	levels	of	cognitive	anxiety	jjr	nn2	io	jj	nn1
5	higher	levels	of	cognitive	complexity	jjr	nn2	io	jj	nn1
5	higher	levels	of	collective	self-esteem	jjr	nn2	io	jj	nn1
6	highly	contextualized	discourse	that	assumes	rr	jj	nn1	cst	vvz
8	him	a	certain	amount	of	ppho1	at1	jj	nn1	io
5	him	a	clean	bill	of	ppho1	at1	jj	nn1	io
5	his	civil	rights	were	violated	appge	jj	nn2	vbdr	vvn
6	his	close	friendship	with	the	appge	jj	nn1	iw	at
6	his	close	ties	to	the	appge	jj	nn2	ii	at
5	His	current	research	interests	include	appge	jj	nn1	nn2	vv0
10	his	face	with	cold	water	appge	nn1	iw	jj	nn1
7	historical	and	cultural	context	of	jj	cc	jj	nn1	io
7	history	of	congestive	heart	failure	nn1	io	jj	nn1	nn1
5	history	of	the	Catholic	Church	nn1	io	at	jj	nn1
13	history	of	the	civil	rights	nn1	io	at	jj	nn2
5	history	of	the	Civil	Rights	nn1	io	at	jj	nn2
5	history	of	the	Clean	Air	nn1	io	at	jj	nn1
7	history	of	the	cold	war	nn1	io	at	jj	nn1
5	home	and	commercial	appliance	manufacturer	nn1	cc	jj	nn1	nn1
9	home	canning	jars	and	lids	rl	jj	nn2	cc	nn2
5	homosexual	relations	between	consenting	adults	jj	nn2	ii	jj	nn2
15	hot	and	cold	running	water	jj	cc	jj	jj	nn1
11	hot	and	cold	spots	in	jj	cc	jj	nn2	ii
20	Houston	Center	for	Contemporary	Craft	np1	nn1	if	jj	nn1
6	how	the	criminal	justice	system	rrq	at	jj	nn1	nn1
15	human	beings	are	capable	of	jj	nn2	vbr	jj	io
5	human	beings	within	civil	society	jj	nn2	ii	jj	nn1
6	human	formation	for	celibate	chastity	jj	nn1	if	jj	nn1
6	human	rights	and	civil	liberties	jj	nn2	cc	jj	nn2
7	I	am	a	card-carrying	member	ppis1	vbm	at1	jj	nn1
7	I	am	a	conservative	Republican	ppis1	vbm	at1	jj	nn1
6	I	cant	think	of	a	ppis1	jj	nn1	io	at1
5	I	feel	more	comfortable	talking	ppis1	vv0	rgr	jj	nn1
6	I	had	a	clear	view	ppis1	vhd	at1	jj	nn1
6	I	have	a	certain	amount	ppis1	vh0	at1	jj	nn1
6	I	have	a	clear	conscience	ppis1	vh0	at1	jj	nn1
5	I	have	chronic	fatigue	syndrome	ppis1	vh0	jj	nn1	nn1
5	I	have	complete	confidence	in	ppis1	vh0	jj	nn1	ii
6	I	keep	a	close	watch	ppis1	vv0	at1	jj	nn1
5	I	kept	a	close	eye	ppis1	vvd	at1	jj	nn1
11	I	made	a	conscious	decision	ppis1	vvd	at1	jj	nn1
9	I	made	a	conscious	effort	ppis1	vvd	at1	jj	nn1
5	I	pay	close	attention	to	ppis1	vv0	jj	nn1	ii
10	I	put	away	childish	things	ppis1	vv0	rl	jj	nn2
9	I	said	through	clenched	teeth	ppis1	vvd	ii	jj	nn2
10	I	think	the	conventional	wisdom	ppis1	vv0	at	jj	nn1
16	I	think	the	critical	thing	ppis1	vv0	at	jj	nn1
5	I	was	a	complete	mess	ppis1	vbdz	at1	jj	nn1
6	I	was	in	complete	shock	ppis1	vbdz	ii	jj	nn1
14	I	went	to	Catholic	school	ppis1	vvd	ii	jj	nn1
5	identification	judged	the	Catholic	target	nn1	vvd	at	jj	nn1
5	if	a	critical	mass	of	cs	at1	jj	nn1	io
6	if	certain	conditions	are	met	cs	jj	nn2	vbr	vvn
5	II	and	the	cold	war	mc	cc	at	jj	nn1
5	implanted	with	the	cochlear	prosthesis	vvd	iw	at	jj	nn1
5	in	a	brutal	civil	war	ii	at1	jj	jj	nn1
5	in	a	cardboard	box	and	ii	at1	jj	nn1	cc
15	in	a	cardboard	box	in	ii	at1	jj	nn1	ii
6	in	a	cardboard	box	on	ii	at1	jj	nn1	ii
7	in	a	Catholic	high	school	ii	at1	jj	jj	nn1
27	in	a	certain	amount	of	ii	at1	jj	nn1	io
5	in	a	certain	area	of	ii	at1	jj	nn1	io
28	in	a	certain	kind	of	ii	at1	jj	nn1	io
11	in	a	certain	number	of	ii	at1	jj	nn1	io
12	in	a	certain	part	of	ii	at1	jj	nn1	io
7	in	a	certain	period	of	ii	at1	jj	nn1	io
5	in	a	certain	time	and	ii	at1	jj	nnt1	cc
6	in	a	certain	type	of	ii	at1	jj	nn1	io
24	in	a	certain	way	and	ii	at1	jj	nn1	cc
8	in	a	certain	way	or	ii	at1	jj	nn1	cc
12	in	a	certain	way	that	ii	at1	jj	nn1	cst
7	in	a	certain	way	to	ii	at1	jj	nn1	to
9	in	a	chronic	state	of	ii	at1	jj	nn1	io
6	in	a	circular	motion	with	ii	at1	jj	nn1	iw
5	in	a	civil	case	and	ii	at1	jj	nn1	cc
5	in	a	civil	suit	that	ii	at1	jj	nn1	cst
5	in	a	civil	war	against	ii	at1	jj	nn1	ii
7	in	a	civil	war	in	ii	at1	jj	nn1	ii
9	in	a	civil	war	that	ii	at1	jj	nn1	cst
5	in	a	class-action	lawsuit	shows	ii	at1	jj	nn1	vvz
9	in	a	classic	case	of	ii	at1	jj	nn1	io
6	In	a	classic	case	of	ii	at1	jj	nn1	io
7	In	a	classic	example	of	ii	at1	jj	nn1	io
5	in	a	classic	example	of	ii	at1	jj	nn1	io
5	in	a	clinical	trial	of	ii	at1	jj	nn1	io
6	in	a	close	personal	relationship	ii	at1	jj	jj	nn1
6	in	a	close	race	with	ii	at1	jj	nn1	iw
9	in	a	cold	sweat	and	ii	at1	jj	nn1	cc
6	in	a	cold	sweat	at	ii	at1	jj	nn1	ii
6	in	a	comfortable	chair	with	ii	at1	jj	nn1	iw
6	in	a	comparative	study	of	ii	at1	jj	nn1	io
5	in	a	complete	reversal	of	ii	at1	jj	nn1	io
5	in	a	complete	state	of	ii	at1	jj	nn1	io
6	in	a	complex	set	of	ii	at1	jj	nn1	io
5	in	a	complex	web	of	ii	at1	jj	nn1	io
7	in	a	comprehensive	review	of	ii	at1	jj	nn1	io
12	in	a	concerted	effort	to	ii	at1	jj	nn1	to
5	in	a	constant	process	of	ii	at1	jj	nn1	io
117	in	a	constant	state	of	ii	at1	jj	nn1	io
6	in	a	continual	process	of	ii	at1	jj	nn1	io
7	in	a	continual	state	of	ii	at1	jj	nn1	io
5	in	a	continuing	series	of	ii	at1	jj	nn	io
6	in	a	continuous	process	of	ii	at1	jj	nn1	io
7	in	a	cool	dry	place	ii	at1	jj	jj	nn1
12	in	a	cool	place	for	ii	at1	jj	nn1	if
6	in	a	cool	place	until	ii	at1	jj	nn1	cs
12	in	a	covered	container	for	ii	at1	jj	nn1	if
6	in	a	covered	container	in	ii	at1	jj	nn1	ii
5	in	a	criminal	case	and	ii	at1	jj	nn1	cc
5	in	a	criminal	court	of	ii	at1	jj	nn1	io
10	in	a	crisp	white	shirt	ii	at1	jj	jj	nn1
5	in	a	critical	care	unit	ii	at1	jj	nn1	nn1
5	in	a	cultural	environment	that	ii	at1	jj	nn1	cst
6	in	a	culturally	competent	manner	ii	at1	rr	jj	nn1
7	in	a	current	relationship	of	ii	at1	jj	nn1	io
6	in	a	federal	civil	rights	ii	at1	jj	jj	nn2
6	in	a	Federal	civil	rights	ii	at1	jj	jj	nn2
8	in	a	highly	competitive	environment	ii	at1	rr	jj	nn1
6	in	a	highly	competitive	market	ii	at1	rr	jj	nn1
8	in	a	large	cast-iron	skillet	ii	at1	jj	jj	nn1
6	In	a	large	cast-iron	skillet	ii	at1	jj	jj	nn1
5	in	a	long-term	committed	relationship	ii	at1	jj	jj	nn1
7	in	a	minimally	conscious	state	ii	at1	rr	jj	nn1
7	in	a	more	comprehensive	way	ii	at1	rgr	jj	nn1
5	in	a	more	concrete	way	ii	at1	rgr	jj	nn1
5	in	a	more	conservative	direction	ii	at1	rgr	jj	nn1
6	in	a	rapidly	changing	environment	ii	at1	rr	jj	nn1
5	in	a	rapidly	changing	marketplace	ii	at1	rr	jj	nn1
19	in	a	rapidly	changing	world	ii	at1	rr	jj	nn1
8	In	a	rapidly	changing	world	ii	at1	rr	jj	nn1
7	in	a	very	careful	way	ii	at1	rg	jj	nn1
5	in	a	very	close	election	ii	at1	rg	jj	nn1
9	in	a	very	close	race	ii	at1	rg	jj	nn1
6	in	a	very	constructive	way	ii	at1	rg	jj	nn1
5	in	acts	of	civil	disobedience	ii	nn2	io	jj	nn1
5	in	acute	cardiogenic	pulmonary	oedema	ii	jj	jj	jj	nn1
5	in	an	increasingly	competitive	market	ii	at1	rr	jj	nn1
5	in	an	increasingly	competitive	marketplace	ii	at1	rr	jj	nn1
5	in	an	increasingly	competitive	world	ii	at1	rr	jj	nn1
5	in	an	increasingly	complex	society	ii	at1	rr	jj	nn1
6	in	an	increasingly	complex	world	ii	at1	rr	jj	nn1
30	in	certain	areas	of	the	ii	jj	nn2	io	at
5	In	certain	areas	of	the	ii	jj	nn2	io	at
74	in	certain	parts	of	the	ii	jj	nn2	io	at
7	In	certain	parts	of	the	ii	jj	nn2	io	at
8	in	certain	regions	of	the	ii	jj	nn2	io	at
5	in	certain	sections	of	the	ii	jj	nn2	io	at
5	in	certain	segments	of	the	ii	jj	nn2	io	at
7	in	Chronic	Disease	and	Rehabilitation	ii	jj	nn1	cc	nn1
5	in	civil	contempt	of	court	ii	jj	nn1	io	nn1
5	in	civil-military	relations	in	the	ii	jj	nn2	ii	at
5	in	clear	contrast	to	the	ii	jj	nn1	ii	at
15	in	clear	violation	of	the	ii	jj	nn1	io	at
13	in	close	collaboration	with	the	ii	jj	nn1	iw	at
7	in	close	consultation	with	the	ii	jj	nn1	iw	at
6	in	close	contact	with	other	ii	jj	nn1	iw	jj
27	in	close	contact	with	the	ii	jj	nn1	iw	at
7	in	close	contact	with	them	ii	jj	nn1	iw	ppho2
7	in	close	cooperation	with	the	ii	jj	nn1	iw	at
5	in	Close	Encounters	of	the	ii	jj	nn2	io	at
14	in	close	proximity	to	a	ii	jj	nn1	ii	at1
18	in	close	proximity	to	each	ii	jj	nn1	ii	ppx221
14	in	close	proximity	to	one	ii	jj	nn1	ii	ppx121
57	in	close	proximity	to	the	ii	jj	nn1	ii	at
7	in	close	proximity	to	their	ii	jj	nn1	ii	appge
5	in	close	touch	with	her	ii	jj	nn1	iw	appge
7	in	close	touch	with	his	ii	jj	nn1	iw	appge
12	in	close	touch	with	the	ii	jj	nn1	iw	at
9	in	cold	water	and	drain	ii	jj	nn1	cc	vv0
5	in	cold	water	and	drain	ii	jj	nn1	cc	nn1
8	in	cold	water	and	pat	ii	jj	nn1	cc	vv0
14	in	cold	water	to	cover	ii	jj	nn1	to	vvi
6	in	collaborative	groups	than	in	ii	jj	nn2	csn	ii
9	in	compensatory	and	punitive	damages	ii	jj	cc	jj	nn2
6	in	complete	agreement	with	the	ii	jj	nn1	iw	at
13	in	complete	control	of	the	ii	jj	nn1	io	at
5	in	compost-amended	media	had	an	ii	jj	nn	vhd	at1
7	in	constant	communication	with	the	ii	jj	nn1	iw	at
15	in	constant	contact	with	the	ii	jj	nn1	iw	at
5	in	constant	touch	with	the	ii	jj	nn1	iw	at
5	in	creative	writing	at	the	ii	jj	nn1	ii	at
28	in	critical	but	stable	condition	ii	jj	ccb	jj	nn1
6	in	critical	condition	after	being	ii	jj	nn1	ii	vbg
10	in	critical	condition	at	a	ii	jj	nn1	ii	at1
9	in	critical	condition	this	morning	ii	jj	nn1	dd1	nnt1
5	in	critical	thinking	and	problem	ii	jj	nn1	cc	nn1
7	in	ending	the	Cold	War	ii	vvg	at	jj	nn1
7	in	gender-typed	and	cross-gendered	sports	ii	nn1	cc	jj	nn2
5	in	his	classic	book	The	ii	appge	jj	nn1	at
8	in	his	concurring	opinion	in	ii	appge	jj	nn1	ii
5	in	its	current	form	in	ii	appge	jj	nn1	ii
5	in	jail	for	civil	contempt	ii	nn1	if	jj	nn1
9	in	large	bowl	of	cold	ii	jj	nn1	io	jj
5	in	new	and	creative	ways	ii	jj	cc	jj	nn2
6	in	Otology	and	Conventional	Hearing	ii	np1	cc	jj	nn1
24	in	our	criminal	justice	system	ii	appge	jj	nn1	nn1
10	in	patients	with	cardiovascular	disease	ii	nn2	iw	jj	nn1
8	in	search	of	cheap	labor	ii31	ii32	ii33	jj	nn1
9	in	such	close	proximity	to	ii	da	jj	nn1	ii
5	in	such	close	quarters	with	ii	da	jj	nn2	iw
6	in	support	of	civil	rights	ii31	ii32	ii33	jj	nn2
5	in	the	American	Civil	War	ii	at	jj	jj	nn1
5	in	the	American	constitutional	order	ii	at	jj	jj	nn1
7	in	the	American	League	Central	ii	at	jj	nn1	jj
5	in	the	Canadian	economy	and	ii	at	jj	nn1	cc
5	in	the	Canadian	fur	trade	ii	at	jj	nn1	nn1
10	in	the	Canadian	province	of	ii	at	jj	nn1	io
13	in	the	capable	hands	of	ii	at	jj	nn2	io
5	in	the	Catholic	church	and	ii	at	jj	nn1	cc
5	in	the	Catholic	church	in	ii	at	jj	nn1	ii
8	in	the	central	area	of	ii	at	jj	nn1	io
19	in	the	central	business	district	ii	at	jj	nn1	nn1
6	in	the	central	city	of	ii	at	jj	nn1	io
11	in	the	central	highlands	of	ii	at	jj	nn2	io
7	in	the	Central	Intelligence	Agency	ii	at	jj	nn1	nn1
35	in	the	central	nervous	system	ii	at	jj	jj	nn1
60	in	the	central	part	of	ii	at	jj	nn1	io
5	In	the	central	part	of	ii	at	jj	nn1	io
5	in	the	central	plaza	of	ii	at	jj	nn1	io
8	in	the	central	portion	of	ii	at	jj	nn1	io
7	in	the	central	province	of	ii	at	jj	nn1	io
11	in	the	central	region	of	ii	at	jj	nn1	io
11	in	the	central	square	of	ii	at	jj	nn1	io
5	in	the	central	state	of	ii	at	jj	nn1	io
7	in	the	Central	time	zone	ii	at	jj	nnt1	nn1
5	in	the	central	valley	of	ii	at	jj	nn1	io
6	in	the	chemical	composition	of	ii	at	jj	nn1	io
5	in	the	Cherokee	National	Forest	ii	at	jj	jj	nn1
6	in	the	Chinese	American	community	ii	at	jj	jj	nn1
6	in	the	Chinese	province	of	ii	at	jj	nn1	io
5	in	the	civic	life	of	ii	at	jj	nn1	io
5	in	the	civil	rights	and	ii	at	jj	nn2	cc
12	in	the	civil	rights	community	ii	at	jj	nn2	nn1
16	in	the	civil	rights	era	ii	at	jj	nn2	nn1
162	in	the	civil	rights	movement	ii	at	jj	nn2	nn1
13	in	the	Civil	Rights	Movement	ii	at	jj	nn2	nn1
8	in	the	Civil	Rights	movement	ii	at	jj	nn2	nn1
10	in	the	civil	rights	struggle	ii	at	jj	nn2	nn1
10	in	the	civil	service	and	ii	at	jj	nn1	cc
5	in	the	civil	trial	that	ii	at	jj	nn1	cst
6	in	the	Civil	War	and	ii	at	jj	nn1	cc
16	in	the	civil	war	in	ii	at	jj	nn1	ii
12	in	the	civilian	labor	force	ii	at	jj	nn1	nn1
6	in	the	civilian	labor	market	ii	at	jj	nn1	nn1
13	in	the	classic	sense	of	ii	at	jj	nn1	io
5	in	the	classical	music	world	ii	at	jj	nn1	nn1
9	in	the	classical	sense	of	ii	at	jj	nn1	io
7	in	the	classified	section	of	ii	at	jj	nn1	io
5	in	the	classified	sections	of	ii	at	jj	nn2	io
6	in	the	clear	light	of	ii	at	jj	nn1	io
5	in	the	climactic	moment	of	ii	at	jj	nn1	io
5	in	the	clinical	range	on	ii	at	jj	nn1	ii
6	in	the	close	confines	of	ii	at	jj	nn2	io
6	in	the	close	quarters	of	ii	at	jj	nn2	io
39	in	the	closing	days	of	ii	at	jj	nnt2	io
10	In	the	closing	days	of	ii	at	jj	nnt2	io
8	in	the	closing	hours	of	ii	at	jj	nnt2	io
11	in	the	closing	minutes	of	ii	at	jj	nnt2	io
6	in	the	closing	moments	of	ii	at	jj	nn2	io
5	in	the	closing	months	of	ii	at	jj	nnt2	io
7	in	the	closing	pages	of	ii	at	jj	nn2	io
13	in	the	closing	seconds	of	ii	at	jj	nnt2	io
5	in	the	closing	stages	of	ii	at	jj	nn2	io
15	in	the	closing	weeks	of	ii	at	jj	nnt2	io
11	in	the	closing	years	of	ii	at	jj	nnt2	io
5	in	the	coastal	areas	of	ii	at	jj	nn2	io
16	in	the	coastal	city	of	ii	at	jj	nn1	io
5	in	the	coastal	regions	of	ii	at	jj	nn2	io
17	in	the	coastal	town	of	ii	at	jj	nn1	io
7	in	the	coastal	waters	of	ii	at	jj	nn2	io
16	in	the	cold	light	of	ii	at	jj	nn1	io
8	in	the	cold	morning	air	ii	at	jj	nnt1	nn1
23	in	the	cold	night	air	ii	at	jj	nnt1	nn1
12	in	the	cold	waters	of	ii	at	jj	nn2	io
13	in	the	collective	bargaining	agreement	ii	at	jj	nn1	nn1
5	in	the	collective	imagination	of	ii	at	jj	nn1	io
7	in	the	collective	memory	of	ii	at	jj	nn1	io
6	in	the	colonial	revival	style	ii	at	jj	nn1	nn1
10	in	the	combined	therapy	group	ii	at	jj	nn1	nn1
7	in	the	combined	treatment	group	ii	at	jj	nn1	nn1
19	in	the	coming	days	and	ii	at	jj	nnt2	cc
9	in	the	coming	days	to	ii	at	jj	nnt2	to
6	in	the	coming	decades	is	ii	at	jj	nnt2	vbz
9	in	the	coming	decades	will	ii	at	jj	nnt2	vm
6	in	the	coming	fiscal	year	ii	at	jj	jj	nnt1
31	in	the	coming	months	and	ii	at	jj	nnt2	cc
7	in	the	coming	months	as	ii	at	jj	nnt2	csa
9	in	the	coming	months	to	ii	at	jj	nnt2	to
5	in	the	coming	months	with	ii	at	jj	nnt2	iw
26	in	the	coming	weeks	and	ii	at	jj	nnt2	cc
13	in	the	coming	weeks	to	ii	at	jj	nnt2	to
7	in	the	coming	year	and	ii	at	jj	nnt1	cc
6	in	the	coming	years	and	ii	at	jj	nnt2	cc
6	in	the	coming	years	as	ii	at	jj	nnt2	csa
5	in	the	coming	years	is	ii	at	jj	nnt2	vbz
8	in	the	coming	years	will	ii	at	jj	nnt2	vm
5	in	the	common	cause	of	ii	at	jj	nn1	io
5	in	the	common	room	of	ii	at	jj	nn1	io
6	in	the	common	sense	of	ii	at	jj	nn1	io
5	in	the	comparable	period	a	ii	at	jj	nn1	at1
5	in	the	comparable	period	last	ii	at	jj	nn1	md
13	in	the	competitive	world	of	ii	at	jj	nn1	io
5	in	the	complete	absence	of	ii	at	jj	nn1	io
6	in	the	complex	web	of	ii	at	jj	nn1	io
6	in	the	confined	space	of	ii	at	jj	nn1	io
5	in	the	Congressional	Black	Caucus	ii	at	jj	jj	nn1
5	in	the	contemporary	world	of	ii	at	jj	nn1	io
6	in	the	content	areas	of	ii	at	jj	nn2	io
7	in	the	controlled	environment	of	ii	at	jj	nn1	io
6	in	the	conventional	sense	of	ii	at	jj	nn1	io
6	in	the	cool	air	of	ii	at	jj	nn1	io
6	in	the	cool	light	of	ii	at	jj	nn1	io
8	in	the	cool	morning	air	ii	at	jj	nnt1	nn1
16	in	the	cool	night	air	ii	at	jj	nnt1	nn1
5	in	the	cool	shade	of	ii	at	jj	nn1	io
5	in	the	Cooperative	Pharmacy	Program	ii	at	jj	nn1	nn1
6	in	the	coronary	care	unit	ii	at	jj	nn1	nn1
6	in	the	corporate	tax	rate	ii	at	jj	nn1	nn1
9	in	the	corporate	world	and	ii	at	jj	nn1	cc
6	in	the	cosmic	background	radiation	ii	at	jj	nn1	nn1
22	in	the	cosmic	microwave	background	ii	at	jj	nn1	nn1
6	in	the	cramped	confines	of	ii	at	jj	nn2	io
5	in	the	cramped	quarters	of	ii	at	jj	nn2	io
6	in	the	creative	process	of	ii	at	jj	nn1	io
8	in	the	criminal	case	and	ii	at	jj	nn1	cc
5	in	the	criminal	case	was	ii	at	jj	nn1	vbdz
7	in	the	criminal	justice	process	ii	at	jj	nn1	nn1
171	in	the	criminal	justice	system	ii	at	jj	nn1	nn1
5	in	the	criminal	trial	and	ii	at	jj	nn1	cc
7	in	the	criminal	trial	of	ii	at	jj	nn1	io
6	in	the	critical	area	of	ii	at	jj	nn1	io
5	in	the	critical	areas	of	ii	at	jj	nn2	io
5	in	the	crucial	area	of	ii	at	jj	nn1	io
20	in	the	Cuban	missile	crisis	ii	at	jj	nn1	nn1
6	in	the	Cuban	Missile	Crisis	ii	at	jj	nn1	nn1
5	in	the	cultural	context	of	ii	at	jj	nn1	io
5	in	the	cultural	history	of	ii	at	jj	nn1	io
19	in	the	cultural	life	of	ii	at	jj	nn1	io
6	in	the	curious	position	of	ii	at	jj	nn1	io
12	in	the	current	climate	of	ii	at	jj	nn1	io
5	In	the	current	climate	of	ii	at	jj	nn1	io
6	in	the	current	context	of	ii	at	jj	nn1	io
9	in	the	current	debate	over	ii	at	jj	nn1	ii
17	in	the	current	economic	climate	ii	at	jj	jj	nn1
6	in	the	current	economic	downturn	ii	at	jj	jj	nn1
5	in	the	current	economic	environment	ii	at	jj	jj	nn1
5	In	the	current	economic	environment	ii	at	jj	jj	nn1
22	in	the	current	edition	of	ii	at	jj	nn1	io
7	In	the	current	edition	of	ii	at	jj	nn1	io
6	in	the	current	election	cycle	ii	at	jj	nn1	nn1
33	in	the	current	fiscal	year	ii	at	jj	jj	nnt1
76	in	the	current	issue	of	ii	at	jj	nn1	io
20	In	the	current	issue	of	ii	at	jj	nn1	io
21	in	the	current	political	climate	ii	at	jj	jj	nn1
8	In	the	current	political	climate	ii	at	jj	jj	nn1
