15	a	baby	grand	piano	at1	nn1	jj	nn1
39	high	school	students	with	jj	nn1	nn2	iw
30	high	school	sweetheart	and	jj	nn1	nn1	cc
35	high	school	teacher	and	jj	nn1	nn1	cc
12	high	school	teacher	from	jj	nn1	nn1	ii
27	high	school	teacher	in	jj	nn1	nn1	ii
28	high	school	teacher	who	jj	nn1	nn1	pnqs
36	high	school	teachers	and	jj	nn1	nn2	cc
13	high	school	teachers	to	jj	nn1	nn2	to
13	high	school	technology	education	jj	nn1	nn1	nn1
25	high	school	that	I	jj	nn1	cst	ppis1
14	high	school	this	year	jj	nn1	dd1	nnt1
15	high	school	to	a	jj	nn1	ii	at1
42	high	school	to	college	jj	nn1	ii	nn1
44	high	school	to	the	jj	nn1	ii	at
13	high	school	track	and	jj	nn1	nn1	cc
19	high	school	was	a	jj	nn1	vbdz	at1
26	high	school	when	he	jj	nn1	cs	pphs1
23	high	school	when	I	jj	nn1	cs	ppis1
38	high	school	with	a	jj	nn1	iw	at1
12	high	school	with	an	jj	nn1	iw	at1
17	high	school	with	the	jj	nn1	iw	at
15	high	school	years	in	jj	nn1	nnt2	ii
29	high	schools	across	the	jj	nn2	ii	at
57	high	schools	and	colleges	jj	nn2	cc	nn2
93	high	schools	in	the	jj	nn2	ii	at
22	high	score	on	the	jj	nn1	ii	at
53	high	scores	on	the	jj	nn2	ii	at
13	High	scores	on	the	jj	nn2	ii	at
14	high	side	of	the	jj	nn1	io	at
16	high	speed	until	smooth	jj	nn1	cs	jj
34	high	speed	with	an	jj	nn1	iw	at1
41	high	standard	of	living	jj	nn1	io	nn1
12	high	standards	of	deliciousness	jj	nn2	io	nn1
12	high	state	of	readiness	jj	nn1	io	nn1
14	high	temperatures	and	pressures	jj	nn2	cc	nn2
14	high	time	that	the	jj	nnt1	cst	at
19	high	time	that	we	jj	nnt1	cst	ppis2
19	high	value	on	the	jj	nn1	ii	at
12	high	walls	of	the	jj	nn2	io	at
12	high	water	mark	of	jj	nn1	nn1	io
12	high-frequency	sensorineural	hearing	loss	jj	jj	nn1	nn1
19	high-ranking	member	of	the	jj	nn1	io	at
19	high-ranking	members	of	the	jj	nn2	io	at
16	high-resolution	images	of	the	jj	nn2	io	at
13	higher	mean	score	than	jjr	jj	nn1	csn
16	highly	active	antiretroviral	therapy	rr	jj	jj	nn1
37	highly	developed	sense	of	rr	jj	nn1	io
16	highly	enriched	uranium	and	rr	jj	nn1	cc
17	highly	qualified	special	education	rr	jj	jj	nn1
32	highway	with	five-speed	manual	nn1	iw	jj	nn1
14	hiking	the	Appalachian	Trail	vvg	at	jj	nn1
19	Hilsum	of	Independent	Television	nn1	io	jj	nn1
44	him	a	big	hug	ppho1	at1	jj	nn1
14	him	a	big	kiss	ppho1	at1	jj	nn1
18	him	a	dirty	look	ppho1	at1	jj	nn1
12	him	a	fair	trial	ppho1	at1	jj	nn1
12	him	a	free	agent	ppho1	at1	jj	nn1
25	him	a	great	deal	ppho1	at1	jj	nn1
29	him	a	hard	look	ppho1	at1	jj	nn1
53	him	a	hard	time	ppho1	at1	jj	nnt1
121	him	a	little	bit	ppho1	at1	jj	nn1
13	him	a	little	wave	ppho1	at1	jj	nn1
18	him	a	long	look	ppho1	at1	jj	nn1
124	him	a	long	time	ppho1	at1	jj	nnt1
15	him	a	new	trial	ppho1	at1	jj	nn1
16	him	a	quick	kiss	ppho1	at1	jj	nn1
12	him	a	quick	smile	ppho1	at1	jj	nn1
12	him	a	quizzical	look	ppho1	at1	jj	nn1
17	him	a	sharp	look	ppho1	at1	jj	nn1
13	him	a	whole	lot	ppho1	at1	jj	nn1
12	him	a	wide	berth	ppho1	at1	jj	nn1
12	him	every	single	day	ppho1	at1	jj	nnt1
13	him	high	marks	for	ppho1	jj	nn2	if
25	him	in	good	stead	ppho1	ii	jj	nn1
36	him	in	high	school	ppho1	ii	jj	nn1
14	him	in	hot	water	ppho1	ii	jj	nn1
15	him	of	sexual	harassment	ppho1	io	jj	nn1
45	him	the	other	day	ppho1	at	jj	nnt1
14	him	the	other	night	ppho1	at	jj	nnt1
20	him	the	whole	story	ppho1	at	jj	nn1
32	him	the	whole	time	ppho1	at	jj	nnt1
16	him	the	wrong	way	ppho1	at	jj	nn1
12	himself	a	little	bit	ppx1	at1	jj	nn1
15	himself	full	time	to	ppx1	jj	nnt1	ii
14	hire	uncredentialed	teachers	who	vvi	jj	nn2	pnqs
13	hired	a	personal	trainer	vvd	at1	jj	nn1
25	hired	a	private	investigator	vvd	at1	jj	nn1
12	his	alleged	involvement	in	appge	jj	nn1	ii
19	his	alleged	role	in	appge	jj	nn1	ii
16	his	bald	head	and	appge	jj	nn1	cc
16	his	bare	feet	and	appge	jj	nn2	cc
13	his	bare	hands	and	appge	jj	nn2	cc
12	His	big	break	came	appge	jj	nn1	vvd
15	his	big	break	in	appge	jj	nn1	ii
19	His	black	hair	was	appge	jj	nn1	vbdz
21	his	black	leather	jacket	appge	jj	nn1	nn1
16	His	blond	hair	was	appge	jj	nn1	vbdz
13	his	blue	eyes	and	appge	jj	nn2	cc
17	His	blue	eyes	were	appge	jj	nn2	vbdr
13	his	blue	jeans	and	appge	jj	nn2	cc
17	his	bright	blue	eyes	appge	jj	jj	nn2
19	his	broad	shoulders	and	appge	jj	nn2	cc
12	his	chief	financial	officer	appge	jj	jj	nn1
14	his	close	association	with	appge	jj	nn1	iw
19	his	close	friend	and	appge	jj	nn1	cc
12	his	close	friendship	with	appge	jj	nn1	iw
20	his	close	relationship	with	appge	jj	nn1	iw
22	his	close	ties	to	appge	jj	nn2	ii
13	his	constitutional	right	to	appge	jj	nn1	to
12	his	dark	brown	eyes	appge	jj	jj	nn2
14	His	dark	eyes	were	appge	jj	nn2	vbdr
16	his	dark	hair	and	appge	jj	nn1	cc
19	His	dark	hair	was	appge	jj	nn1	vbdz
18	his	directorial	debut	with	appge	jj	nn1	iw
13	his	doctoral	dissertation	on	appge	jj	nn1	ii
13	his	doctoral	thesis	on	appge	jj	nn1	ii
20	his	early	days	as	appge	jj	nnt2	ii
16	his	early	days	at	appge	jj	nnt2	ii
31	his	early	days	in	appge	jj	nnt2	ii
19	his	early	years	as	appge	jj	nnt2	ii
46	his	early	years	in	appge	jj	nnt2	ii
14	his	economic	stimulus	package	appge	jj	nn1	nn1
13	his	empty	coffee	cup	appge	jj	nn1	nn1
50	his	entire	adult	life	appge	jj	nn1	nn1
15	his	entire	career	in	appge	jj	nn1	ii
15	his	entire	career	with	appge	jj	nn1	iw
19	his	entire	life	in	appge	jj	nn1	ii
15	his	estranged	wife	and	appge	jj	nn1	cc
12	his	extensive	knowledge	of	appge	jj	nn1	io
61	his	fair	share	of	appge	jj	nn1	io
17	his	favorite	part	of	appge	jj	nn1	io
16	his	fellow	human	beings	appge	jj	jj	nn2
24	his	final	days	in	appge	jj	nnt2	ii
12	his	final	resting	place	appge	jj	jj	nn1
15	his	final	year	at	appge	jj	nnt1	ii
18	his	final	year	of	appge	jj	nnt1	io
13	his	final	years	in	appge	jj	nnt2	ii
18	his	first	big	break	appge	md	jj	nn1
12	his	first	complete	game	appge	md	jj	nn1
22	his	first	full	day	appge	md	jj	nnt1
71	his	first	full	season	appge	md	jj	nnt1
23	his	first	full	year	appge	md	jj	nnt1
15	his	first	inaugural	address	appge	md	jj	nn1
17	his	first	major	championship	appge	md	jj	nn1
70	his	first	major	league	appge	md	jj	nn1
15	his	first	major	title	appge	md	jj	nn1
13	his	first	national	championship	appge	md	jj	nn1
17	his	first	official	visit	appge	md	jj	nn1
13	his	first	presidential	campaign	appge	md	jj	nn1
34	his	first	public	appearance	appge	md	jj	nn1
19	his	first	public	comments	appge	md	jj	nn2
13	his	first	starring	role	appge	md	jj	nn1
12	his	foreign	policy	and	appge	jj	nn1	cc
15	his	foreign	policy	team	appge	jj	nn1	nn1
12	his	formative	years	in	appge	jj	nnt2	ii
33	his	free	hand	and	appge	jj	nn1	cc
18	his	free	hand	he	appge	jj	nn1	pphs1
19	his	free	hand	to	appge	jj	nn1	to
17	his	free	time	with	appge	jj	nnt1	iw
28	his	front	door	and	appge	jj	nn1	cc
29	his	full	attention	to	appge	jj	nn1	ii
12	his	full	head	of	appge	jj	nn1	io
15	his	full	height	and	appge	jj	nn1	cc
18	his	general	theory	of	appge	jj	nn1	io
32	his	good	friend	and	appge	jj	nn1	cc
16	his	good	looks	and	appge	jj	nn2	cc
39	his	grand	jury	testimony	appge	jj	nn1	nn1
19	his	hard	work	and	appge	jj	nn1	cc
23	his	high	school	and	appge	jj	nn1	cc
13	his	high	school	basketball	appge	jj	nn1	nn1
21	his	high	school	career	appge	jj	nn1	nn1
21	his	high	school	class	appge	jj	nn1	nn1
39	his	high	school	coach	appge	jj	nn1	nn1
20	his	high	school	days	appge	jj	nn1	nnt2
26	his	high	school	diploma	appge	jj	nn1	nn1
16	his	high	school	equivalency	appge	jj	nn1	nn1
29	his	high	school	football	appge	jj	nn1	nn1
27	his	high	school	graduation	appge	jj	nn1	nn1
12	his	high	school	in	appge	jj	nn1	ii
90	his	high	school	sweetheart	appge	jj	nn1	nn1
21	his	high	school	team	appge	jj	nn1	nn1
14	his	high	school	yearbook	appge	jj	nn1	nn1
27	his	high	school	years	appge	jj	nn1	nnt2
29	his	hind	legs	and	appge	jj	nn2	cc
12	his	inside	jacket	pocket	appge	jj	nn1	nn1
14	his	intimate	knowledge	of	appge	jj	nn1	io
13	his	junior	year	and	appge	jj	nnt1	cc
44	his	junior	year	at	appge	jj	nnt1	ii
24	his	junior	year	in	appge	jj	nnt1	ii
21	his	junior	year	of	appge	jj	nnt1	io
13	his	last	public	appearance	appge	md	jj	nn1
56	his	left	arm	and	appge	jj	nn1	cc
13	his	left	arm	around	appge	jj	nn1	ii
13	his	left	arm	in	appge	jj	nn1	ii
13	his	left	eye	and	appge	jj	nn1	cc
12	His	left	eye	was	appge	jj	nn1	vbdz
12	his	left	foot	and	appge	jj	nn1	cc
143	his	left	hand	and	appge	jj	nn1	cc
34	his	left	hand	he	appge	jj	nn1	pphs1
18	his	left	hand	in	appge	jj	nn1	ii
26	his	left	hand	on	appge	jj	nn1	ii
34	his	left	hand	to	appge	jj	nn1	to
17	his	left	hand	to	appge	jj	nn1	ii
19	his	left	hand	was	appge	jj	nn1	vbdz
13	His	left	hand	was	appge	jj	nn1	vbdz
19	his	left	hand	while	appge	jj	nn1	cs
23	his	left	index	finger	appge	jj	nn1	nn1
20	his	left	knee	and	appge	jj	nn1	cc
25	his	left	knee	in	appge	jj	nn1	ii
26	his	left	leg	and	appge	jj	nn1	cc
31	his	left	shoulder	and	appge	jj	nn1	cc
17	his	little	brother	and	appge	jj	nn1	cc
15	his	long	association	with	appge	jj	nn1	iw
20	his	long	black	hair	appge	jj	jj	nn1
12	his	long	blond	hair	appge	jj	jj	nn1
20	his	long	list	of	appge	jj	nn1	io
20	his	longtime	friend	and	appge	jj	nn1	cc
14	his	major	league	career	appge	jj	nn1	nn1
44	his	major	league	debut	appge	jj	nn1	nn1
15	his	medical	degree	from	appge	jj	nn1	ii
13	His	medical	history	was	appge	jj	nn1	vbdz
12	his	merry	band	of	appge	jj	nn1	io
13	His	military	decorations	included	appge	jj	nn2	vvd
15	his	most	famous	work	appge	rgt	jj	nn1
13	his	most	important	work	appge	rgt	jj	nn1
13	his	most	prized	possession	appge	rgt	jj	nn1
13	his	most	recent	album	appge	rgt	jj	nn1
185	His	most	recent	book	appge	rgt	jj	nn1
59	his	most	recent	book	appge	rgt	jj	nn1
14	His	most	recent	books	appge	rgt	jj	nn2
13	His	most	recent	novel	appge	rgt	jj	nn1
12	his	most	recent	novel	appge	rgt	jj	nn1
20	his	most	recent	work	appge	rgt	jj	nn1
64	his	national	security	adviser	appge	jj	nn1	nn1
17	his	national	security	advisers	appge	jj	nn1	nn2
72	his	national	security	team	appge	jj	nn1	nn1
12	his	new	book	about	appge	jj	nn1	ii
15	his	new	book	called	appge	jj	nn1	vvn
189	His	new	book	is	appge	jj	nn1	vbz
33	his	new	book	is	appge	jj	nn1	vbz
16	his	new	book	on	appge	jj	nn1	ii
23	His	new	CD	is	appge	jj	nn1	vbz
30	his	new	home	in	appge	jj	nn1	ii
14	his	new	job	as	appge	jj	nn1	csa
12	his	new	job	as	appge	jj	nn1	ii
12	his	new	job	at	appge	jj	nn1	ii
17	his	new	life	in	appge	jj	nn1	ii
17	his	new	line	of	appge	jj	nn1	io
14	His	new	memoir	is	appge	jj	nn1	vbz
14	His	new	movie	is	appge	jj	nn1	vbz
23	His	new	novel	is	appge	jj	nn1	vbz
29	his	new	role	as	appge	jj	nn1	csa
13	his	new	role	as	appge	jj	nn1	ii
24	his	new	wife	and	appge	jj	nn1	cc
13	His	nude	body	was	appge	jj	nn1	vbdz
30	his	old	friend	and	appge	jj	nn1	cc
43	his	old	high	school	appge	jj	jj	nn1
14	his	old	job	back	appge	jj	nn1	nn1
12	his	old	self	again	appge	jj	nn1	rt
12	his	old	stomping	grounds	appge	jj	jj	nn2
13	his	only	begotten	son	appge	jj	jj	nn1
14	His	only	hope	was	appge	jj	nn1	vbdz
13	his	only	source	of	appge	jj	nn1	io
21	his	other	hand	and	appge	jj	nn1	cc
29	his	other	hand	he	appge	jj	nn1	pphs1
13	his	other	hand	on	appge	jj	nn1	ii
13	his	other	hand	to	appge	jj	nn1	to
24	his	own	consulting	firm	appge	da	jj	nn1
13	his	own	ethnic	group	appge	da	jj	nn1
14	his	own	foreign	policy	appge	da	jj	nn1
43	his	own	free	will	appge	da	jj	nn1
12	his	own	good	fortune	appge	da	jj	nn1
12	his	own	good	time	appge	da	jj	nnt1
16	his	own	little	world	appge	da	jj	nn1
19	his	own	political	future	appge	da	jj	nn1
14	his	own	political	party	appge	da	jj	nn1
14	his	own	quiet	way	appge	da	jj	nn1
40	his	pale	blue	eyes	appge	jj	jj	nn2
16	His	pale	blue	eyes	appge	jj	jj	nn2
16	his	particular	brand	of	appge	jj	nn1	io
21	his	personal	life	and	appge	jj	nn1	cc
20	his	personal	life	was	appge	jj	nn1	vbdz
15	his	pioneering	work	in	appge	jj	nn1	ii
13	his	playing	days	are	appge	jj	nnt2	vbr
16	his	political	action	committee	appge	jj	nn1	nn1
14	his	political	career	and	appge	jj	nn1	cc
16	his	political	career	in	appge	jj	nn1	ii
17	his	pregnant	wife	and	appge	jj	nn1	cc
12	his	private	life	and	appge	jj	nn1	cc
12	his	professional	career	in	appge	jj	nn1	ii
37	His	real	name	is	appge	jj	nn1	vbz
26	his	real	name	is	appge	jj	nn1	vbz
14	his	real	name	not	appge	jj	nn1	xx
35	His	real	name	was	appge	jj	nn1	vbdz
27	his	real	name	was	appge	jj	nn1	vbdz
14	his	rear	view	mirror	appge	jj	nn1	nn1
24	his	recent	trip	to	appge	jj	nn1	ii
17	his	recent	visit	to	appge	jj	nn1	ii
59	his	right	arm	and	appge	jj	nn1	cc
16	his	right	arm	around	appge	jj	nn1	ii
25	his	right	arm	in	appge	jj	nn1	ii
14	His	right	arm	was	appge	jj	nn1	vbdz
13	his	right	arm	was	appge	jj	nn1	vbdz
16	his	right	ear	and	appge	jj	nn1	cc
15	his	right	eye	and	appge	jj	nn1	cc
24	his	right	foot	and	appge	jj	nn1	cc
12	his	right	foot	in	appge	jj	nn1	ii
171	his	right	hand	and	appge	jj	nn1	cc
14	his	right	hand	as	appge	jj	nn1	csa
37	his	right	hand	he	appge	jj	nn1	pphs1
46	his	right	hand	in	appge	jj	nn1	ii
12	his	right	hand	into	appge	jj	nn1	ii
47	his	right	hand	on	appge	jj	nn1	ii
35	his	right	hand	to	appge	jj	nn1	to
26	his	right	hand	to	appge	jj	nn1	ii
34	his	right	hand	was	appge	jj	nn1	vbdz
14	His	right	hand	was	appge	jj	nn1	vbdz
14	his	right	hand	while	appge	jj	nn1	cs
41	his	right	index	finger	appge	jj	nn1	nn1
24	his	right	knee	and	appge	jj	nn1	cc
27	his	right	knee	in	appge	jj	nn1	ii
26	his	right	leg	and	appge	jj	nn1	cc
12	his	right	leg	in	appge	jj	nn1	ii
65	his	right	mind	would	appge	jj	nn1	vm
22	his	right	shoulder	and	appge	jj	nn1	cc
16	his	right	side	and	appge	jj	nn1	cc
12	his	right	wrist	and	appge	jj	nn1	cc
19	his	rightful	place	in	appge	jj	nn1	ii
20	his	running	mate	in	appge	jj	nn1	ii
13	his	second	full	season	appge	md	jj	nnt1
23	his	second	inaugural	address	appge	md	jj	nn1
31	his	senior	season	at	appge	jj	nnt1	ii
18	his	senior	year	and	appge	jj	nnt1	cc
80	his	senior	year	at	appge	jj	nnt1	ii
13	his	senior	year	he	appge	jj	nnt1	pphs1
60	his	senior	year	in	appge	jj	nnt1	ii
51	his	senior	year	of	appge	jj	nnt1	io
18	his	sexual	relationship	with	appge	jj	nn1	iw
14	His	short	fiction	has	appge	jj	nn1	vhz
13	his	spare	time	and	appge	jj	nnt1	cc
17	his	spare	time	he	appge	jj	nnt1	pphs1
25	his	starring	role	in	appge	jj	nn1	ii
14	his	strong	support	for	appge	jj	nn1	if
13	his	Supreme	Court	nominee	appge	jj	nn1	nn1
14	his	thick	black	hair	appge	jj	jj	nn1
20	his	two	front	teeth	appge	mc	jj	nn2
27	his	two	young	children	appge	mc	jj	nn2
13	his	two	young	daughters	appge	mc	jj	nn2
43	his	two	young	sons	appge	mc	jj	nn2
23	his	uncanny	ability	to	appge	jj	nn1	to
20	his	upper	lip	and	appge	jj	nn1	cc
12	his	utter	lack	of	appge	jj	nn1	io
12	his	vice	president	and	appge	jj	nn1	cc
13	his	vice	presidential	candidate	appge	jj	jj	nn1
14	his	vice	presidential	nominee	appge	jj	jj	nn1
65	his	weekly	radio	address	appge	jj	nn1	nn1
18	his	white	lab	coat	appge	jj	nn1	nn1
23	his	white	shirt	and	appge	jj	nn1	cc
24	his	whole	body	was	appge	jj	nn1	vbdz
13	his	whole	life	and	appge	jj	nn1	cc
20	his	whole	life	in	appge	jj	nn1	ii
14	his	whole	life	to	appge	jj	nn1	to
15	his	whole	life	was	appge	jj	nn1	vbdz
12	his	young	wife	and	appge	jj	nn1	cc
15	Hispanic	and	Anglo	students	jj	cc	jj	nn2
12	Hispanic	Chamber	of	Commerce	jj	nn1	io	nn1
23	Hispanic	population	in	the	jj	nn1	ii	at
13	Histopathologic	examination	of	the	jj	nn1	io	at
14	historians	and	social	scientists	nn2	cc	jj	nn2
15	historic	sites	in	the	jj	nn2	ii	at
18	historical	account	of	the	jj	nn1	io	at
13	historical	accounts	of	the	jj	nn2	io	at
22	historical	analysis	of	the	jj	nn1	io	at
22	historical	and	cultural	context	jj	cc	jj	nn1
19	historical	and	cultural	contexts	jj	cc	jj	nn2
12	historical	aspects	of	the	jj	nn2	io	at
12	historical	changes	in	the	jj	nn2	ii	at
22	historical	context	in	which	jj	nn1	ii	ddq
32	historical	context	of	the	jj	nn1	io	at
28	historical	development	of	the	jj	nn1	io	at
14	historical	figures	such	as	jj	nn2	ii21	ii22
12	historical	origins	of	the	jj	nn2	io	at
13	historical	overview	of	the	jj	nn1	io	at
17	historical	perspective	on	the	jj	nn1	ii	at
20	historical	record	of	the	jj	nn1	io	at
14	historical	roots	of	the	jj	nn2	io	at
28	historical	significance	of	the	jj	nn1	io	at
12	Historical	Society	and	the	jj	nn1	cc	at
25	Historical	Society	of	Pennsylvania	jj	nn1	io	np1
15	historical	study	of	the	jj	nn1	io	at
13	historically	black	college	in	rr	jj	nn1	ii
84	historically	black	colleges	and	rr	jj	nn2	cc
30	historically	Black	colleges	and	rr	jj	nn2	cc
24	Historically	Black	Colleges	and	rr	jj	nn2	cc
23	history	and	physical	examination	nn1	cc	jj	nn1
22	history	and	political	science	nn1	cc	jj	nn1
20	history	and	social	studies	nn1	cc	jj	nn2
12	history	of	African	Americans	nn1	io	jj	nn2
12	history	of	African	art	nn1	io	jj	nn1
20	history	of	American	politics	nn1	io	jj	nn1
20	history	of	domestic	violence	nn1	io	jj	nn1
13	history	of	free	speech	nn1	io	jj	nn1
12	history	of	high	blood	nn1	io	jj	nn1
55	history	of	mental	illness	nn1	io	jj	nn1
16	history	of	mental	problems	nn1	io	jj	nn2
15	history	of	modern	art	nn1	io	jj	nn1
49	history	of	sexual	abuse	nn1	io	jj	nn1
13	history	of	sexual	aggression	nn1	io	jj	nn1
15	hit	a	bad	shot	vvd	at1	jj	nn1
12	hit	a	dead	end	vvd	at1	jj	nn1
37	hit	a	grand	slam	vvd	at1	jj	nn1
19	hit	a	record	high	vvd	at1	jj	nn1
13	hit	a	rough	patch	vvd	at1	jj	nn1
50	hit	a	three-run	homer	vvd	at1	jj	nn1
49	hit	a	two-run	homer	vvd	at1	jj	nn1
27	hit	the	big	time	vvd	at	jj	nnt1
17	hit	the	big	time	vvn	at	jj	nnt1
15	hit	the	big	time	vvi	at	jj	nnt1
16	hit	the	mute	button	vvd	at	jj	nn1
38	hit	two	free	throws	vvd	mc	jj	nn2
13	HIV	and	other	STDs	np1	cc	jj	nn2
12	HIV	and	other	STIs	np1	cc	jj	nn1
21	hold	a	public	hearing	vvi	at1	jj	nn1
13	hold	public	hearings	on	vvi	jj	nn2	ii
18	holding	company	that	owns	jj	nn1	cst	vvz
24	holds	a	special	place	vvz	at1	jj	nn1
20	holds	great	promise	for	vvz	jj	nn1	if
14	Hole	Oceanographic	Institution	in	nn1	jj	nn1	ii
16	holistic	view	of	the	jj	nn1	io	at
14	holy	city	of	Mecca	jj	nn1	io	np1
25	holy	city	of	Najaf	jj	nn1	io	nn1
16	holy	city	of	Najaf	jj	nn1	io	np1
17	holy	city	of	Qom	jj	nn1	io	np1
12	holy	men	and	women	jj	nn2	cc	nn2
74	holy	month	of	Ramadan	jj	nnt1	io	nnt1
15	Holy	Spirit	as	the	jj	nn1	ii	at
25	Holy	Spirit	in	the	jj	nn1	ii	at
15	Holy	Spirit	is	the	jj	nn1	vbz	at
37	holy	war	against	the	jj	nn1	ii	at
19	home	for	unwed	mothers	nn1	if	jj	nn2
14	Home	School	Legal	Defense	nn1	nn1	jj	nn1
18	home-court	advantage	in	the	jj	nn1	ii	at
40	home-equity	line	of	credit	jj	nn1	io	nn1
17	home-equity	lines	of	credit	jj	nn2	io	nn1
31	home-field	advantage	in	the	jj	nn1	ii	at
19	home-field	advantage	throughout	the	jj	nn1	ii	at
14	homeless	and	runaway	adolescents	jj	cc	jj	nn2
26	homeless	men	and	women	jj	nn2	cc	nn2
20	homeless	people	in	the	jj	nn	ii	at
16	homeless	people	on	the	jj	nn	ii	at
12	homeless	women	and	children	jj	nn2	cc	nn2
30	homosexual	and	bisexual	behavior	nn1	cc	jj	nn1
12	honest	look	at	the	jj	nn1	ii	at
24	honorable	mention	in	the	jj	nn1	ii	at
25	honorable	mention	went	to	jj	nn1	vvd	ii
20	honorable	thing	to	do	jj	nn1	to	vdi
39	honorary	chairman	of	the	jj	nn1	io	at
21	Honorary	Curator	in	Invertebrates	jj	nn1	ii	np1
37	honorary	member	of	the	jj	nn1	io	at
20	honored	television	news	magazine	jj	nn1	nn1	nn1
18	hope	the	American	people	vv0	at	jj	nn
16	Hospice	and	Palliative	Care	nn1	cc	jj	nn1
79	Hospital	for	Sick	Children	nn1	if	jj	nn2
33	Hospital	for	Special	Surgery	nn1	if	jj	nn1
15	hospital	social	work	departments	nn1	jj	nn1	nn2
64	hospitals	and	nursing	homes	nn2	cc	jj	nn2
15	hospitals	and	other	health	nn2	cc	jj	nn1
34	host	of	other	factors	nn1	io	jj	nn2
34	host	of	other	issues	nn1	io	jj	nn2
20	host	of	other	problems	nn1	io	jj	nn2
20	host	of	other	things	nn1	io	jj	nn2
31	hot	and	cold	spots	jj	cc	jj	nn2
22	hot	and	cold	water	jj	cc	jj	nn1
12	hot	chocolate	in	the	jj	nn1	ii	at
21	hot	coals	or	high	jj	nn2	cc	jj
32	hot	cup	of	coffee	jj	nn1	io	nn1
20	hot	dogs	and	hamburgers	jj	nn2	cc	nn2
14	hot	dogs	in	the	jj	nn2	ii	at
20	hot	flashes	and	night	jj	nn2	cc	nnt1
14	hot	flashes	and	other	jj	nn2	cc	jj
15	hot	knife	through	butter	jj	nn1	ii	nn1
135	hot	oil	in	a	jj	nn1	ii	at1
13	hot	or	cold	water	jj	cc	jj	nn1
12	hot	pepper	sauce	and	jj	nn1	nn1	cc
12	hot	pursuit	of	the	jj	nn1	io	at
36	hot	red	pepper	flakes	jj	jj	nn1	nn2
20	hot	red	pepper	sauce	jj	jj	nn1	nn1
18	hot	spot	in	the	jj	nn1	ii	at
21	hot	spots	around	the	jj	nn2	ii	at
26	hot	spots	in	the	jj	nn2	ii	at
13	hot	spots	such	as	jj	nn2	ii21	ii22
14	hot	summer	day	in	jj	nnt1	nnt1	ii
13	hot	tub	on	the	jj	nn1	ii	at
12	hot	tub	with	a	jj	nn1	iw	at1
14	hot	water	for	a	jj	nn1	if	at1
24	hot	water	from	the	jj	nn1	ii	at
12	hot	water	in	a	jj	nn1	ii	at1
32	hot	water	in	the	jj	nn1	ii	at
17	hot	water	into	the	jj	nn1	ii	at
17	hot	water	over	the	jj	nn1	ii	at
17	hours	of	flying	time	nnt2	io	jj	nnt1
19	hours	of	hard	work	nnt2	io	jj	nn1
15	hours	of	physical	education	nnt2	io	jj	nn1
111	House	Armed	Services	Committee	nn1	jj	nn2	nn1
12	House	Armed	Services	Committee	vv0	jj	nn2	nn1
31	House	Financial	Services	Committee	nn1	jj	nn2	nn1
71	House	Foreign	Affairs	Committee	nn1	jj	nn2	nn1
15	House	Foreign	Affairs	Committee	vv0	jj	nn2	nn1
28	House	International	Relations	Committee	nn1	jj	nn2	nn1
31	House	Select	Committee	on	nn1	jj	nn1	ii
15	house	the	other	day	nn1	at	jj	nnt1
17	House	Un-American	Activities	Committee	nn1	jj	nn2	nn1
12	households	with	annual	incomes	nn2	iw	jj	nn2
14	housing	and	economic	development	nn1	cc	jj	nn1
18	Housing	and	Urban	Affairs	vvg	cc	jj	nn2
487	Housing	and	Urban	Development	nn1	cc	jj	nn1
39	Housing	and	Urban	Development	vvg	cc	jj	nn1
26	housing	and	urban	development	nn1	cc	jj	nn1
33	how	bad	things	are	rgq	jj	nn2	vbr
28	how	bad	things	were	rgq	jj	nn2	vbdr
15	how	different	types	of	rgq	jj	nn2	io
12	How	many	different	ways	rgq	da2	jj	nn2
30	how	many	other	people	rgq	da2	jj	nn
15	How	many	other	people	rgq	da2	jj	nn
34	how	the	American	people	rrq	at	jj	nn
13	how	the	Democratic	Party	rrq	at	jj	nn1
29	how	the	federal	government	rrq	at	jj	nn1
22	how	the	human	body	rrq	at	jj	nn1
14	how	the	human	brain	rrq	at	jj	nn1
14	how	the	legal	system	rrq	at	jj	nn1
13	how	the	old	man	rrq	at	jj	nn1
33	how	the	other	half	rrq	at	jj	nn1
13	How	the	Other	Half	rrq	at	jj	nn1
14	how	the	other	person	rrq	at	jj	nn1
15	how	the	real	world	rrq	at	jj	nn1
12	how	the	Supreme	Court	rrq	at	jj	nn1
12	how	the	United	Nations	rrq	at	jj	nn2
30	how	the	whole	thing	rrq	at	jj	nn1
16	how	this	whole	thing	rrq	dd1	jj	nn1
17	Howard	Hughes	Medical	Institute	np1	np1	jj	nn1
14	Howard	National	Spelling	Bee	np1	jj	nn1	nn1
12	huddled	masses	yearning	to	jj	nn2	vvg	to
23	huge	amount	of	energy	jj	nn1	io	nn1
87	huge	amount	of	money	jj	nn1	io	nn1
17	huge	amount	of	time	jj	nn1	io	nnt1
20	huge	amounts	of	data	jj	nn2	io	nn
14	huge	amounts	of	information	jj	nn2	io	nn1
130	huge	amounts	of	money	jj	nn2	io	nn1
17	huge	amounts	of	water	jj	nn2	io	nn1
20	huge	chunk	of	the	jj	nn1	io	at
13	huge	chunks	of	the	jj	nn2	io	at
