5	a	bacterial	or	viral	infection	at1	jj	cc	jj	nn1
10	It	was	a	bad	time	pph1	vbdz	at1	jj	nnt1
9	It	was	a	bad	week	pph1	vbdz	at1	jj	nnt1
6	it	was	a	bad	week	pph1	vbdz	at1	jj	nnt1
7	It	was	a	bad	year	pph1	vbdz	at1	jj	nnt1
5	it	was	a	bad	year	pph1	vbdz	at1	jj	nnt1
42	It	was	a	beautiful	day	pph1	vbdz	at1	jj	nnt1
22	it	was	a	beautiful	day	pph1	vbdz	at1	jj	nnt1
10	It	was	a	beautiful	morning	pph1	vbdz	at1	jj	nnt1
10	It	was	a	beautiful	night	pph1	vbdz	at1	jj	nnt1
6	It	was	a	beautiful	place	pph1	vbdz	at1	jj	nn1
9	It	was	a	beautiful	spring	pph1	vbdz	at1	jj	nn1
7	It	was	a	beautiful	summer	pph1	vbdz	at1	jj	nnt1
8	it	was	a	beautiful	thing	pph1	vbdz	at1	jj	nn1
7	It	was	a	beautiful	thing	pph1	vbdz	at1	jj	nn1
7	It	was	a	beautiful	wedding	pph1	vbdz	at1	jj	nn1
6	it	was	a	big	change	pph1	vbdz	at1	jj	nn1
8	It	was	a	big	day	pph1	vbdz	at1	jj	nnt1
7	it	was	a	big	day	pph1	vbdz	at1	jj	nnt1
67	it	was	a	big	deal	pph1	vbdz	at1	jj	nn1
42	It	was	a	big	deal	pph1	vbdz	at1	jj	nn1
6	It	was	a	big	game	pph1	vbdz	at1	jj	nn1
10	It	was	a	big	hit	pph1	vbdz	at1	jj	nn1
9	it	was	a	big	hit	pph1	vbdz	at1	jj	nn1
9	it	was	a	big	joke	pph1	vbdz	at1	jj	nn1
25	it	was	a	big	mistake	pph1	vbdz	at1	jj	nn1
11	It	was	a	big	mistake	pph1	vbdz	at1	jj	nn1
5	It	was	a	big	moment	pph1	vbdz	at1	jj	nn1
7	It	was	a	big	night	pph1	vbdz	at1	jj	nnt1
6	it	was	a	big	night	pph1	vbdz	at1	jj	nnt1
8	it	was	a	big	part	pph1	vbdz	at1	jj	nn1
6	It	was	a	big	part	pph1	vbdz	at1	jj	nn1
6	It	was	a	big	shock	pph1	vbdz	at1	jj	nn1
5	it	was	a	big	shock	pph1	vbdz	at1	jj	nn1
12	It	was	a	big	step	pph1	vbdz	at1	jj	nn1
7	it	was	a	big	story	pph1	vbdz	at1	jj	nn1
5	It	was	a	big	success	pph1	vbdz	at1	jj	nn1
11	it	was	a	big	surprise	pph1	vbdz	at1	jj	nn1
7	It	was	a	big	surprise	pph1	vbdz	at1	jj	nn1
10	it	was	a	big	thing	pph1	vbdz	at1	jj	nn1
7	It	was	a	big	thing	pph1	vbdz	at1	jj	nn1
9	It	was	a	big	win	pph1	vbdz	at1	jj	nn1
8	It	was	a	bittersweet	moment	pph1	vbdz	at1	jj	nn1
7	it	was	a	black	guy	pph1	vbdz	at1	jj	nn1
6	it	was	a	black	man	pph1	vbdz	at1	jj	nn1
14	It	was	a	bold	move	pph1	vbdz	at1	jj	nn1
8	It	was	a	bright	day	pph1	vbdz	at1	jj	nnt1
9	It	was	a	busy	day	pph1	vbdz	at1	jj	nnt1
7	it	was	bad	luck	to	pph1	vbdz	jj	nn1	to
5	It	was	big	news	when	pph1	vbdz	jj	nn1	cs
6	It	was	in	bad	shape	pph1	vbdz	ii	jj	nn1
6	it	was	in	bad	taste	pph1	vbdz	ii	jj	nn1
80	it	was	no	big	deal	pph1	vbdz	at	jj	nn1
39	It	was	no	big	deal	pph1	vbdz	at	jj	nn1
7	its	chemical	and	biological	weapons	appge	nn1	cc	jj	nn2
5	jeans	and	a	black	leather	nn2	cc	at1	jj	nn1
21	jeans	and	a	black	T-shirt	nn2	cc	at1	jj	nn1
10	Job	Opportunities	and	Basic	Skills	nn1	nn2	cc	jj	nn2
6	job	or	a	bad	job	nn1	cc	at1	jj	nn1
5	just	a	few	bad	apples	rr	at1	da2	jj	nn2
6	just	having	a	bad	day	rr	vhg	at1	jj	nnt1
8	just	how	bad	things	are	rr	rgq	jj	nn2	vbr
5	just	how	bad	things	were	rr	rgq	jj	nn2	vbdr
7	just	in	a	bad	mood	rr	ii	at1	jj	nn1
6	just	like	a	bad	dream	rr	ii	at1	jj	nn1
6	just	not	a	big	deal	rr	xx	at1	jj	nn1
5	keep	the	big	picture	in	vvi	at	jj	nn1	ii
6	khaki	pants	and	a	blue	jj	nn2	cc	at1	jj
13	kind	of	a	big	deal	rr21	rr22	at1	jj	nn1
7	know	what	a	bad	interview	vvi	ddq	at1	jj	nn1
12	know	what	the	big	deal	vvi	ddq	at	jj	nn1
7	kosher	salt	and	black	pepper	jj	nn1	cc	jj	nn1
6	Kosher	salt	and	black	pepper	jj	nn1	cc	jj	nn1
11	Kosher	salt	and	ground	black	jj	nn1	cc	nn1	jj
6	kosher	salt	Freshly	ground	black	jj	nn1	rr	jj	jj
5	Kosher	salt	Freshly	ground	black	jj	nn1	rr	jj	jj
31	large	pot	of	boiling	salted	jj	nn1	io	jj	jj
40	large	pot	of	boiling	water	jj	nn1	io	jj	nn1
5	large	pot	of	rapidly	boiling	jj	nn1	io	rr	jj
6	lb.	skinned	and	boned	chicken	nnu	vvd	cc	jj	nn1
5	leader	of	the	black	community	nn1	io	at	jj	nn1
7	leaders	of	the	black	community	nn2	io	at	jj	nn1
5	leadership	in	the	black	community	nn1	ii	at	jj	nn1
5	least	a	basic	understanding	of	rr22	at1	jj	nn1	io
7	leave	a	bad	taste	in	vvi	at1	jj	nn1	ii
11	leaves	a	bad	taste	in	vvz	at1	jj	nn1	ii
18	left	a	bad	taste	in	vvd	at1	jj	nn1	ii
8	left	a	bad	taste	in	vvn	at1	jj	nn1	ii
5	left	a	big	hole	in	vvd	at1	jj	nn1	ii
6	left	a	bitter	taste	in	vvn	at1	jj	nn1	ii
5	lesbian	and	bisexual	women	in	nn1	cc	jj	nn2	ii
9	lesbian	and	bisexual	women	who	nn1	cc	jj	nn2	pnqs
7	Less	Than	Full	Page	black-and-white	dar	csn	jj	nn1	jj
9	letters	on	a	black	background	nn2	ii	at1	jj	nn1
14	life	in	the	big	city	nn1	ii	at	jj	nn1
8	life	on	the	big	screen	nn1	ii	at	jj	nn1
5	light	brown	hair	and	a	jj	jj	nn1	cc	at1
5	light	brown	sugar	cup	butter	jj	jj	nn1	nn1	nn1
5	lightly	beaten	cup	grated	Parmesan	rr	jj	nn1	vvd	jj
10	like	a	bad	case	of	ii	at1	jj	nn1	io
5	like	a	battered	husband	or	ii	at1	jj	nn1	cc
6	like	a	big	brother	to	ii	at1	jj	nn1	ii
10	like	a	big	deal	to	ii	at1	jj	nn1	ii
5	like	a	big	pizza	pie	ii	at1	jj	nn1	nn1
6	like	a	big	teddy	bear	ii	at1	jj	nn1	nn1
5	like	a	black	hole	in	ii	at1	jj	nn1	ii
6	like	such	a	bad	idea	ii	da	at1	jj	nn1
8	like	such	a	big	deal	ii	da	at1	jj	nn1
5	line	is	the	bottom	line	nn1	vbz	at	jj	nn1
5	line	to	the	British	throne	nn1	ii	at	jj	nn1
7	Line	two	baking	sheets	with	nn1	mc	jj	nn2	iw
8	little	bit	of	a	bad	jj	nn1	io	at1	jj
10	little	black	dress	not	look	jj	jj	nn1	xx	vv0
5	little	black	gurrls	and	little	jj	jj	nn2	cc	rr
6	little	off	the	beaten	path	rr22	ii	at	jj	nn1
6	live	big	bucks	around	Chicago	jj	jj	nn2	ii	np1
8	live	in	a	big	city	vv0	ii	at1	jj	nn1
5	live	in	a	big	city	vvi	ii	at1	jj	nn1
6	live	in	a	big	house	vv0	ii	at1	jj	nn1
14	lived	in	a	big	house	vvd	ii	at1	jj	nn1
5	lives	in	a	big	house	vvz	ii	at1	jj	nn1
11	living	in	a	big	city	vvg	ii	at1	jj	nn1
65	look	at	the	big	picture	vvi	ii	at	jj	nn1
45	look	at	the	big	picture	vv0	ii	at	jj	nn1
15	look	at	the	big	picture	nn1	ii	at	jj	nn1
10	look	at	the	bottom	line	vv0	ii	at	jj	nn1
6	look	at	the	bottom	line	vvi	ii	at	jj	nn1
11	look	at	the	bright	side	vvi	ii	at	jj	nn1
8	look	at	the	bright	side	vv0	ii	at	jj	nn1
8	Look	at	the	bright	side	vv0	ii	at	jj	nn1
5	look	like	the	bad	guy	vvi	ii	at	jj	nn1
6	look	like	the	bad	guys	vvi	ii	at	jj	nn2
39	look	on	the	bright	side	vvi	ii	at	jj	nn1
23	Look	on	the	bright	side	vv0	ii	at	jj	nn1
20	look	on	the	bright	side	vv0	ii	at	jj	nn1
6	Looking	at	a	Black	Man	vvg	ii	at1	jj	nn1
20	looking	at	the	big	picture	vvg	ii	at	jj	nn1
7	Looking	at	the	big	picture	vvg	ii	at	jj	nn1
10	looking	at	the	bottom	line	vvg	ii	at	jj	nn1
17	looking	on	the	bright	side	vvg	ii	at	jj	nn1
5	looks	at	the	big	picture	vvz	ii	at	jj	nn1
5	lot	of	bad	things	happen	nn1	io	jj	nn2	vv0
7	lot	of	black	people	in	nn1	io	jj	nn	ii
7	Love	Signs	and	Black	Sun	nn1	nn2	cc	jj	nn1
7	made	a	bad	situation	worse	vvd	at1	jj	nn1	rrr
34	made	a	big	deal	about	vvd	at1	jj	nn1	ii
11	made	a	big	deal	about	vvn	at1	jj	nn1	ii
16	made	a	big	deal	of	vvd	at1	jj	nn1	io
10	made	a	big	deal	of	vvn	at1	jj	nn1	io
21	made	a	big	deal	out	vvd	at1	jj	nn1	ii21
5	made	a	big	deal	out	vvn	at1	jj	nn1	ii21
5	made	a	big	difference	for	vvn	at1	jj	nn1	if
21	made	a	big	difference	in	vvn	at1	jj	nn1	ii
16	made	a	big	difference	in	vvd	at1	jj	nn1	ii
6	made	a	big	impact	on	vvd	at1	jj	nn1	ii
20	made	a	big	impression	on	vvd	at1	jj	nn1	ii
6	made	a	big	mistake	by	vvd	at1	jj	nn1	ii
10	made	a	big	mistake	in	vvd	at1	jj	nn1	ii
5	made	a	big	mistake	when	vvd	at1	jj	nn1	cs
7	made	a	big	point	of	vvd	at1	jj	nn1	io
16	made	a	big	show	of	vvd	at1	jj	nn1	io
6	made	a	big	splash	in	vvd	at1	jj	nn1	ii
5	made	a	big	splash	with	vvd	at1	jj	nn1	iw
5	made	a	brief	stop	at	vvd	at1	jj	nn1	ii
11	made	such	a	big	deal	vvd	da	at1	jj	nn1
11	made	such	a	big	deal	vvn	da	at1	jj	nn1
14	make	a	bad	situation	worse	vvi	at1	jj	nn1	rrr
36	make	a	big	deal	about	vvi	at1	jj	nn1	ii
13	make	a	big	deal	about	vv0	at1	jj	nn1	ii
31	make	a	big	deal	of	vvi	at1	jj	nn1	io
8	make	a	big	deal	of	vv0	at1	jj	nn1	io
53	make	a	big	deal	out	vvi	at1	jj	nn1	ii21
18	make	a	big	deal	out	vv0	at1	jj	nn1	ii21
5	make	a	big	deal	over	vvi	at1	jj	nn1	ii
5	make	a	big	dent	in	vvi	at1	jj	nn1	ii
7	make	a	big	difference	and	vvi	at1	jj	nn1	cc
10	make	a	big	difference	for	vvi	at1	jj	nn1	if
5	make	a	big	difference	if	vvi	at1	jj	nn1	cs
96	make	a	big	difference	in	vvi	at1	jj	nn1	ii
13	make	a	big	difference	in	vv0	at1	jj	nn1	ii
15	make	a	big	difference	to	vvi	at1	jj	nn1	ii
5	make	a	big	effort	to	vv0	at1	jj	nn1	to
9	make	a	big	fuss	about	vvi	at1	jj	nn1	ii
10	make	a	big	impact	on	vvi	at1	jj	nn1	ii
6	make	a	big	issue	of	vvi	at1	jj	nn1	io
8	make	a	big	splash	in	vvi	at1	jj	nn1	ii
9	make	a	big	thing	out	vvi	at1	jj	nn1	ii21
11	make	a	very	big	difference	vvi	at1	rg	jj	nn1
7	make	her	a	bad	person	vvi	ppho1	at1	jj	nn1
14	make	such	a	big	deal	vvi	da	at1	jj	nn1
10	make	such	a	big	deal	vv0	da	at1	jj	nn1
9	make	you	a	bad	person	vvi	ppy	at1	jj	nn1
10	Make	your	little	black	dress	vv0	appge	jj	jj	nn1
9	makes	a	big	deal	about	vvz	at1	jj	nn1	ii
7	makes	a	big	deal	out	vvz	at1	jj	nn1	ii21
21	makes	a	big	difference	in	vvz	at1	jj	nn1	ii
10	makes	a	big	difference	to	vvz	at1	jj	nn1	ii
5	makes	a	big	difference	to	vvz	at1	jj	nn1	to
6	makes	a	big	difference	when	vvz	at1	jj	nn1	cs
11	makes	a	big	show	of	vvz	at1	jj	nn1	io
8	makes	a	brief	appearance	in	vvz	at1	jj	nn1	ii
5	makes	such	a	big	deal	vvz	da	at1	jj	nn1
11	making	a	big	deal	about	vvg	at1	jj	nn1	ii
20	making	a	big	deal	of	vvg	at1	jj	nn1	io
39	making	a	big	deal	out	vvg	at1	jj	nn1	ii21
7	making	a	big	difference	in	vvg	at1	jj	nn1	ii
7	making	a	big	mistake	by	vvg	at1	jj	nn1	ii
8	making	a	big	mistake	if	vvg	at1	jj	nn1	cs
5	making	a	big	play	for	vvg	at1	jj	nn1	if
6	making	a	big	show	of	vvg	at1	jj	nn1	io
5	making	a	very	big	mistake	vvg	at1	rg	jj	nn1
31	making	such	a	big	deal	vvg	da	at1	jj	nn1
5	male	biological	aspects	of	sexuality	jj	jj	nn2	io	nn1
5	man	in	a	black	coat	nn1	ii	at1	jj	nn1
16	man	in	a	black	suit	nn1	ii	at1	jj	nn1
5	man	in	a	black	T-shirt	nn1	ii	at1	jj	nn1
5	man	in	a	blue	blazer	nn1	ii	at1	jj	nn1
5	man	in	a	blue	suit	nn1	ii	at1	jj	nn1
9	man	in	a	blue	uniform	nn1	ii	at1	jj	nn1
6	man	in	a	brown	suit	nn1	ii	at1	jj	nn1
11	man	in	the	black	coat	nn1	ii	at	jj	nn1
5	man	in	the	black	suit	nn1	ii	at	jj	nn1
5	man	in	the	blue	shirt	nn1	ii	at	jj	nn1
6	man	with	a	booming	voice	nn1	iw	at1	jj	nn1
6	man	with	black	hair	and	nn1	iw	jj	nn1	cc
6	man	with	blond	hair	and	nn1	iw	jj	nn1	cc
5	man	with	blue	eyes	and	nn1	iw	jj	nn2	cc
5	man	with	straight	black	hair	nn1	iw	jj	jj	nn1
14	many	in	the	black	community	da2	ii	at	jj	nn1
5	married	to	a	black	man	vvn	ii	at1	jj	nn1
7	mass	destruction	and	ballistic	missiles	jj	nn1	cc	jj	nn2
7	mass	of	the	black	hole	nn1	io	at	jj	nn1
8	may	be	bad	news	for	vm	vbi	jj	nn1	if
15	me	a	big	hug	and	ppio1	at1	jj	nn1	cc
10	Me	and	my	big	mouth	ppio1	cc	appge	jj	nn1
5	me	get	a	break-	Mr.	ppio1	vvi	at1	jj	nnb
7	Me	Home	a	Black	Girl	ppio1	rl	at1	jj	nn1
7	me	in	a	bad	mood	ppio1	ii	at1	jj	nn1
5	me	with	a	bright	smile	ppio1	iw	at1	jj	nn1
6	measures	of	parental	behavioral	control	nn2	io	jj	jj	nn1
10	meet	the	basic	needs	of	vvi	at	jj	nn2	io
7	meeting	the	basic	needs	of	vvg	at	jj	nn2	io
6	member	of	the	British	Parliament	nn1	io	at	jj	nn1
17	members	of	the	Black	Caucus	nn2	io	at	jj	nn1
12	members	of	the	black	community	nn2	io	at	jj	nn1
19	met	on	a	blind	date	vvd	ii	at1	jj	nn1
8	met	on	a	blind	date	vvn	ii	at1	jj	nn1
10	might	be	a	bad	idea	vm	vbi	at1	jj	nn1
8	mildly	sought-after	Style	Invitational	bumper	rr	jj	nn1	jj	jj
6	minutes	after	the	big	bang	nnt2	ii	at	jj	nn1
6	minutes	in	a	boiling-water	bath	nnt2	ii	at1	jj	nn1
7	Missouri	Botanical	Garden	in	St.	np1	jj	nn1	ii	np1
5	mixture	of	burnt	sienna	and	nn1	io	jj	nn1	cc
10	more	bad	news	for	the	rgr	jj	nn1	if	at
5	more	bad	news	to	come	rgr	jj	nn1	to	vvi
6	more	of	the	black	vote	dar	io	at	jj	nn1
5	most	beautiful	cities	in	the	rgt	jj	nn2	ii	at
15	most	beautiful	city	in	the	rgt	jj	nn1	ii	at
21	most	beautiful	girl	in	the	rgt	jj	nn1	ii	at
5	Most	Beautiful	Girl	in	the	rgt	jj	nn1	ii	at
6	most	beautiful	man	in	the	rgt	jj	nn1	ii	at
6	most	beautiful	part	of	the	rgt	jj	nn1	io	at
12	most	beautiful	people	in	the	rgt	jj	nn	ii	at
9	Most	Beautiful	People	in	the	rgt	jj	nn	ii	at
7	most	beautiful	person	in	the	rgt	jj	nn1	ii	at
5	most	beautiful	place	I	had	rgt	jj	nn1	ppis1	vhd
17	most	beautiful	place	in	the	rgt	jj	nn1	ii	at
6	most	beautiful	place	on	earth	rgt	jj	nn1	ii	nn1
11	most	beautiful	places	in	the	rgt	jj	nn2	ii	at
5	most	beautiful	places	on	earth	rgt	jj	nn2	ii	nn1
5	most	beautiful	thing	I	have	rgt	jj	nn1	ppis1	vh0
6	most	beautiful	thing	in	the	rgt	jj	nn1	ii	at
10	most	beautiful	woman	I	have	rgt	jj	nn1	ppis1	vh0
67	most	beautiful	woman	in	the	rgt	jj	nn1	ii	at
29	most	beautiful	women	in	the	rgt	jj	nn2	ii	at
6	most	beautiful	words	in	the	rgt	jj	nn2	ii	at
5	most	common	cause	of	bacterial	rgt	jj	nn1	io	jj
5	most	of	the	bad	things	dat	io	at	jj	nn2
5	most	powerful	black	man	in	rgt	jj	jj	nn1	ii
8	much	of	a	big	deal	da1	io	at1	jj	nn1
5	must	be	a	black	hole	vm	vbi	at1	jj	nn1
7	my	bare	feet	on	the	appge	jj	nn2	ii	at
7	My	Beautiful	Dark	Twisted	Fantasy	appge	jj	jj	jj	nn1
50	My	Big	Fat	Greek	Wedding	appge	jj	jj	jj	nn1
7	n't	a	bad	place	to	xx	at1	jj	nn1	to
5	n't	a	bad	thing	to	xx	at1	jj	nn1	to
8	n't	a	bad	way	to	xx	at1	jj	nn1	to
13	n't	a	big	fan	of	xx	at1	jj	nn1	io
6	n't	always	a	bad	thing	xx	rr	at1	jj	nn1
21	n't	be	a	bad	idea	xx	vbi	at1	jj	nn1
5	n't	be	a	bad	place	xx	vbi	at1	jj	nn1
12	n't	be	a	bad	thing	xx	vbi	at1	jj	nn1
14	n't	be	a	big	deal	xx	vbi	at1	jj	nn1
14	n't	care	about	black	people	xx	vvi	ii	jj	nn
6	n't	get	the	big	picture	xx	vvi	at	jj	nn1
6	n't	have	a	balanced	budget	xx	vhi	at1	jj	nn1
5	n't	have	a	big	impact	xx	vhi	at1	jj	nn1
5	n't	know	how	bad	things	xx	vvi	rgq	jj	nn2
51	n't	make	a	big	deal	xx	vvi	at1	jj	nn1
8	n't	make	a	big	difference	xx	vvi	at1	jj	nn1
6	n't	make	a	big	thing	xx	vvi	at1	jj	nn1
25	n't	necessarily	a	bad	thing	xx	rr	at1	jj	nn1
5	n't	see	the	big	picture	xx	vvi	at	jj	nn1
9	n't	such	a	bad	guy	xx	da	at1	jj	nn1
21	n't	such	a	bad	idea	xx	da	at1	jj	nn1
7	n't	such	a	bad	place	xx	da	at1	jj	nn1
23	n't	such	a	bad	thing	xx	da	at1	jj	nn1
24	n't	such	a	big	deal	xx	da	at1	jj	nn1
9	n't	turn	a	blind	eye	xx	vvi	at1	jj	nn1
5	n't	want	a	balanced	budget	xx	vvi	at1	jj	nn1
9	National	Association	of	Black	Journalists	jj	nn1	io	jj	nn2
5	National	Association	of	Black	Social	jj	nn1	io	jj	jj
6	National	Conference	of	Brazilian	Bishops	jj	nn1	io	jj	nn2
14	National	Organization	of	Black	Law	jj	nn1	io	jj	nn1
14	National	Political	Congress	of	Black	jj	jj	nn1	io	jj
10	National	Society	of	Black	Engineers	jj	nn1	io	jj	nn2
6	neutron	star	or	black	hole	nn1	nn1	cc	jj	nn1
11	neutron	stars	and	black	holes	nn1	nn2	cc	jj	nn2
7	neutron	stars	or	black	holes	nn1	nn2	cc	jj	nn2
6	never	a	big	fan	of	rr	at1	jj	nn1	io
9	never	been	a	big	fan	rr	vbn	at1	jj	nn1
5	never	knew	his	biological	father	rr	vvd	appge	jj	nn1
7	New	York	Botanical	Garden	in	np1	np1	jj	nn1	ii
9	New	York	Times	best-selling	author	np1	np1	nnt2	jj	nn1
5	New	York	Times	bestselling	author	np1	np1	nnt2	jj	nn1
6	news	and	bad	news	about	nn1	cc	jj	nn1	ii
12	news	and	bad	news	for	nn1	cc	jj	nn1	if
14	news	and	some	bad	news	nn1	cc	dd	jj	nn1
6	news	and	the	bad	news	nn1	cc	at	jj	nn1
22	next	on	THE	BIG	STORY	md	ii	at	jj	nn1
5	night	and	in	bad	weather	nnt1	cc	ii	jj	nn1
7	night	or	in	bad	weather	nnt1	cc	ii	jj	nn1
5	no	big	deal	at	all	at	jj	nn1	rr21	rr22
9	no	big	deal	to	me	at	jj	nn1	ii	ppio1
5	no	longer	a	big	deal	rr21	rr22	at1	jj	nn1
5	No	matter	how	bad	things	xx	nn1	rgqv33	jj	nn2
5	nobody	makes	a	big	deal	pn1	vvz	at1	jj	nn1
8	not	a	bad	idea	for	xx	at1	jj	nn1	if
39	not	a	bad	idea	to	xx	at1	jj	nn1	to
27	not	a	bad	place	to	xx	at1	jj	nn1	to
11	not	a	bad	thing	for	xx	at1	jj	nn1	if
26	not	a	bad	thing	to	xx	at1	jj	nn1	to
5	not	a	bad	time	to	xx	at1	jj	nnt1	to
30	not	a	bad	way	to	xx	at1	jj	nn1	to
15	Not	a	bad	way	to	xx	at1	jj	nn1	to
15	not	a	big	believer	in	xx	at1	jj	nn1	ii
5	not	a	big	deal	and	xx	at1	jj	nn1	cc
6	not	a	big	deal	in	xx	at1	jj	nn1	ii
9	not	a	big	deal	to	xx	at1	jj	nn1	ii
83	not	a	big	fan	of	xx	at1	jj	nn1	io
14	not	a	big	part	of	xx	at1	jj	nn1	io
11	not	addressed	any	black	person	xx	vvn	dd	jj	nn1
5	not	altogether	a	bad	thing	xx	rr	at1	jj	nn1
8	not	always	a	bad	thing	xx	rr	at1	jj	nn1
38	not	be	a	bad	idea	xx	vbi	at1	jj	nn1
28	not	be	a	bad	thing	xx	vbi	at1	jj	nn1
10	not	be	a	big	deal	xx	vbi	at1	jj	nn1
5	not	exist	between	baptized	persons	xx	vvi	ii	jj	nn2
11	not	in	a	bad	way	xx	ii	at1	jj	nn1
5	not	in	a	big	hurry	xx	ii	at1	jj	nn1
8	not	make	a	big	deal	xx	vvi	at1	jj	nn1
11	not	making	a	big	deal	xx	vvg	at1	jj	nn1
61	not	necessarily	a	bad	thing	xx	rr	at1	jj	nn1
7	not	really	a	big	deal	xx	rr	at1	jj	nn1
9	not	such	a	bad	guy	xx	da	at1	jj	nn1
25	not	such	a	bad	idea	xx	da	at1	jj	nn1
6	not	such	a	bad	place	xx	da	at1	jj	nn1
48	not	such	a	bad	thing	xx	da	at1	jj	nn1
27	not	such	a	big	deal	xx	da	at1	jj	nn1
6	not	turn	a	blind	eye	xx	vvi	at1	jj	nn1
7	noted	biomedical	consultant	and	health	jj	jj	nn1	cc	nn1
5	nuclear	and	ballistic	missile	programs	jj	cc	jj	nn1	nn2
10	nuclear	weapons	and	ballistic	missiles	jj	nn2	cc	jj	nn2
6	number	of	black	elected	officials	nn1	io	jj	jj	nn2
6	number	of	black-owned	franchise	units	nn1	io	jj	nn1	nn2
5	numbers	of	sublegal	blue	crabs	nn2	io	jj	jj	nn2
5	of	a	bad	situation	and	io	at1	jj	nn1	cc
12	of	a	balanced	budget	amendment	io	at1	jj	nn1	nn1
5	of	a	Baptist	church	in	io	at1	jj	nn1	ii
9	of	a	beautiful	young	woman	io	at1	jj	jj	nn1
6	of	a	binary	star	system	io	at1	jj	nn1	nn1
5	of	a	black	father	and	io	at1	jj	nn1	cc
6	of	a	black	hole	in	io	at1	jj	nn1	ii
5	of	a	black	hole	is	io	at1	jj	nn1	vbz
6	of	a	black	man	and	io	at1	jj	nn1	cc
5	of	a	black	man	by	io	at1	jj	nn1	ii
16	of	a	black	man	in	io	at1	jj	nn1	ii
10	of	a	black	man	who	io	at1	jj	nn1	pnqs
9	of	a	black	middle	class	io	at1	jj	jj	nn1
7	of	a	blind	man	born	io	at1	jj	nn1	vvn
7	of	a	bloody	civil	war	io	at1	jj	jj	nn1
6	of	a	blue-striped	sky	and	io	at1	jj	nn1	cc
9	of	a	brave	new	world	io	at1	jj	jj	nn1
9	of	a	broad	array	of	io	at1	jj	nn1	io
5	of	a	broad	coalition	of	io	at1	jj	nn1	io
40	of	a	broad	range	of	io	at1	jj	nn1	io
9	of	a	broad	spectrum	of	io	at1	jj	nn1	io
5	of	a	central	black	hole	io	at1	jj	jj	nn1
6	of	a	clear	blue	sky	ii22	at1	jj	jj	nn1
8	of	a	few	bad	apples	io	at1	da2	jj	nn2
15	of	a	Mad	Black	Woman	io	at1	jj	jj	nn1
9	of	a	supermassive	black	hole	io	at1	jj	jj	nn1
11	of	a	young	black	man	io	at1	jj	jj	nn1
5	of	all	the	bad	things	io	db	at	jj	nn2
5	of	American	and	British	paintings	io	jj	cc	jj	nn2
5	of	B-scan	images	to	be	io	jj	nn2	to	vbi
5	of	bad	luck	and	bad	io	jj	nn1	cc	jj
5	of	bad	luck	and	bad	io	jj	nn1	cc	jj
5	of	bad	luck	in	the	io	jj	nn1	ii	at
5	of	bad	news	about	the	io	jj	nn1	ii	at
8	of	bad	news	for	the	io	jj	nn1	if	at
5	of	bad	things	to	come	io	jj	nn2	to	vvi
25	of	Basic	Early	Literacy	Skills	io	jj	jj	nn1	nn2
8	of	Basic	Education	and	Culture	io	jj	nn1	cc	nn1
11	of	behavioral	and	emotional	problems	io	jj	cc	jj	nn2
7	of	best-selling	books	on	emotional	io	jj	nn2	ii	jj
5	of	big	government	is	not	io	jj	nn1	vbz	xx
33	of	big	government	is	over	io	jj	nn1	vbz	rp
8	of	bilingual	teacher	responses	regarding	io	jj	nn1	nn2	ii
5	of	biological	and	agricultural	scientists	io	jj	cc	jj	nn2
15	of	biological	and	chemical	weapons	io	jj	cc	jj	nn2
5	of	biological	sciences	at	the	io	jj	nn2	ii	at
5	of	Black	Americans	at	the	io	jj	nn2	ii	at
6	of	black	and	brown	faces	io	jj	cc	jj	nn2
6	of	black	and	brown	faces	io	jj	cc	jj	nn2
11	of	black	and	Hispanic	students	io	jj	cc	jj	nn2
5	of	black	and	white	athletes	io	jj	cc	jj	nn2
7	of	black	and	white	photographs	io	jj	cc	jj	nn2
7	of	Black	and	White	students	io	jj	cc	jj	nn2
15	of	black	carbon	and	ozone	io	jj	nn1	cc	nn1
6	of	black	children	are	born	io	jj	nn2	vbr	vvn
5	of	black	children	by	white	io	jj	nn2	ii	jj
6	of	black	churches	in	the	io	jj	nn2	ii	at
11	of	black	hair	and	a	io	jj	nn1	cc	at1
5	of	black	jeans	and	a	io	jj	nn2	cc	at1
12	of	Black	Law	Enforcement	Executives	io	jj	nn1	nn1	nn2
8	of	Black	Love	Signs	and	io	jj	nn1	nn2	cc
5	of	Black	men	and	Black	io	jj	nn2	cc	jj
5	of	Black	men	and	Black	io	jj	nn2	cc	jj
14	of	black	men	and	women	io	jj	nn2	cc	nn2
5	of	black	men	in	the	io	jj	nn2	ii	at
5	of	black	people	in	South	io	jj	nn	ii	np1
13	of	black	people	in	the	io	jj	nn	ii	at
6	of	black	women	in	the	io	jj	nn2	ii	at
5	of	Black	women	who	are	io	jj	nn2	pnqs	vbr
9	of	boiling	salted	water	according	io	jj	jj	nn1	ii21
7	of	boiling	salted	water	for	io	jj	jj	nn1	if
12	of	boiling	salted	water	until	io	jj	jj	nn1	cs
6	of	boiling	water	and	cook	io	jj	nn1	cc	vv0
6	of	boiling	water	for	about	io	jj	nn1	if	rg
5	of	brave	men	and	women	io	jj	nn2	cc	nn2
8	of	British	forces	in	the	io	jj	nn2	ii	at
