5	a	balanced	budget	with	drastic	at1	jj	nn1	iw	jj
13	have	a	direct	effect	on	vh0	at1	jj	nn1	ii
5	have	a	direct	financial	interest	vh0	at1	jj	jj	nn1
46	have	a	direct	impact	on	vhi	at1	jj	nn1	ii
16	have	a	direct	impact	on	vh0	at1	jj	nn1	ii
5	have	a	direct	interest	in	vh0	at1	jj	nn1	ii
9	have	a	direct	stake	in	vh0	at1	jj	nn1	ii
9	have	a	disastrous	effect	on	vhi	at1	jj	nn1	ii
5	have	a	disproportionate	impact	on	vh0	at1	jj	nn1	ii
5	have	a	disproportionate	impact	on	vhi	at1	jj	nn1	ii
7	have	a	disproportionate	number	of	vh0	at1	jj	nn1	io
7	have	a	distinct	advantage	over	vh0	at1	jj	nn1	ii
28	have	a	dramatic	effect	on	vhi	at1	jj	nn1	ii
5	have	a	dramatic	effect	on	vh0	at1	jj	nn1	ii
37	have	a	dramatic	impact	on	vhi	at1	jj	nn1	ii
6	have	a	dramatic	impact	on	vh0	at1	jj	nn1	ii
15	have	a	more	difficult	time	vhi	at1	rgr	jj	nnt1
12	have	a	more	difficult	time	vh0	at1	rgr	jj	nnt1
5	have	a	very	different	kind	vh0	at1	rg	jj	nn1
12	have	a	very	different	view	vh0	at1	rg	jj	nn1
6	have	a	very	different	view	vhi	at1	rg	jj	nn1
6	have	a	very	difficult	job	vh0	at1	rg	jj	nn1
35	have	a	very	difficult	time	vhi	at1	rg	jj	nnt1
24	have	a	very	difficult	time	vh0	at1	rg	jj	nnt1
5	have	been	a	different	kind	vhi	vbn	at1	jj	nn1
5	have	been	a	different	outcome	vhi	vbn	at1	jj	nn1
15	have	been	a	different	story	vhi	vbn	at1	jj	nn1
8	have	been	a	driving	force	vh0	vbn	at1	jj	nn1
5	have	been	dramatic	changes	in	vh0	vbn	jj	nn2	ii
5	have	deep	roots	in	the	vh0	jj	nn2	ii	at
7	have	different	common	names	in	vh0	jj	jj	nn2	ii
5	have	different	ideas	of	what	vh0	jj	nn2	io	ddq
11	have	different	points	of	view	vh0	jj	nn2	io	nn1
5	have	different	points	of	view	vhi	jj	nn2	io	nn1
7	have	diplomatic	relations	with	the	vhi	jj	nn2	iw	at
6	have	dire	consequences	for	the	vhi	jj	nn2	if	at
14	have	direct	access	to	the	vhi	jj	nn1	ii	at
6	have	direct	access	to	the	vh0	jj	nn1	ii	at
6	have	direct	contact	with	the	vhi	jj	nn1	iw	at
6	have	direct	implications	for	the	vh0	jj	nn2	if	at
8	have	fallen	on	deaf	ears	vh0	vvn	ii	jj	nn2
6	have	gone	in	different	directions	vh0	vvn	ii	jj	nn2
6	have	had	a	devastating	effect	vh0	vhn	at1	jj	nn1
22	have	had	a	difficult	time	vh0	vhn	at1	jj	nnt1
7	have	had	a	difficult	time	vhi	vhn	at1	jj	nnt1
5	have	had	a	dramatic	effect	vh0	vhn	at1	jj	nn1
7	have	made	a	different	choice	vhi	vvn	at1	jj	nn1
11	have	made	a	different	decision	vhi	vvn	at1	jj	nn1
5	have	more	disposable	income	than	vh0	rgr	jj	nn1	csn
5	have	seen	a	dramatic	increase	vh0	vvn	at1	jj	nn1
8	have	taken	a	different	approach	vh0	vvn	at1	jj	nn1
6	have	taken	a	different	turn	vhi	vvn	at1	jj	nn1
5	have	taken	different	approaches	to	vh0	vvn	jj	nn2	ii
5	have	the	distinct	advantage	of	vh0	at	jj	nn1	io
10	have	the	distinct	impression	that	vh0	at	jj	nn1	cst
5	have	three	different	types	of	vh0	mc	jj	nn2	io
9	have	very	different	ideas	about	vh0	rg	jj	nn2	ii
6	have	very	different	views	about	vh0	rg	jj	nn2	ii
6	have	very	different	views	on	vh0	rg	jj	nn2	ii
5	having	a	devastating	effect	on	vhg	at1	jj	nn1	ii
6	having	a	difficult	time	finding	vhg	at1	jj	nnt1	vvg
10	having	a	difficult	time	getting	vhg	at1	jj	nnt1	vvg
5	having	a	dramatic	impact	on	vhg	at1	jj	nn1	ii
5	having	a	more	difficult	time	vhg	at1	rgr	jj	nnt1
6	having	a	particularly	difficult	time	vhg	at1	rr	jj	nnt1
37	having	a	very	difficult	time	vhg	at1	rg	jj	nnt1
5	having	an	increasingly	difficult	time	vhg	at1	rr	jj	nnt1
5	having	such	a	difficult	time	vhg	da	at1	jj	nnt1
25	He	drew	a	deep	breath	pphs1	vvd	at1	jj	nn1
9	he	drew	a	deep	breath	pphs1	vvd	at1	jj	nn1
11	he	had	a	difficult	time	pphs1	vhd	at1	jj	nnt1
6	He	had	a	difficult	time	pphs1	vhd	at1	jj	nnt1
9	He	had	dark	hair	and	pphs1	vhd	jj	nn1	cc
8	he	had	no	direct	knowledge	pphs1	vhd	at	jj	nn1
6	he	is	a	different	kind	pphs1	vbz	at1	jj	nn1
59	He	takes	a	deep	breath	pphs1	vvz	at1	jj	nn1
18	he	takes	a	deep	breath	pphs1	vvz	at1	jj	nn1
281	He	took	a	deep	breath	pphs1	vvd	at1	jj	nn1
79	he	took	a	deep	breath	pphs1	vvd	at1	jj	nn1
6	He	took	another	deep	breath	pphs1	vvd	dd1	jj	nn1
10	he	was	a	dead	man	pphs1	vbdz	at1	jj	nn1
10	He	was	a	dear	friend	pphs1	vbdz	at1	jj	nn1
9	He	was	a	decent	man	pphs1	vbdz	at1	jj	nn1
6	he	was	a	different	man	pphs1	vbdz	at1	jj	nn1
6	he	was	a	direct	descendant	pphs1	vbdz	at1	jj	nn1
5	He	was	a	driven	man	pphs1	vbdz	at1	jj	nn1
5	He	was	the	driving	force	pphs1	vbdz	at	jj	nn1
5	he	won	the	Democratic	nomination	pphs1	vvd	at	jj	nn1
20	head	of	the	Democratic	Party	nn1	io	at	jj	nn1
7	head	off	in	different	directions	vv0	rp	ii	jj	nn2
18	hear	daily	and	weekly	predictions	vvi	jj	cc	jj	nn2
6	heard	a	discouraging	word	and	vvn	at1	jj	nn1	cc
5	heard	the	distant	roar	of	vvd	at	jj	nn1	io
7	heart	of	the	Democratic	Party	nn1	io	at	jj	nn1
6	Heat	oil	in	Dutch	oven	nn1	nn1	ii	jj	nn1
6	height	of	the	dry	season	nn1	io	at	jj	nnt1
5	Heikki	took	a	deep	breath	nn2	vvd	at1	jj	nn1
20	held	on	for	dear	life	vvd	rp	if	jj	nn1
17	held	to	a	different	standard	vvn	ii	at1	jj	nn1
7	help	monitor	your	daily	intake	vvi	vvi	appge	jj	nn1
5	Her	dark	hair	was	pulled	appge	jj	nn1	vbdz	vvn
11	her	in	a	different	way	ppho1	ii	at1	jj	nn1
9	Her	long	dark	hair	was	appge	jj	jj	nn1	vbdz
10	her	on	a	daily	basis	ppho1	ii	at1	jj	nn1
7	here	on	a	daily	basis	rl	ii	at1	jj	nn1
9	highly	developed	sense	of	smell	rr	jj	nn1	io	nn1
10	him	in	a	different	way	ppho1	ii	at1	jj	nn1
5	him	in	direct	conflict	with	ppho1	ii	jj	nn1	iw
5	him	in	the	Democratic	primary	ppho1	ii	at	jj	nn1
7	him	in	the	dim	light	ppho1	ii	at	jj	nn1
9	him	on	a	daily	basis	ppho1	ii	at1	jj	nn1
12	him	on	the	disabled	list	ppho1	ii	at	jj	nn1
6	himself	a	different	kind	of	ppx1	at1	jj	nn1	io
5	His	dark	brown	hair	was	appge	jj	jj	nn1	vbdz
9	his	doctoral	dissertation	on	the	appge	jj	nn1	ii	at
8	his	dry	sense	of	humor	appge	jj	nn1	io	nn1
6	history	of	the	Democratic	Party	nn1	io	at	jj	nn1
13	hit	by	a	drunk	driver	vvn	ii	at1	jj	nn1
5	hit	by	a	drunken	driver	vvn	ii	at1	jj	nn1
14	hit	into	a	double	play	vvd	ii	at1	jj	nn1
9	hold	on	for	dear	life	vv0	rp	if	jj	nn1
6	hold	on	for	dear	life	vvi	rp	if	jj	nn1
29	holding	on	for	dear	life	vvg	rp	if	jj	nn1
10	holds	on	for	dear	life	vvz	rp	if	jj	nn1
5	homosexual	acts	are	intrinsically	disordered	jj	nn2	vbr	rr	jj
9	horse	of	a	different	color	nn1	io	at1	jj	nn1
8	Hostetler	Distinguished	Scholar	in	Trial	np1	jj	nn1	ii	nn1
5	Hot	Clicks	and	the	Daily	jj	nn2	cc	at	jj
25	hot	oil	in	a	Dutch	jj	nn1	ii	at1	jj
5	House	and	a	Democratic	Senate	nn1	cc	at1	jj	nn1
10	House	Democratic	leader	Dick	Gephardt	vv0	jj	nn1	np1	np1
5	House	Democratic	Leader	Dick	Gephardt	vv0	jj	nn1	np1	np1
6	House	Democratic	Leader	Nancy	Pelosi	vv0	jj	nn1	np1	np1
6	House	Democratic	leader	Nancy	Pelosi	vv0	jj	nn1	np1	np1
10	House	Democratic	leader	Richard	Gephardt	vv0	jj	nn1	np1	np1
8	House	Democratic	Leader	Richard	Gephardt	vv0	jj	nn1	np1	np1
9	How	difficult	will	it	be	rgq	jj	nn1	pph1	vbi
9	how	many	different	kinds	of	rgq	da2	jj	nn2	io
9	How	many	different	ways	can	rgq	da2	jj	nn2	vm
6	Human	Rights	and	Democratic	Movement	jj	nn2	cc	jj	nn1
9	hung	on	for	dear	life	vvd	rp	if	jj	nn1
7	Hutcheson	Distinguished	Lecturer	in	Trial	np1	jj	nn1	ii	nn1
6	I	am	a	different	person	ppis1	vbm	at1	jj	nn1
10	I	drew	a	deep	breath	ppis1	vvd	at1	jj	nn1
6	I	got	the	distinct	feeling	ppis1	vvd	at	jj	nn1
10	I	had	a	difficult	time	ppis1	vhd	at1	jj	nnt1
6	I	had	the	distinct	feeling	ppis1	vhd	at	jj	nn1
14	I	had	the	distinct	impression	ppis1	vhd	at	jj	nn1
5	I	have	a	dear	friend	ppis1	vh0	at1	jj	nn1
5	I	have	a	different	kind	ppis1	vh0	at1	jj	nn1
12	I	have	a	different	perspective	ppis1	vh0	at1	jj	nn1
5	I	have	a	different	point	ppis1	vh0	at1	jj	nn1
13	I	have	a	different	view	ppis1	vh0	at1	jj	nn1
14	I	have	a	difficult	time	ppis1	vh0	at1	jj	nnt1
10	I	have	the	distinct	impression	ppis1	vh0	at	jj	nn1
102	I	take	a	deep	breath	ppis1	vv0	at1	jj	nn1
21	I	think	the	Democratic	Party	ppis1	vv0	at	jj	nn1
313	I	took	a	deep	breath	ppis1	vvd	at1	jj	nn1
8	I	was	a	dead	man	ppis1	vbdz	at1	jj	nn1
16	I	was	a	different	person	ppis1	vbdz	at1	jj	nn1
5	impact	on	their	daily	lives	nn1	ii	appge	jj	nn2
13	in	a	completely	different	direction	ii	at1	rr	jj	nn1
33	in	a	completely	different	way	ii	at1	rr	jj	nn1
7	in	a	completely	different	world	ii	at1	rr	jj	nn1
7	in	a	cool	dry	place	ii	at1	jj	jj	nn1
5	in	a	culturally	diverse	society	ii	at1	rr	jj	nn1
7	in	a	damp	paper	towel	ii	at1	jj	nn1	nn1
8	in	a	dangerous	part	of	ii	at1	jj	nn1	io
5	in	a	dangerous	world	and	ii	at1	jj	nn1	cc
10	in	a	dark	blue	suit	ii	at1	jj	jj	nn1
6	in	a	dark	business	suit	ii	at1	jj	nn1	nn1
23	in	a	dark	corner	of	ii	at1	jj	nn1	io
5	in	a	dark	movie	theater	ii	at1	jj	nn1	nn1
9	in	a	dark	room	and	ii	at1	jj	nn1	cc
11	in	a	dark	room	for	ii	at1	jj	nn1	if
8	in	a	dark	room	with	ii	at1	jj	nn1	iw
26	in	a	dark	suit	and	ii	at1	jj	nn1	cc
5	in	a	darkened	room	at	ii	at1	jj	nn1	ii
6	in	a	dazzling	array	of	ii	at1	jj	nn1	io
5	in	a	dazzling	display	of	ii	at1	jj	nn1	io
6	in	a	dead	heat	for	ii	at1	jj	nn1	if
23	in	a	dead	heat	with	ii	at1	jj	nn1	iw
5	in	a	deadly	game	of	ii	at1	jj	nn1	io
29	in	a	deep	breath	and	ii	at1	jj	nn1	cc
12	in	a	deep	breath	of	ii	at1	jj	nn1	io
6	in	a	deep	breath	to	ii	at1	jj	nn1	to
5	in	a	deep	voice	that	ii	at1	jj	nn1	cst
5	in	a	deliberate	attempt	to	ii	at1	jj	nn1	to
6	in	a	delicate	balancing	act	ii	at1	jj	nn1	nn1
8	in	a	democratic	society	is	ii	at1	jj	nn1	vbz
5	in	a	dense	cloud	of	ii	at1	jj	nn1	io
6	in	a	deserted	parking	lot	ii	at1	jj	nn1	nn1
69	in	a	desperate	attempt	to	ii	at1	jj	nn1	to
21	In	a	desperate	attempt	to	ii	at1	jj	nn1	to
6	in	a	desperate	bid	for	ii	at1	jj	nn1	if
8	in	a	desperate	bid	to	ii	at1	jj	nn1	to
33	in	a	desperate	effort	to	ii	at1	jj	nn1	to
12	in	a	desperate	search	for	ii	at1	jj	nn1	if
13	in	a	different	area	of	ii	at1	jj	nn1	io
6	in	a	different	category	than	ii	at1	jj	nn1	csn
8	in	a	different	direction	and	ii	at1	jj	nn1	cc
9	in	a	different	direction	from	ii	at1	jj	nn1	ii
9	in	a	different	direction	than	ii	at1	jj	nn1	csn
5	in	a	different	era	now	ii	at1	jj	nn1	rt
10	in	a	different	frame	of	ii	at1	jj	nn1	io
50	in	a	different	kind	of	ii	at1	jj	nn1	io
5	in	a	different	light	and	ii	at1	jj	nn1	cc
5	in	a	different	light	than	ii	at1	jj	nn1	csn
5	in	a	different	manner	from	ii	at1	jj	nn1	ii
10	in	a	different	manner	than	ii	at1	jj	nn1	csn
54	in	a	different	part	of	ii	at1	jj	nn1	io
5	in	a	different	place	and	ii	at1	jj	nn1	cc
7	in	a	different	place	from	ii	at1	jj	nn1	ii
6	in	a	different	place	in	ii	at1	jj	nn1	ii
8	in	a	different	place	than	ii	at1	jj	nn1	csn
8	in	a	different	position	than	ii	at1	jj	nn1	csn
5	in	a	different	set	of	ii	at1	jj	nn1	io
15	in	a	different	sort	of	ii	at1	jj	nn1	io
5	in	a	different	stage	of	ii	at1	jj	nn1	io
8	in	a	different	time	and	ii	at1	jj	nnt1	cc
15	in	a	different	time	zone	ii	at1	jj	nnt1	nn1
10	in	a	different	type	of	ii	at1	jj	nn1	io
27	in	a	different	way	and	ii	at1	jj	nn1	cc
21	in	a	different	way	from	ii	at1	jj	nn1	ii
5	in	a	different	way	in	ii	at1	jj	nn1	ii
5	in	a	different	way	is	ii	at1	jj	nn1	vbz
7	in	a	different	way	or	ii	at1	jj	nn1	cc
66	in	a	different	way	than	ii	at1	jj	nn1	csn
5	in	a	different	way	that	ii	at1	jj	nn1	cst
9	in	a	different	way	to	ii	at1	jj	nn1	to
5	in	a	different	way	when	ii	at1	jj	nn1	cs
6	in	a	different	world	from	ii	at1	jj	nn1	ii
9	in	a	different	world	than	ii	at1	jj	nn1	csn
5	in	a	difficult	position	as	ii	at1	jj	nn1	csa
5	in	a	difficult	position	because	ii	at1	jj	nn1	cs
5	in	a	direct	attempt	to	ii	at1	jj	nn1	to
6	in	a	distant	corner	of	ii	at1	jj	nn1	io
5	in	a	diversified	portfolio	of	ii	at1	jj	nn1	io
5	in	a	dizzying	array	of	ii	at1	jj	nn1	io
6	in	a	doctoral	program	at	ii	at1	jj	nn1	ii
7	in	a	doctoral	program	in	ii	at1	jj	nn1	ii
8	in	a	domestic	violence	case	ii	at1	jj	nn1	nn1
5	in	a	double	boiler	or	ii	at1	jj	nn1	cc
5	in	a	downward	spiral	of	ii	at1	jj	nn1	io
7	in	a	dramatic	increase	in	ii	at1	jj	nn1	ii
5	in	a	drunk	driving	accident	ii	at1	jj	jj	nn1
5	in	a	drunk	driving	accident	ii	at1	jj	jj	nn1
13	in	a	dry	skillet	over	ii	at1	jj	nn1	ii
5	in	a	dusty	corner	of	ii	at1	jj	nn1	io
10	In	a	Dutch	oven	or	ii	at1	jj	nn1	cc
7	in	a	Dutch	oven	or	ii	at1	jj	nn1	cc
66	in	a	Dutch	oven	over	ii	at1	jj	nn1	ii
5	In	a	Dutch	oven	over	ii	at1	jj	nn1	ii
8	in	a	heavily	Democratic	state	ii	at1	rr	jj	nn1
5	in	a	hundred	different	directions	ii	at1	m	jj	nn2
7	in	a	hundred	different	ways	ii	at1	m	jj	nn2
7	in	a	large	deep	skillet	ii	at1	jj	jj	nn1
66	in	a	large	Dutch	oven	ii	at1	jj	jj	nn1
18	In	a	large	Dutch	oven	ii	at1	jj	jj	nn1
6	in	a	little	different	way	ii	at1	jj	jj	nn1
6	in	a	more	direct	way	ii	at1	rgr	jj	nn1
17	in	a	much	different	way	ii	at1	rr	jj	nn1
8	in	a	radically	different	way	ii	at1	rr	jj	nn1
14	in	a	slightly	different	direction	ii	at1	rr	jj	nn1
6	in	a	slightly	different	form	ii	at1	rr	jj	nn1
6	in	a	slightly	different	place	ii	at1	rr	jj	nn1
43	in	a	slightly	different	way	ii	at1	rr	jj	nn1
6	in	a	socially	desirable	manner	ii	at1	rr	jj	nn1
13	in	a	somewhat	different	way	ii	at1	rr	jj	nn1
13	in	a	statistical	dead	heat	ii	at1	jj	jj	nn1
6	in	a	thousand	different	ways	ii	at1	m	jj	nn2
8	in	a	totally	different	direction	ii	at1	rr	jj	nn1
5	in	a	totally	different	situation	ii	at1	rr	jj	nn1
8	in	a	totally	different	way	ii	at1	rr	jj	nn1
7	in	a	very	dangerous	situation	ii	at1	rg	jj	nn1
10	in	a	very	deep	way	ii	at1	rg	jj	nn1
6	in	a	very	delicate	position	ii	at1	rg	jj	nn1
9	in	a	very	different	context	ii	at1	rg	jj	nn1
9	in	a	very	different	direction	ii	at1	rg	jj	nn1
6	in	a	very	different	environment	ii	at1	rg	jj	nn1
5	in	a	very	different	fashion	ii	at1	rg	jj	nn1
7	in	a	very	different	kind	ii	at1	rg	jj	nn1
9	in	a	very	different	light	ii	at1	rg	jj	nn1
10	in	a	very	different	manner	ii	at1	rg	jj	nn1
12	in	a	very	different	place	ii	at1	rg	jj	nn1
8	in	a	very	different	position	ii	at1	rg	jj	nn1
10	in	a	very	different	situation	ii	at1	rg	jj	nn1
71	in	a	very	different	way	ii	at1	rg	jj	nn1
8	in	a	very	different	world	ii	at1	rg	jj	nn1
10	in	a	very	difficult	environment	ii	at1	rg	jj	nn1
57	in	a	very	difficult	position	ii	at1	rg	jj	nn1
40	in	a	very	difficult	situation	ii	at1	rg	jj	nn1
17	in	a	very	direct	way	ii	at1	rg	jj	nn1
11	in	a	very	dramatic	way	ii	at1	rg	jj	nn1
7	in	a	virtual	dead	heat	ii	at1	jj	jj	nn1
6	in	a	warm	draft-free	place	ii	at1	jj	jj	nn1
7	in	a	whole	different	light	ii	at1	jj	jj	nn1
7	in	a	whole	different	way	ii	at1	jj	jj	nn1
5	in	a	whole	different	world	ii	at1	jj	jj	nn1
31	in	activities	of	daily	living	ii	nn2	io	jj	nn1
6	In	addition	to	demographic	data	ii31	ii32	ii33	jj	nn
6	in	all	different	kinds	of	ii	db	jj	nn2	io
5	in	all	different	shapes	and	ii	db	jj	nn2	cc
20	in	all	due	respect	to	ii	db	jj	nn1	ii
5	In	all	due	respect	to	ii	db	jj	nn1	ii
12	in	an	entirely	different	direction	ii	at1	rr	jj	nn1
6	in	an	entirely	different	light	ii	at1	rr	jj	nn1
28	in	an	entirely	different	way	ii	at1	rr	jj	nn1
6	in	at	the	deep	end	rp	ii	at	jj	nn1
15	in	conducting	developmental	classroom	lessons	ii	vvg	jj	nn1	nn2
8	in	daily	contact	with	the	ii	jj	nn1	iw	at
6	in	damp	paper	towels	and	ii	jj	nn1	nn2	cc
5	in	dark	green	leafy	vegetables	ii	jj	jj	jj	nn2
6	in	deep	trouble	with	the	ii	jj	nn1	iw	at
5	in	descending	order	according	to	ii	jj	nn1	ii21	ii22
6	in	descending	order	of	importance	ii	jj	nn1	io	nn1
8	in	descending	order	of	their	ii	jj	nn1	io	appge
8	in	designated	spaces	in	Lot	ii	jj	nn2	ii	nn1
42	in	desperate	need	of	a	ii	jj	nn1	io	at1
7	in	desperate	need	of	an	ii	jj	nn1	io	at1
5	in	desperate	need	of	cash	ii	jj	nn1	io	nn1
18	in	desperate	need	of	help	ii	jj	nn1	io	nn1
5	in	desperate	need	of	reform	ii	jj	nn1	io	nn1
11	in	desperate	need	of	repair	ii	jj	nn1	io	nn1
6	in	determining	time	of	death	ii	jj	nnt1	io	nn1
10	in	developed	and	developing	countries	ii	jj	cc	jj	nn2
10	in	developed	and	developing	countries	ii	jj	cc	jj	nn2
5	in	developing	countries	has	been	ii	jj	nn2	vhz	vbn
10	in	developing	countries	such	as	ii	jj	nn2	ii21	ii22
36	in	different	areas	of	the	ii	jj	nn2	io	at
5	in	different	directions	at	the	ii	jj	nn2	ii	at
5	in	different	parts	of	a	ii	jj	nn2	io	at1
276	in	different	parts	of	the	ii	jj	nn2	io	at
7	in	different	places	around	the	ii	jj	nn2	ii	at
10	in	different	places	at	different	ii	jj	nn2	ii	jj
10	in	different	places	at	different	ii	jj	nn2	ii	jj
6	in	different	places	in	the	ii	jj	nn2	ii	at
44	in	different	regions	of	the	ii	jj	nn2	io	at
5	in	different	rooms	of	the	ii	jj	nn2	io	at
6	in	different	sections	of	the	ii	jj	nn2	io	at
9	in	different	shapes	and	sizes	ii	jj	nn2	cc	nn2
5	in	different	stages	of	completion	ii	jj	nn2	io	nn1
17	in	different	times	and	places	ii	jj	nnt2	cc	nn2
6	in	different	ways	and	at	ii	jj	nn2	cc	ii
7	in	different	ways	and	in	ii	jj	nn2	cc	ii
5	in	different	ways	at	different	ii	jj	nn2	ii	jj
5	in	different	ways	at	different	ii	jj	nn2	ii	jj
6	in	different	ways	by	different	ii	jj	nn2	ii	jj
6	in	different	ways	by	different	ii	jj	nn2	ii	jj
5	in	different	ways	by	the	ii	jj	nn2	ii	at
8	in	different	ways	depending	on	ii	jj	nn2	ii21	ii22
12	in	different	ways	in	different	ii	jj	nn2	ii	jj
12	in	different	ways	in	different	ii	jj	nn2	ii	jj
5	in	different	ways	in	the	ii	jj	nn2	ii	at
5	in	different	ways	than	they	ii	jj	nn2	csn	pphs2
34	in	dire	need	of	a	ii	jj	nn1	io	at1
10	in	dire	need	of	repair	ii	jj	nn1	io	nn1
14	in	direct	competition	with	the	ii	jj	nn1	iw	at
27	in	direct	conflict	with	the	ii	jj	nn1	iw	at
43	in	direct	contact	with	the	ii	jj	nn1	iw	at
12	in	direct	contradiction	to	the	ii	jj	nn1	ii	at
34	in	direct	contrast	to	the	ii	jj	nn1	ii	at
5	in	direct	contrast	to	what	ii	jj	nn1	ii	ddq
5	in	direct	defiance	of	the	ii	jj	nn1	io	at
32	in	direct	opposition	to	the	ii	jj	nn1	ii	at
6	in	direct	opposition	to	what	ii	jj	nn1	ii	ddq
63	in	direct	proportion	to	the	ii	jj	nn1	ii	at
7	in	direct	proportion	to	their	ii	jj	nn1	ii	appge
5	in	direct	response	to	a	ii	jj	nn1	ii	at1
20	in	direct	response	to	the	ii	jj	nn1	ii	at
18	in	direct	violation	of	the	ii	jj	nn1	io	at
12	in	distant	parts	of	the	ii	jj	nn2	io	at
6	in	doctoral	programs	of	study	ii	jj	nn2	io	nn1
5	in	domestic	and	foreign	policy	ii	jj	cc	jj	nn1
5	in	double	figures	as	the	ii	jj	nn2	ii	at
6	in	double	figures	for	the	ii	jj	nn2	if	at
5	in	double	figures	in	every	ii	jj	nn2	ii	at1
5	in	double	figures	in	the	ii	jj	nn2	ii	at
6	in	dramatic	contrast	to	the	ii	jj	nn1	ii	at
12	in	Dutch	oven	or	large	ii	jj	nn1	cc	jj
7	in	Dutch	oven	over	medium	ii	jj	nn1	ii	jj
5	in	Dutch	oven	over	medium-high	ii	jj	nn1	ii	jj
5	in	her	dark	brown	eyes	ii	appge	jj	jj	nn2
6	in	large	Dutch	oven	over	ii	jj	jj	nn1	ii
6	in	large	pot	or	Dutch	ii	jj	nn1	cc	jj
6	in	lots	of	different	places	ii	pn	io	jj	nn2
6	in	lots	of	different	ways	ii	pn	io	jj	nn2
5	in	many	developing	countries	are	ii	da2	jj	nn2	vbr
8	in	many	different	kinds	of	ii	da2	jj	nn2	io
7	in	many	different	parts	of	ii	da2	jj	nn2	io
6	in	many	different	ways	and	ii	da2	jj	nn2	cc
9	in	new	and	different	ways	ii	jj	cc	jj	nn2
5	in	our	daily	lives	that	ii	appge	jj	nn2	cst
13	in	quite	a	different	way	ii	rg	at1	jj	nn1
6	in	so	many	different	areas	ii	rg	da2	jj	nn2
9	in	so	many	different	directions	rp	rg	da2	jj	nn2
8	in	so	many	different	directions	ii	rg	da2	jj	nn2
47	in	so	many	different	ways	ii	rg	da2	jj	nn2
7	in	so	many	different	ways	rp	rg	da2	jj	nn2
5	in	such	diverse	areas	as	ii	da	jj	nn2	csa
5	in	such	diverse	places	as	ii	da	jj	nn2	csa
5	in	the	Antarctic	dry	valleys	ii	at	jj	jj	nn2
17	in	the	daily	life	of	ii	at	jj	nn1	io
25	in	the	daily	lives	of	ii	at	jj	nn2	io
5	in	the	daily	operation	of	ii	at	jj	nn1	io
5	in	the	damp	night	air	ii	at	jj	nnt1	nn1
5	in	the	Danish	welfare	state	ii	at	jj	nn1	nn1
8	in	the	dark	ages	of	ii	at	jj	nn2	io
12	in	the	dark	corners	of	ii	at	jj	nn2	io
17	in	the	dark	days	of	ii	at	jj	nnt2	io
14	in	the	dark	living	room	ii	at	jj	nn1	nn1
6	in	the	dark	night	of	ii	at	jj	nnt1	io
6	in	the	dark	reaches	of	ii	at	jj	nn2	io
7	in	the	dark	recesses	of	ii	at	jj	nn2	io
5	in	the	dark	thinking	about	ii	at	jj	nn1	ii
5	in	the	darkened	living	room	ii	at	jj	nn1	nn1
6	in	the	day-to-day	life	of	ii	at	jj	nn1	io
7	in	the	day-to-day	lives	of	ii	at	jj	nn2	io
5	in	the	day-to-day	management	of	ii	at	jj	nn1	io
8	in	the	day-to-day	operations	of	ii	at	jj	nn2	io
17	in	the	dead	center	of	ii	at	jj	nn1	io
6	in	the	deciding	game	of	ii	at	jj	nn1	io
10	in	the	decision-making	process	and	ii	at	jj	nn1	cc
7	in	the	decision-making	process	of	ii	at	jj	nn1	io
5	in	the	deep	blue	sky	ii	at	jj	jj	nn1
12	in	the	deep	end	of	ii	at	jj	nn1	io
5	in	the	deep	freeze	of	ii	at	jj	nn1	io
11	in	the	deep	recesses	of	ii	at	jj	nn2	io
7	in	the	deep	shade	of	ii	at	jj	nn1	io
12	in	the	deep	waters	of	ii	at	jj	nn2	io
6	in	the	deep	woods	of	ii	at	jj	nn2	io
5	in	the	demilitarized	zone	between	ii	at	jj	nn1	ii
21	in	the	Democratic	Party	and	ii	at	jj	nn1	cc
7	in	the	Democratic	Party	for	ii	at	jj	nn1	if
11	in	the	Democratic	Party	in	ii	at	jj	nn1	ii
12	in	the	Democratic	Party	is	ii	at	jj	nn1	vbz
9	in	the	Democratic	Party	that	ii	at	jj	nn1	cst
8	in	the	Democratic	Party	to	ii	at	jj	nn1	to
9	in	the	Democratic	Party	who	ii	at	jj	nn1	pnqs
5	in	the	democratic	political	process	ii	at	jj	jj	nn1
5	in	the	Democratic	presidential	campaign	ii	at	jj	jj	nn1
13	in	the	Democratic	presidential	race	ii	at	jj	jj	nn1
7	in	the	Democratic	primary	and	ii	at	jj	nn1	cc
15	in	the	Democratic	primary	for	ii	at	jj	nn1	if
16	in	the	Democratic	primary	in	ii	at	jj	nn1	ii
6	in	the	democratic	process	and	ii	at	jj	nn1	cc
30	in	the	Democratic	Republic	of	ii	at	jj	nn1	io
7	in	the	demographic	composition	of	ii	at	jj	nn1	io
6	in	the	dense	forests	of	ii	at	jj	nn2	io
6	in	the	dependent	variable	is	ii	at	jj	nn1	vbz
8	in	the	desperate	hope	that	ii	at	jj	nn1	cst
5	in	the	desperate	search	for	ii	at	jj	nn1	if
8	in	the	developed	countries	and	ii	at	jj	nn2	cc
12	in	the	developed	world	and	ii	at	jj	nn1	cc
9	in	the	developed	world	are	ii	at	jj	nn1	vbr
