31	a	brief	typed	article	at1	jj	jj	nn1
13	terrorist	attacks	on	America	jj	nn2	ii	np1
24	terrorist	attacks	on	New	jj	nn2	ii	np1
12	terrorist	attacks	on	Sept.	jj	nn2	ii	npm1
12	terrorist	attacks	on	September	jj	nn2	ii	npm1
104	terrorist	attacks	on	the	jj	nn2	ii	at
21	terrorist	groups	such	as	jj	nn2	ii21	ii22
18	terrorist	organization	by	the	jj	nn1	ii	at
12	terrorist	organizations	in	the	jj	nn2	ii	at
13	terrorist	training	camp	in	jj	nn1	nn1	ii
16	test-retest	reliability	for	the	jj	nn1	if	at
24	test-retest	reliability	of	the	jj	nn1	io	at
21	than	the	total	number	csn	at	jj	nn1
17	that	taken	care	of	dd1	jj	nn1	io
18	that	the	total	amount	cst	at	jj	nn1
12	that	the	total	cost	cst	at	jj	nn1
46	that	the	total	number	cst	at	jj	nn1
19	The	Absolutely	True	Diary	at	rr	jj	nn1
17	the	American	Thoracic	Society	at	jj	jj	nn1
24	the	Catholic	Theological	Society	at	jj	jj	nn1
22	the	most	talented	team	at	rgt	jj	nn1
12	the	most	telling	sign	at	rgt	jj	nn1
24	the	most	terrible	thing	at	rgt	jj	nn1
82	the	most	trusted	name	at	rgt	jj	nn1
12	the	recent	terrorist	attacks	at	jj	jj	nn2
13	the	right	temporal	bone	at	jj	jj	nn1
17	the	right	temporal	lobe	at	jj	jj	nn1
30	the	Smithsonian	Tropical	Research	at	np1	jj	nn1
18	the	tacit	approval	of	at	jj	nn1	io
17	the	tacit	support	of	at	jj	nn1	io
84	The	Talented	Mr.	Ripley	at	jj	nnb	np1
17	the	Taliban	government	in	at	jj	nn1	ii
40	the	Taliban	regime	in	at	jj	nn1	ii
14	the	Taliban	stronghold	of	at	jj	nn1	io
16	the	Talking	Signs	system	at	jj	nn2	nn1
23	the	tall	grass	and	at	jj	nn1	cc
12	the	tall	man	with	at	jj	nn1	iw
12	the	tall	young	man	at	jj	jj	nn1
16	the	tattered	remnants	of	at	jj	nn2	io
22	the	tax-exempt	status	of	at	jj	nn1	io
13	the	technical	ability	to	at	jj	nn1	to
16	the	technical	adequacy	of	at	jj	nn1	io
106	the	technical	aspects	of	at	jj	nn2	io
19	the	technical	details	of	at	jj	nn2	io
13	the	technical	expertise	to	at	jj	nn1	to
27	the	technical	side	of	at	jj	nn1	io
13	the	technical	skills	of	at	jj	nn2	io
12	the	technical	staff	at	at	jj	nn	ii
17	the	technical	term	for	at	jj	nn1	if
17	the	tedious	work	of	at	jj	nn1	io
20	the	Teenage	Mutant	Ninja	at	jj	nn1	nn1
15	the	temporary	nature	of	at	jj	nn1	io
15	the	ten-minute	performance	period	at	jj	nn1	nn1
109	the	tender	age	of	at	jj	nn1	io
14	the	tender	mercies	of	at	jj	nn2	io
12	the	tensile	strength	of	at	jj	nn1	io
12	the	terrible	consequences	of	at	jj	nn2	io
20	the	terrible	events	of	at	jj	nn2	io
56	the	terrible	things	that	at	jj	nn2	cst
15	the	territorial	boundaries	of	at	jj	nn2	io
84	the	territorial	integrity	of	at	jj	nn1	io
31	the	terrorist	attack	on	at	jj	nn1	ii
26	the	terrorist	attacks	and	at	jj	nn2	cc
16	the	terrorist	attacks	have	at	jj	nn2	vh0
41	the	terrorist	attacks	in	at	jj	nn2	ii
162	the	terrorist	attacks	of	at	jj	nn2	io
21	The	terrorist	attacks	of	at	jj	nn2	io
104	the	terrorist	attacks	on	at	jj	nn2	ii
15	the	terrorist	attacks	that	at	jj	nn2	cst
20	the	test-retest	reliability	of	at	jj	nn1	io
12	the	textual	actual	world	at	jj	jj	nn1
18	the	theological	implications	of	at	jj	nn2	io
24	the	theoretical	basis	for	at	jj	nn1	if
12	the	theoretical	basis	of	at	jj	nn1	io
13	the	theoretical	foundation	of	at	jj	nn1	io
18	the	theoretical	framework	of	at	jj	nn1	io
12	the	theoretical	understanding	of	at	jj	nn1	io
13	the	therapeutic	use	of	at	jj	nn1	io
19	the	thick	layer	of	at	jj	nn1	io
14	the	thin	air	and	at	jj	nn1	cc
13	the	thin	air	of	at	jj	nn1	io
19	The	Thin	Blue	Line	at	jj	jj	nn1
12	the	thin	edge	of	at	jj	nn1	io
13	the	thin	end	of	at	jj	nn1	io
12	the	thin	fabric	of	at	jj	nn1	io
42	the	thin	layer	of	at	jj	nn1	io
17	the	thin	line	between	at	jj	nn1	ii
19	the	thin	line	of	at	jj	nn1	io
67	The	Thin	Red	Line	at	jj	jj	nn1
12	the	thin	skin	of	at	jj	nn1	io
23	the	thorny	issue	of	at	jj	nn1	io
13	the	Tibetan	Book	of	at	jj	nn1	io
42	the	tidal	wave	of	at	jj	nn1	io
12	the	tight	control	of	at	jj	nn1	io
15	the	tight	labor	market	at	jj	nn1	nn1
21	the	time-honored	tradition	of	at	jj	nn1	io
12	the	tiny	community	of	at	jj	nn1	io
12	the	tiny	hamlet	of	at	jj	nn1	io
24	the	tiny	island	of	at	jj	nn1	io
14	the	tiny	living	room	at	jj	nn1	nn1
124	the	tiny	town	of	at	jj	nn1	io
41	the	tiny	village	of	at	jj	nn1	io
12	the	tireless	efforts	of	at	jj	nn2	io
12	the	titular	head	of	at	jj	nn1	io
13	the	top	brass	at	at	jj	nn1	ii
12	the	top	bunk	and	at	jj	nn1	cc
62	the	top	button	of	at	jj	nn1	io
16	the	top	center	of	at	jj	nn1	io
12	the	top	choice	for	at	jj	nn1	if
14	the	top	commander	in	at	jj	nn1	ii
20	the	top	deck	of	at	jj	nn1	io
37	the	top	Democrat	on	at	jj	nn1	ii
68	the	top	drawer	of	at	jj	nn1	io
30	the	top	echelon	of	at	jj	nn1	io
26	the	top	echelons	of	at	jj	nn2	io
94	the	top	edge	of	at	jj	nn1	io
20	the	top	edges	of	at	jj	nn2	io
77	the	top	end	of	at	jj	nn1	io
16	the	top	executives	of	at	jj	nn2	io
14	the	top	floor	and	at	jj	nn1	cc
206	the	top	floor	of	at	jj	nn1	io
16	the	top	floors	of	at	jj	nn2	io
205	the	top	half	of	at	jj	nn1	io
29	The	top	half	of	at	jj	nn1	io
20	the	top	high	school	at	jj	jj	nn1
18	the	top	income	tax	at	jj	nn1	nn1
47	the	top	job	at	at	jj	nn1	ii
26	the	top	job	in	at	jj	nn1	ii
99	the	top	layer	of	at	jj	nn1	io
16	the	top	layers	of	at	jj	nn2	io
22	the	top	leaders	of	at	jj	nn2	io
21	the	top	leadership	of	at	jj	nn1	io
14	the	top	left	corner	at	jj	jj	nn1
17	the	top	left	of	at	jj	nn1	io
47	the	top	level	of	at	jj	nn1	io
55	the	top	levels	of	at	jj	nn2	io
14	the	top	marginal	rate	at	jj	jj	nn1
17	the	top	military	ranks	at	jj	jj	nn2
45	the	top	part	of	at	jj	nn1	io
25	the	top	people	in	at	jj	nn	ii
16	the	top	performers	in	at	jj	nn2	ii
38	the	top	pick	in	at	jj	nn1	ii
16	the	top	player	in	at	jj	nn1	ii
41	the	top	players	in	at	jj	nn2	ii
15	the	top	portion	of	at	jj	nn1	io
24	the	top	priority	for	at	jj	nn1	if
33	the	top	priority	of	at	jj	nn1	io
12	the	top	prize	at	at	jj	nn1	ii
18	the	top	prize	in	at	jj	nn1	ii
17	the	top	quarter	of	at	jj	nn1	io
14	the	top	rank	of	at	jj	nn1	io
59	the	top	ranks	of	at	jj	nn2	io
28	the	top	Republican	on	at	jj	nn1	ii
26	the	top	right	corner	at	jj	jj	nn1
33	the	top	row	of	at	jj	nn1	io
24	the	top	rung	of	at	jj	nn1	io
21	the	top	seed	in	at	jj	nn1	ii
20	the	top	sheet	of	at	jj	nn1	io
46	the	top	shelf	of	at	jj	nn1	io
15	the	top	side	of	at	jj	nn1	io
22	the	top	spot	at	at	jj	nn1	ii
58	the	top	spot	in	at	jj	nn1	ii
20	the	top	spot	on	at	jj	nn1	ii
19	the	top	step	and	at	jj	nn1	cc
32	the	top	step	of	at	jj	nn1	io
20	the	top	stories	every	at	jj	nn2	at1
14	the	top	stories	in	at	jj	nn2	ii
21	the	top	stories	of	at	jj	nn2	io
16	the	top	stories	we	at	jj	nn2	ppis2
12	the	top	story	of	at	jj	nn1	io
72	the	top	story	tonight	at	jj	nn1	rt
28	the	top	surface	of	at	jj	nn1	io
31	the	top	tax	rate	at	jj	nn1	nn1
49	the	top	teams	in	at	jj	nn2	ii
42	the	top	tier	of	at	jj	nn1	io
26	the	total	absence	of	at	jj	nn1	io
291	the	total	amount	of	at	jj	nn1	io
54	The	total	amount	of	at	jj	nn1	io
12	the	total	amount	that	at	jj	nn1	cst
46	the	total	area	of	at	jj	nn1	io
13	The	total	area	of	at	jj	nn1	io
204	the	total	cost	of	at	jj	nn1	io
58	The	total	cost	of	at	jj	nn1	io
13	the	total	cost	to	at	jj	nn1	ii
23	the	total	costs	of	at	jj	nn2	io
16	the	total	destruction	of	at	jj	nn1	io
16	the	total	effect	of	at	jj	nn1	io
15	the	total	elimination	of	at	jj	nn1	io
15	the	total	energy	of	at	jj	nn1	io
13	the	total	federal	budget	at	jj	jj	nn1
13	the	total	income	of	at	jj	nn1	io
19	the	Total	Independence	of	at	jj	nn1	io
41	the	total	lack	of	at	jj	nn1	io
18	the	total	land	area	at	jj	nn1	nn1
14	the	total	loss	of	at	jj	nn1	io
26	the	total	mass	of	at	jj	nn1	io
1404	the	total	number	of	at	jj	nn1	io
237	The	total	number	of	at	jj	nn1	io
15	the	total	numbers	of	at	jj	nn2	io
14	the	total	output	of	at	jj	nn1	io
17	the	total	percentage	of	at	jj	nn1	io
28	the	total	population	in	at	jj	nn1	ii
93	the	total	population	of	at	jj	nn1	io
12	The	total	population	of	at	jj	nn1	io
14	the	total	price	of	at	jj	nn1	io
14	the	total	quantity	of	at	jj	nn1	io
14	the	total	return	for	at	jj	nn1	if
12	the	total	return	of	at	jj	nn1	io
21	the	total	sample	and	at	jj	nn1	cc
27	the	total	sample	of	at	jj	nn1	io
17	the	total	sample	was	at	jj	nn1	vbdz
12	the	total	score	of	at	jj	nn1	io
18	the	total	size	of	at	jj	nn1	io
14	the	total	solar	eclipse	at	jj	jj	nn1
16	the	total	sum	of	at	jj	nn1	io
20	the	total	tax	burden	at	jj	nn1	nn1
112	the	total	value	of	at	jj	nn1	io
26	The	total	value	of	at	jj	nn1	io
15	the	total	variance	by	at	jj	nn1	ii
32	the	total	variance	in	at	jj	nn1	ii
43	the	total	volume	of	at	jj	nn1	io
29	the	total	weight	of	at	jj	nn1	io
18	the	total	work	force	at	jj	nn1	nn1
14	the	tough	questions	that	at	jj	nn2	cst
26	the	toxic	effects	of	at	jj	nn2	io
28	the	Toxic	Substances	Control	at	jj	nn2	vv0
18	the	traditional	approach	of	at	jj	nn1	io
35	the	traditional	approach	to	at	jj	nn1	ii
14	The	traditional	approach	to	at	jj	nn1	ii
14	the	traditional	boundaries	of	at	jj	nn2	io
15	the	traditional	civil	rights	at	jj	jj	nn2
42	the	traditional	concept	of	at	jj	nn1	io
13	the	traditional	conception	of	at	jj	nn1	io
35	the	traditional	definition	of	at	jj	nn1	io
12	the	traditional	doctrine	of	at	jj	nn1	io
12	the	traditional	emphasis	on	at	jj	nn1	ii
13	the	traditional	focus	on	at	jj	nn1	ii
14	the	traditional	form	of	at	jj	nn1	io
15	the	traditional	forms	of	at	jj	nn2	io
22	the	traditional	high	school	at	jj	jj	nn1
14	the	traditional	idea	of	at	jj	nn1	io
23	the	traditional	image	of	at	jj	nn1	io
17	the	traditional	learning	group	at	jj	nn1	nn1
19	the	traditional	lecture	method	at	jj	nn1	nn1
13	the	traditional	means	of	at	jj	nn	io
46	the	traditional	method	of	at	jj	nn1	io
22	the	traditional	methods	of	at	jj	nn2	io
37	the	traditional	model	of	at	jj	nn1	io
32	the	traditional	notion	of	at	jj	nn1	io
12	the	traditional	nuclear	family	at	jj	jj	nn1
19	the	traditional	pattern	of	at	jj	nn1	io
23	the	traditional	practice	of	at	jj	nn1	io
56	the	traditional	role	of	at	jj	nn1	io
13	the	traditional	roles	of	at	jj	nn2	io
41	the	traditional	sense	of	at	jj	nn1	io
18	the	traditional	sources	of	at	jj	nn2	io
16	the	traditional	system	of	at	jj	nn1	io
14	the	traditional	understanding	of	at	jj	nn1	io
20	the	traditional	use	of	at	jj	nn1	io
33	the	Traditional	Values	Coalition	at	jj	nn2	nn1
31	the	traditional	values	of	at	jj	nn2	io
41	the	traditional	view	of	at	jj	nn1	io
16	the	traditional	view	that	at	jj	nn1	cst
47	the	traditional	way	of	at	jj	nn1	io
20	the	traditional	ways	of	at	jj	nn2	io
12	the	tragic	consequences	of	at	jj	nn2	io
50	the	tragic	death	of	at	jj	nn1	io
20	the	tragic	deaths	of	at	jj	nn2	io
34	the	tragic	events	of	at	jj	nn2	io
36	the	tragic	loss	of	at	jj	nn1	io
17	the	tragic	story	of	at	jj	nn1	io
43	the	trailing	edge	of	at	jj	nn1	io
16	the	trans-Atlantic	slave	trade	at	jj	nn1	nn1
21	the	transatlantic	slave	trade	at	jj	nn1	nn1
42	the	transformative	power	of	at	jj	nn1	io
20	the	transient	nature	of	at	jj	nn1	io
23	the	transitory	nature	of	at	jj	nn1	io
40	the	tremendous	amount	of	at	jj	nn1	io
13	the	tremendous	growth	in	at	jj	nn1	ii
14	the	tremendous	growth	of	at	jj	nn1	io
13	the	tremendous	increase	in	at	jj	nn1	ii
16	the	tremendous	power	of	at	jj	nn1	io
26	the	tribal	areas	of	at	jj	nn2	io
15	The	tricky	part	is	at	jj	nn1	vbz
14	the	trinitarian	image	in	at	jj	nn1	ii
13	the	tropical	forests	of	at	jj	nn2	io
15	the	tropical	rain	forest	at	jj	nn1	nn1
20	the	tropical	rain	forests	at	jj	nn1	nn2
34	the	Troubled	Asset	Relief	at	jj	nn1	nn1
12	the	troubled	state	of	at	jj	nn1	io
23	the	true	cause	of	at	jj	nn1	io
21	the	true	character	of	at	jj	nn1	io
82	the	true	cost	of	at	jj	nn1	io
39	the	true	costs	of	at	jj	nn2	io
25	the	true	essence	of	at	jj	nn1	io
35	the	true	extent	of	at	jj	nn1	io
15	the	true	face	of	at	jj	nn1	io
33	the	true	identity	of	at	jj	nn1	io
18	the	true	impact	of	at	jj	nn1	io
12	the	true	incidence	of	at	jj	nn1	io
172	the	true	meaning	of	at	jj	nn1	io
33	the	true	measure	of	at	jj	nn1	io
12	The	true	measure	of	at	jj	nn1	io
232	the	true	nature	of	at	jj	nn1	io
16	the	true	number	of	at	jj	nn1	io
26	the	true	purpose	of	at	jj	nn1	io
12	the	true	scope	of	at	jj	nn1	io
41	the	true	sense	of	at	jj	nn1	io
15	the	true	significance	of	at	jj	nn1	io
14	the	true	size	of	at	jj	nn1	io
42	the	true	source	of	at	jj	nn1	io
58	the	true	spirit	of	at	jj	nn1	io
23	the	true	state	of	at	jj	nn1	io
171	the	true	story	of	at	jj	nn1	io
51	The	True	Story	of	at	jj	nn1	io
33	The	true	story	of	at	jj	nn1	io
48	the	true	test	of	at	jj	nn1	io
14	The	true	test	of	at	jj	nn1	io
65	the	true	value	of	at	jj	nn1	io
12	the	true	worth	of	at	jj	nn1	io
12	the	tumultuous	events	of	at	jj	nn2	io
12	the	two	traditional	parties	at	mc	jj	nn2
25	the	two-point	touch	technique	at	jj	nn1	nn1
14	the	two-year	anniversary	of	at	jj	nn1	io
13	the	tympanic	membrane	and	at	jj	nn1	cc
13	the	tympanic	membrane	is	at	jj	nn1	vbz
13	the	tympanic	membrane	was	at	jj	nn1	vbdz
21	the	typical	American	diet	at	jj	jj	nn1
12	the	typical	profile	of	at	jj	nn1	io
22	the	worst	terrorist	attack	at	jjt	jj	nn1
13	their	traditional	way	of	appge	jj	nn1	io
12	theological	reflection	on	the	jj	nn1	ii	at
23	Theological	Society	of	America	jj	nn1	io	np1
16	theoretical	and	practical	implications	jj	cc	jj	nn2
15	theoretical	basis	for	the	jj	nn1	if	at
12	theoretical	framework	of	the	jj	nn1	io	at
17	theoretical	point	of	view	jj	nn1	io	nn1
12	theoretical	understanding	of	the	jj	nn1	io	at
19	These	are	tough	times	dd2	vbr	jj	nnt2
14	these	are	tough	times	dd2	vbr	jj	nnt2
25	these	tough	economic	times	dd2	jj	jj	nnt2
12	thick	black	hair	and	jj	jj	nn1	cc
20	thick	layer	of	dust	jj	nn1	io	nn1
12	thin	layer	of	dust	jj	nn1	io	nn1
13	thin	layer	of	the	jj	nn1	io	at
21	thin	man	with	a	jj	nn1	iw	at1
49	this	mornings	top	stories	dd1	nnt2	jj	nn2
26	thorough	analysis	of	the	jj	nn1	io	at
13	thorough	assessment	of	the	jj	nn1	io	at
22	thorough	discussion	of	the	jj	nn1	io	at
39	thorough	examination	of	the	jj	nn1	io	at
19	thorough	investigation	of	the	jj	nn1	io	at
27	thorough	knowledge	of	the	jj	nn1	io	at
54	thorough	review	of	the	jj	nn1	io	at
15	thorough	search	of	the	jj	nn1	io	at
13	thorough	study	of	the	jj	nn1	io	at
73	thorough	understanding	of	the	jj	nn1	io	at
37	threatened	and	endangered	species	jj	cc	jj	nn
20	three-course	meal	for	four	jj	nn1	if	mc
14	three-dimensional	image	of	the	jj	nn1	io	at
56	three-judge	panel	of	the	jj	nn1	io	at
16	three-month	bills	at	a	jj	nn2	ii	at1
15	three-month	bills	with	a	jj	nn2	iw	at1
32	three-run	homer	in	the	jj	nn1	ii	at
24	three-year	contract	with	the	jj	nn1	iw	at
20	through	a	tough	time	ii	at1	jj	nnt1
18	through	his	thinning	hair	ii	appge	jj	nn1
35	through	some	tough	times	ii	dd	jj	nnt2
36	through	the	tall	grass	ii	at	jj	nn1
12	through	the	thick	brush	ii	at	jj	nn1
12	through	the	thin	fabric	ii	at	jj	nn1
26	through	the	tough	times	ii	at	jj	nnt2
20	Tibetan	Book	of	the	jj	nn1	io	at
15	tight	control	of	the	jj	nn1	io	at
16	tight	control	over	the	jj	nn1	ii	at
12	tight	end	in	the	jj	nn1	ii	at
23	tight	grip	on	the	jj	nn1	ii	at
14	tight	jeans	and	a	jj	nn2	cc	at1
15	tiny	bit	of	the	jj	nn1	io	at
13	tiny	corner	of	the	jj	nn1	io	at
24	tiny	fraction	of	a	jj	nn1	io	at1
152	tiny	fraction	of	the	jj	nn1	io	at
18	tiny	fraction	of	what	jj	nn1	io	ddq
22	tiny	hole	in	the	jj	nn1	ii	at
18	tiny	holes	in	the	jj	nn2	ii	at
31	tiny	part	of	the	jj	nn1	io	at
23	tiny	percentage	of	the	jj	nn1	io	at
12	tiny	piece	of	the	jj	nn1	io	at
29	tiny	portion	of	the	jj	nn1	io	at
12	tiny	slice	of	the	jj	nn1	io	at
12	titular	head	of	the	jj	nn1	io	at
14	to	a	terrorist	attack	ii	at1	jj	nn1
13	to	a	terrorist	group	ii	at1	jj	nn1
12	to	a	terrorist	organization	ii	at1	jj	nn1
17	to	a	three-year	contract	ii	at1	jj	nn1
21	to	a	total	stranger	ii	at1	jj	nn1
15	to	a	tropical	depression	ii	at1	jj	nn1
29	to	a	tropical	storm	ii	at1	jj	nn1
14	to	a	two-state	solution	ii	at1	jj	nn1
19	to	a	two-year	contract	ii	at1	jj	nn1
21	to	ask	tough	questions	to	vvi	jj	nn2
15	to	be	top	dog	to	vbi	jj	nn1
12	to	make	technical	information	to	vvi	jj	nn1
27	to	make	tough	choices	to	vvi	jj	nn2
37	to	make	tough	decisions	to	vvi	jj	nn2
80	to	our	top	story	ii	appge	jj	nn1
50	to	pay	top	dollar	to	vvi	jj	nnu1
13	to	prevent	terrorist	attacks	to	vvi	jj	nn2
18	to	provide	technical	assistance	to	vvi	jj	nn1
13	to	repair	torn	cartilage	to	vvi	jj	nn1
12	to	the	tender	mercies	ii	at	jj	nn2
35	to	the	terrorist	attacks	ii	at	jj	nn2
13	to	the	thin	air	ii	at	jj	nn1
13	to	the	top	deck	ii	at	jj	nn1
56	to	the	top	floor	ii	at	jj	nn1
16	to	the	top	floor	ii22	at	jj	nn1
30	to	the	top	job	ii	at	jj	nn1
16	to	the	top	ranks	ii	at	jj	nn2
21	to	the	top	spot	ii	at	jj	nn1
12	to	the	total	cost	ii	at	jj	nn1
42	to	the	total	number	ii	at	jj	nn1
12	to	the	total	population	ii	at	jj	nn1
20	to	the	total	variance	ii	at	jj	nn1
13	to	the	Turkish	border	ii	at	jj	nn1
22	top	button	of	her	jj	nn1	io	appge
28	top	button	of	his	jj	nn1	io	appge
15	top	commander	in	Iraq	jj	nn1	ii	np1
15	top	deck	of	the	jj	nn1	io	at
44	top	Democrat	on	the	jj	nn1	ii	at
18	top	dollar	for	a	jj	nnu1	if	at1
18	top	dollar	for	the	jj	nnu1	if	at
28	top	drawer	of	the	jj	nn1	io	at
14	top	echelons	of	the	jj	nn2	io	at
67	top	edge	of	the	jj	nn1	io	at
15	top	edges	of	the	jj	nn2	io	at
68	top	end	of	the	jj	nn1	io	at
13	top	executives	of	the	jj	nn2	io	at
46	top	floor	of	a	jj	nn1	io	at1
120	top	floor	of	the	jj	nn1	io	at
12	top	floors	of	the	jj	nn2	io	at
24	top	half	of	a	jj	nn1	io	at1
15	top	half	of	his	jj	nn1	io	appge
113	top	half	of	the	jj	nn1	io	at
14	top	hat	and	tails	jj	nn1	cc	nn2
12	top	high	school	players	jj	jj	nn1	nn2
16	top	honors	in	the	jj	nn2	ii	at
17	top	income	tax	rate	jj	nn1	nn1	nn1
16	top	job	at	the	jj	nn1	ii	at
13	top	job	in	the	jj	nn1	ii	at
20	top	layer	of	skin	jj	nn1	io	nn1
16	top	layer	of	the	jj	nn1	io	at
31	top	leaders	of	the	jj	nn2	io	at
16	top	leadership	of	the	jj	nn1	io	at
23	top	level	of	the	jj	nn1	io	at
26	top	levels	of	the	jj	nn2	io	at
12	top	marginal	tax	rate	jj	jj	nn1	nn1
20	top	members	of	the	jj	nn2	io	at
20	top	official	at	the	jj	nn1	ii	at
22	top	official	in	the	jj	nn1	ii	at
24	top	official	of	the	jj	nn1	io	at
14	top	officials	at	the	jj	nn2	ii	at
24	top	officials	in	the	jj	nn2	ii	at
34	top	officials	of	the	jj	nn2	io	at
27	top	part	of	the	jj	nn1	io	at
24	top	people	in	the	jj	nn	ii	at
39	top	pick	in	the	jj	nn1	ii	at
37	top	players	in	the	jj	nn2	ii	at
14	top	portion	of	the	jj	nn1	io	at
17	top	priorities	for	meeting	jj	nn2	if	vvg
12	top	priorities	for	the	jj	nn2	if	at
44	top	priority	for	the	jj	nn1	if	at
14	top	priority	in	the	jj	nn1	ii	at
22	top	priority	is	to	jj	nn1	vbz	to
21	top	priority	of	the	jj	nn1	io	at
26	top	ranks	of	the	jj	nn2	io	at
35	top	Republican	on	the	jj	nn1	ii	at
12	top	right	corner	of	jj	jj	nn1	io
12	top	row	of	the	jj	nn1	io	at
13	top	rung	of	the	jj	nn1	io	at
21	top	seed	in	the	jj	nn1	ii	at
15	top	sheet	of	paper	jj	nn1	io	nn1
21	top	shelf	of	the	jj	nn1	io	at
38	top	spot	in	the	jj	nn1	ii	at
18	top	spot	on	the	jj	nn1	ii	at
27	top	step	of	the	jj	nn1	io	at
12	top	stories	in	the	jj	nn2	ii	at
16	top	stories	of	the	jj	nn2	io	at
16	top	story	of	the	jj	nn1	io	at
12	top	story	this	hour	jj	nn1	dd1	nnt1
18	top	story	this	morning	jj	nn1	dd1	nnt1
25	top	surface	of	the	jj	nn1	io	at
41	top	teams	in	the	jj	nn2	ii	at
14	TOP-PERFORMING	STOCK	MUTUAL	FUNDS	jj	nn1	jj	nn2
37	torn	anterior	cruciate	ligament	jj	jj	nn1	nn1
14	torn	cartilage	in	his	jj	nn1	ii	appge
17	torn	ligament	in	his	jj	nn1	ii	appge
13	torn	ligaments	in	his	jj	nn2	ii	appge
29	total	amount	of	money	jj	nn1	io	nn1
19	total	amount	of	the	jj	nn1	io	at
12	total	amount	of	time	jj	nn1	io	nnt1
33	total	area	of	the	jj	nn1	io	at
14	total	collapse	of	the	jj	nn1	io	at
47	total	control	of	the	jj	nn1	io	at
27	total	control	over	the	jj	nn1	ii	at
18	total	cost	of	ownership	jj	nn1	io	nn1
91	total	cost	of	the	jj	nn1	io	at
28	total	disregard	for	the	jj	nn1	if	at
52	total	eclipse	of	the	jj	nn1	io	at
36	Total	eclipse	of	the	jj	nn1	io	at
12	total	energy	of	the	jj	nn1	io	at
19	Total	Independence	of	Angola	jj	nn1	io	np1
12	total	land	area	of	jj	nn1	nn1	io
12	total	mass	of	the	jj	nn1	io	at
15	total	number	of	cases	jj	nn1	io	nn2
24	total	number	of	children	jj	nn1	io	nn2
12	total	number	of	days	jj	nn1	io	nnt2
22	total	number	of	items	jj	nn1	io	nn2
13	total	number	of	jobs	jj	nn1	io	nn2
12	total	number	of	new	jj	nn1	io	jj
17	total	number	of	participants	jj	nn1	io	nn2
12	total	number	of	patients	jj	nn1	io	nn2
49	total	number	of	people	jj	nn1	io	nn
14	total	number	of	points	jj	nn1	io	nn2
16	total	number	of	respondents	jj	nn1	io	nn2
20	total	number	of	responses	jj	nn1	io	nn2
22	total	number	of	species	jj	nn1	io	nn
45	total	number	of	students	jj	nn1	io	nn2
12	total	number	of	the	jj	nn1	io	at
14	total	number	of	U.S.	jj	nn1	io	np1
12	total	number	of	women	jj	nn1	io	nn2
20	total	number	of	words	jj	nn1	io	nn2
12	total	number	of	years	jj	nn1	io	nnt2
18	total	offense	in	the	jj	nn1	ii	at
13	total	population	in	the	jj	nn1	ii	at
35	total	population	of	the	jj	nn1	io	at
14	total	return	for	the	jj	nn1	if	at
12	total	sample	size	of	jj	nn1	nn1	io
14	total	score	for	the	jj	nn1	if	at
18	total	score	on	the	jj	nn1	ii	at
32	total	scores	on	the	jj	nn2	ii	at
24	total	sections	or	more	jj	nn2	cc	rrr
15	Total	spending	per	student	jj	nn1	ii	nn1
39	total	value	of	the	jj	nn1	io	at
20	total	waste	of	time	jj	nn1	io	nnt1
16	total	weight	of	the	jj	nn1	io	at
13	total	yards	in	the	jj	nn2	ii	at
44	tough	act	to	follow	jj	nn1	to	vvi
22	tough	decision	to	make	jj	nn1	to	vvi
17	tough	decisions	to	make	jj	nn2	to	vvi
20	tough	ends	of	asparagus	jj	nn2	io	nn1
14	tough	guy	with	a	jj	nn1	iw	at1
26	tough	nut	to	crack	jj	nn1	to	vvi
18	tough	question	to	answer	jj	nn1	to	vvi
22	tough	questions	about	the	jj	nn2	ii	at
19	tough	row	to	hoe	jj	nn1	to	vvi
27	tough	thing	to	do	jj	nn1	to	vdi
15	tough	time	for	the	jj	nnt1	if	at
13	tough	time	in	the	jj	nnt1	ii	at
15	tough	time	of	it	jj	nnt1	io	pph1
18	tough	time	to	be	jj	nnt1	to	vbi
12	tough	times	in	the	jj	nnt2	ii	at
15	tough	week	for	the	jj	nnt1	if	at
12	tough	year	for	the	jj	nnt1	if	at
28	toxic	chemicals	in	the	jj	nn2	ii	at
81	Toxic	Substances	and	Disease	jj	nn2	cc	nn1
12	toxic	substances	in	the	jj	nn2	ii	at
16	Toxic	Substances	Management	Policy	jj	nn2	nn1	nn1
29	traditional	and	nontraditional	students	jj	cc	jj	nn2
16	traditional	attitudes	toward	women	jj	nn2	ii	nn2
14	traditional	methods	of	analysis	jj	nn2	io	nn1
14	traditional	role	as	the	jj	nn1	ii	at
20	traditional	role	of	the	jj	nn1	io	at
28	traditional	sense	of	the	jj	nn1	io	at
12	traditional	start	of	the	jj	nn1	io	at
12	traditional	values	of	the	jj	nn2	io	at
50	traditional	way	of	life	jj	nn1	io	nn1
12	traditional	ways	of	life	jj	nn2	io	nn1
12	tragic	events	of	September	jj	nn2	io	npm1
17	tragic	loss	of	life	jj	nn1	io	nn1
30	trailing	edge	of	the	jj	nn1	io	at
13	trained	and	untrained	groups	jj	cc	jj	nn2
18	training	and	technical	assistance	nn1	cc	jj	nn1
16	traumatic	brain	injury	and	jj	nn1	nn1	cc
