5	a	bacterial	or	viral	infection	at1	jj	cc	jj	nn1
6	Medicine	and	vice	president	of	nn1	cc	jj	nn1	io
6	met	with	varying	degrees	of	vvn	iw	jj	nn2	io
5	might	be	the	very	thing	vm	vbi	at	jj	nn1
11	moderate	to	vigorous	physical	activity	jj	ii	jj	jj	nn1
7	most	valuable	part	of	the	rgt	jj	nn1	io	at
23	most	valuable	player	in	the	rgt	jj	nn1	ii	at
5	Most	Valuable	Player	in	the	rgt	jj	nn1	ii	at
13	most	valuable	player	of	the	rgt	jj	nn1	io	at
6	most	valuable	player	of	the	dat	jj	nn1	io	at
5	Most	Valuable	Player	of	the	rgt	jj	nn1	io	at
6	most	valuable	real	estate	in	rgt	jj	jj	nn1	ii
5	most	valuable	thing	in	the	rgt	jj	nn1	ii	at
7	most	visible	sign	of	the	rgt	jj	nn1	io	at
6	most	visible	symbol	of	the	rgt	jj	nn1	io	at
5	most	vocal	opponents	of	the	rgt	jj	nn2	io	at
9	most	vulnerable	members	of	our	rgt	jj	nn2	io	appge
8	most	vulnerable	members	of	society	rgt	jj	nn2	io	nn1
6	most	vulnerable	part	of	the	rgt	jj	nn1	io	at
11	multiple	disabilities	and	visual	impairments	jj	nn2	cc	jj	nn2
16	music	and	the	visual	arts	nn1	cc	at	jj	nn2
8	n't	have	a	vested	interest	xx	vhi	at1	jj	nn1
5	named	a	vice	president	of	vvn	at1	jj	nn1	io
5	named	Most	Valuable	Player	in	vvn	dat	jj	nn1	ii
6	named	most	valuable	player	of	vvn	dat	jj	nn1	io
5	named	senior	vice	president	and	vvn	jj	jj	nn1	cc
8	named	senior	vice	president	of	vvn	jj	jj	nn1	io
5	named	the	most	valuable	player	vvn	at	rgt	jj	nn1
7	national	vice	president	of	the	jj	jj	nn1	io	at
7	near	the	very	end	of	ii	at	jj	nn1	io
7	new	position	of	vice	president	jj	nn1	io	jj	nn1
5	new	post	of	vice	president	jj	nn1	io	jj	nn1
14	next	vice	president	of	the	md	jj	nn1	io	at
7	no	longer	a	viable	option	rr21	rr22	at1	jj	nn1
14	no	visible	means	of	support	at	jj	nn	io	nn1
5	not	have	a	vested	interest	xx	vhi	at1	jj	nn1
14	now	a	senior	vice	president	rt	at1	jj	jj	nn1
14	now	a	vice	president	at	rt	at1	jj	nn1	ii
5	now	a	vice	president	for	rt	at1	jj	nn1	if
9	now	a	vice	president	of	rt	at1	jj	nn1	io
7	now	a	visiting	professor	at	rt	at1	jj	nn1	ii
7	now	a	visiting	scholar	at	rt	at1	jj	nn1	ii
6	now	executive	vice	president	of	rt	jj	jj	nn1	io
5	now	senior	vice	president	of	rt	jj	jj	nn1	io
5	now	the	vice	president	of	rt	at	jj	nn1	io
14	now	vice	president	of	the	rt	jj	nn1	io	at
5	of	a	vanishing	breed	of	io	at1	jj	nn1	io
7	of	a	vast	array	of	io	at1	jj	nn1	io
10	of	a	vast	network	of	io	at1	jj	nn1	io
6	of	a	vast	number	of	io	at1	jj	nn1	io
6	of	a	vast	right-wing	conspiracy	io	at1	jj	jj	nn1
5	of	a	vested	interest	in	io	at1	jj	nn1	ii
7	of	a	vibrant	civil	society	io	at1	jj	jj	nn1
5	of	a	vicious	civil	war	io	at1	jj	jj	nn1
13	of	adolescents	with	visual	impairments	io	nn2	iw	jj	nn2
13	of	adults	with	visual	impairments	io	nn2	iw	jj	nn2
10	of	blindness	and	visual	impairment	io	nn1	cc	jj	nn1
10	of	children	with	visual	impairment	io	nn2	iw	jj	nn1
68	of	children	with	visual	impairments	io	nn2	iw	jj	nn2
13	of	extra	virgin	olive	oil	io	jj	jj	jj	nn1
21	of	individuals	with	visual	impairments	io	nn2	iw	jj	nn2
9	of	infants	with	visual	impairments	io	nn2	iw	jj	nn2
5	of	my	most	vivid	memories	io	appge	rgt	jj	nn2
5	of	our	most	vulnerable	citizens	io	appge	rgt	jj	nn2
19	of	people	with	visual	impairments	io	nn	iw	jj	nn2
21	of	persons	with	visual	impairments	io	nn2	iw	jj	nn2
5	of	physical	and	verbal	abuse	io	jj	cc	jj	nn1
6	of	senior	vice	president	of	io	jj	jj	nn1	io
476	of	students	with	visual	impairments	io	nn2	iw	jj	nn2
10	of	the	former	vice	president	io	at	da	jj	nn1
5	of	the	most	valuable	aspects	io	at	rgt	jj	nn2
6	of	the	most	valuable	assets	io	at	rgt	jj	nn2
5	of	the	most	vexing	issues	io	at	rgt	jj	nn2
5	of	the	most	vexing	problems	io	at	rgt	jj	nn2
5	of	the	most	vexing	questions	io	at	rgt	jj	nn2
6	of	the	most	violent	cities	io	at	rgt	jj	nn2
5	of	the	most	violent	criminals	io	at	rgt	jj	nn2
5	of	the	most	vocal	critics	io	at	rgt	jj	nn2
5	of	the	most	vulnerable	members	io	at	rgt	jj	nn2
8	of	the	most	vulnerable	people	io	at	rgt	jj	nn
5	of	the	Shoah	Visual	History	io	at	np1	jj	nn1
5	of	the	true	vocal	folds	io	at	jj	jj	nn2
12	of	the	various	aspects	of	io	at	jj	nn2	io
6	of	the	various	branches	of	io	at	jj	nn2	io
6	of	the	various	categories	of	io	at	jj	nn2	io
5	of	the	various	departments	of	io	at	jj	nn2	io
5	of	the	various	ethnic	groups	io	at	jj	jj	nn2
10	of	the	various	forms	of	io	at	jj	nn2	io
5	of	the	various	groups	that	io	at	jj	nn2	cst
8	of	the	various	kinds	of	io	at	jj	nn2	io
7	of	the	various	levels	of	io	at	jj	nn2	io
6	of	the	various	parts	of	io	at	jj	nn2	io
5	of	the	various	stages	of	io	at	jj	nn2	io
17	of	the	various	types	of	io	at	jj	nn2	io
6	of	the	various	ways	in	io	at	jj	nn2	ii
5	of	the	vast	amounts	of	io	at	jj	nn2	io
13	of	the	vast	array	of	io	at	jj	nn1	io
78	of	the	vast	majority	of	io	at	jj	nn1	io
6	of	the	vast	number	of	io	at	jj	nn1	io
6	of	the	Venezuelan	armed	forces	io	at	jj	jj	nn2
7	of	the	very	essence	of	io	at	jj	nn1	io
6	of	the	very	existence	of	io	at	jj	nn1	io
6	of	the	very	fabric	of	io	at	jj	nn1	io
15	of	the	very	idea	of	io	at	jj	nn1	io
5	of	the	very	kind	of	io	at	jj	nn1	io
5	of	the	very	meaning	of	io	at	jj	nn1	io
14	of	the	very	nature	of	io	at	jj	nn1	io
10	of	the	very	notion	of	io	at	jj	nn1	io
16	of	the	very	people	who	io	at	jj	nn	pnqs
5	of	the	very	process	of	io	at	jj	nn1	io
7	of	the	very	things	that	io	at	jj	nn2	cst
9	of	the	vice	president	and	io	at	jj	nn1	cc
8	of	the	vice	president	of	io	at	jj	nn1	io
5	of	the	vital	limits	on	io	at	jj	nn2	ii
5	of	those	with	visual	impairments	io	dd2	iw	jj	nn2
10	of	various	aspects	of	the	io	jj	nn2	io	at
5	of	various	kinds	in	the	io	jj	nn2	ii	at
9	of	various	members	of	the	io	jj	nn2	io	at
5	of	various	parts	of	the	io	jj	nn2	io	at
5	of	various	segments	of	the	io	jj	nn2	io	at
9	of	various	shapes	and	sizes	io	jj	nn2	cc	nn2
11	of	Veterinary	Medicine	and	animal-behavior	io	jj	nn1	cc	jj
5	of	Veterinary	Medicine	and	vice	io	jj	nn1	cc	jj
5	of	Veterinary	Medicine	and	vice	io	jj	nn1	cc	jj
6	of	violent	crime	in	the	io	jj	nn1	ii	at
5	of	visible	matter	in	the	io	jj	nn1	ii	at
13	of	Visual	Arts	in	New	io	jj	nn2	ii	np1
24	of	visual	impairment	and	blindness	io	jj	nn1	cc	nn1
7	of	visual	impairment	and	gender	io	jj	nn1	cc	nn1
6	of	visual	impairment	and	the	io	jj	nn1	cc	at
5	of	vital	importance	in	the	io	jj	nn1	ii	at
15	of	vital	importance	to	the	io	jj	nn1	ii	at
6	of	vital	interest	to	the	io	jj	nn1	ii	at
5	of	vocal	literature	with	a	io	jj	nn1	iw	at1
7	of	young	children	with	visual	io	jj	nn2	iw	jj
9	of	youths	with	visual	impairments	io	nn2	iw	jj	nn2
21	office	of	the	vice	president	nn1	io	at	jj	nn1
5	officer	and	vice	president	of	nn1	cc	jj	nn1	io
10	older	adults	with	visual	impairment	jjr	nn2	iw	jj	nn1
11	on	a	V-shaped	rack	in	ii	at1	jj	nn1	ii
7	on	a	vast	array	of	ii	at1	jj	nn1	io
10	on	a	voluntary	basis	and	ii	at1	jj	nn1	cc
13	on	the	vast	majority	of	ii	at	jj	nn1	io
9	on	the	very	brink	of	ii	at	jj	nn1	io
8	on	the	very	day	he	ii	at	jj	nnt1	pphs1
13	on	the	very	day	of	ii	at	jj	nnt1	io
20	on	the	very	day	that	ii	at	jj	nnt1	cst
7	on	the	very	day	the	ii	at	jj	nnt1	at
51	on	the	very	edge	of	ii	at	jj	nn1	io
5	on	the	very	edges	of	ii	at	jj	nn2	io
12	on	the	very	eve	of	ii	at	jj	nnt1	io
6	on	the	very	idea	of	ii	at	jj	nn1	io
7	on	the	very	nature	of	ii	at	jj	nn1	io
9	on	the	very	spot	where	ii	at	jj	nn1	cs
5	on	the	very	thing	that	ii	at	jj	nn1	cst
9	on	the	very	tip	of	ii	at	jj	nn1	io
12	on	the	very	top	of	ii	at	jj	nn1	io
22	on	various	aspects	of	the	ii	jj	nn2	io	at
12	on	various	parts	of	the	ii	jj	nn2	io	at
6	one	of	the	very	things	mc1	io	at	jj	nn2
6	one	of	the	vice	president	mc1	io	at	jj	nn1
11	only	a	vague	idea	of	rr	at1	jj	nn1	io
5	only	a	vague	memory	of	rr	at1	jj	nn1	io
7	only	a	vague	sense	of	rr	at1	jj	nn1	io
9	only	at	the	very	end	rr	ii	at	jj	nn1
6	onset	of	the	visual	impairment	nn1	io	at	jj	nn1
5	operated	with	varying	degrees	of	vvn	iw	jj	nn2	io
9	or	a	visual	field	of	cc	at1	jj	nn1	io
5	or	extra	virgin	olive	oil	cc	jj	jj	jj	nn1
5	or	the	vice	president	or	cc	at	jj	nn1	cc
6	other	verbal	or	physical	conduct	jj	jj	cc	jj	nn1
6	our	articles	provide	valuable	opportunities	appge	nn2	vv0	jj	nn2
6	our	very	way	of	life	appge	jj	nn1	io	nn1
8	out	of	a	vending	machine	ii21	ii22	at1	jj	nn1
8	out	that	the	vast	majority	rp	cst	at	jj	nn1
8	outward	and	visible	sign	of	jj	cc	jj	nn1	io
7	owes	its	very	existence	to	vvz	appge	jj	nn1	ii
6	paints	a	vivid	picture	of	vvz	at1	jj	nn1	io
12	parent	with	a	visual	impairment	nn1	iw	at1	jj	nn1
7	Parker	and	the	Vicious	Circle	np1	cc	at	jj	nn1
6	part	of	a	vicious	cycle	nn1	io	at1	jj	nn1
7	participants	with	visual	impairments	and	nn2	iw	jj	nn2	cc
5	participants	with	visual	impairments	in	nn2	iw	jj	nn2	ii
6	participants	with	visual	impairments	were	nn2	iw	jj	nn2	vbdr
6	patients	who	received	variceal	ligation	nn2	pnqs	vvd	jj	nn1
6	patients	with	vocal	fold	paralysis	nn2	iw	jj	nn1	nn1
9	people	at	the	very	top	nn	ii	at	jj	nn1
6	percent	drop	in	violent	crime	nnu	nn1	ii	jj	nn1
8	percent	of	the	voting-age	population	nnu	io	at	jj	nn1
7	performing	and	visual	arts	school	nn1	cc	jj	nn2	nn1
7	performing	and	visual	arts	schools	nn1	cc	jj	nn2	nn2
6	person	with	a	visual	impairment	nn1	iw	at1	jj	nn1
8	persons	with	visual	impairment	or	nn2	iw	jj	nn1	cc
8	persons	with	visual	impairments	in	nn2	iw	jj	nn2	ii
9	persons	with	visual	impairments	who	nn2	iw	jj	nn2	pnqs
9	PHOTOGRAPHED	BY	JONNY	VALIANT	Photograph	vvn	ii	jj	jj	nn1
9	Planetarium	and	a	visiting	research	np1	cc	at1	jj	nn1
13	play	a	valuable	role	in	vvi	at1	jj	nn1	ii
5	play	a	vital	part	in	vv0	at1	jj	nn1	ii
56	play	a	vital	role	in	vv0	at1	jj	nn1	ii
39	play	a	vital	role	in	vvi	at1	jj	nn1	ii
7	played	a	vital	part	in	vvd	at1	jj	nn1	ii
39	played	a	vital	role	in	vvd	at1	jj	nn1	ii
24	played	a	vital	role	in	vvn	at1	jj	nn1	ii
8	playing	a	vital	role	in	vvg	at1	jj	nn1	ii
40	plays	a	vital	role	in	vvz	at1	jj	nn1	ii
9	point-of-view	bias	in	videotaped	confessions	nn1	nn1	ii	jj	nn2
8	Policy	for	Visual	Art	Education	nn1	if	jj	nn1	nn1
5	pop	cap	Visual	programming	Turns	nn1	nn1	jj	nn1	vvz
5	portrayal	of	the	visual	impairment	nn1	io	at	jj	nn1
6	position	as	vice	president	of	nn1	csa	jj	nn1	io
5	position	of	vice	president	of	nn1	io	jj	nn1	io
6	potentially	valuable	area	of	human	rr	jj	nn1	io	jj
16	preparation	programs	in	visual	impairment	nn1	nn2	ii	jj	nn1
9	president	and	a	vice	president	nn1	cc	at1	jj	nn1
63	president	and	the	vice	president	nn1	cc	at	jj	nn1
14	President	and	the	Vice	President	nn1	cc	at	jj	nn1
6	president	and	two	vice	presidents	nn1	cc	mc	jj	nn2
7	president	and	vice	president	and	nn1	cc	jj	nn1	cc
5	president	and	vice	president	are	nn1	cc	jj	nn1	vbr
6	president	and	vice	president	have	nn1	cc	jj	nn1	vh0
5	president	and	vice	president	in	nn1	cc	jj	nn1	ii
13	president	and	vice	president	of	nn1	cc	jj	nn1	io
7	president	and	vice	president	to	nn1	cc	jj	nn1	to
14	president	or	the	vice	president	nn1	cc	at	jj	nn1
7	presidential	and	vice	presidential	candidates	jj	cc	jj	jj	nn2
5	producing	valid	and	reliable	findings	vvg	jj	cc	jj	nn2
5	project	from	the	very	beginning	nn1	ii	at	jj	nn1
10	projects	in	various	stages	of	nn2	ii	jj	nn2	io
9	promoted	to	senior	vice	president	vvn	ii	jj	jj	nn1
14	promoted	to	vice	president	of	vvn	ii	jj	nn1	io
6	provide	valuable	insight	into	the	vvi	jj	nn1	ii	at
10	provide	valuable	opportunities	for	insight	vv0	jj	nn2	if	nn1
6	provides	a	visual	representation	of	vvz	at1	jj	nn1	io
5	provides	a	vivid	example	of	vvz	at1	jj	nn1	io
7	provides	valuable	insight	into	the	vvz	jj	nn1	ii	at
5	range	continuously	variable	Drive	Wheels	nn1	rr	jj	nn1	vvz
7	rate	of	venous	thromboembolic	events	nn1	io	jj	jj	nn2
5	realistic	portrayal	of	the	visual	jj	nn1	io	at	jj
8	regional	vice	president	of	the	jj	jj	nn1	io	at
12	reliable	and	valid	measure	of	jj	cc	jj	nn1	io
9	reliable	and	valid	measures	of	jj	cc	jj	nn2	io
5	remain	a	vital	part	of	vvi	at1	jj	nn1	io
7	remains	a	vital	part	of	vvz	at1	jj	nn1	io
5	repertoire	of	vocal	literature	with	nn1	io	jj	nn1	iw
5	Republican	candidate	for	vice	president	nn1	nn1	if	jj	nn1
5	responsible	for	the	vast	majority	jj	if	at	jj	nn1
7	right	at	the	very	beginning	rr	ii	at	jj	nn1
6	right	before	our	very	eyes	rr	ii	appge	jj	nn2
7	right	before	your	very	eyes	rr	ii	appge	jj	nn2
18	right	from	the	very	beginning	rr	ii	at	jj	nn1
9	right	from	the	very	beginning	nn1	ii	at	jj	nn1
5	risk	factors	for	venous	thromboembolism	nn1	nn2	if	jj	nn1
9	said	at	the	very	beginning	vvd	ii	at	jj	nn1
10	said	from	the	very	beginning	vvd	ii	at	jj	nn1
8	said	from	the	very	beginning	vvn	ii	at	jj	nn1
5	said	in	the	very	beginning	vvd	ii	at	jj	nn1
8	said	the	vast	majority	of	vvd	at	jj	nn1	io
5	say	that	the	vast	majority	vvi	cst	at	jj	nn1
6	say	the	vast	majority	of	vv0	at	jj	nn1	io
5	says	that	the	vast	majority	vvz	cst	at	jj	nn1
12	says	the	vast	majority	of	vvz	at	jj	nn1	io
19	School	of	Veterinary	Medicine	and	nn1	io	jj	nn1	cc
6	School	of	Visual	Arts	and	nn1	io	jj	nn2	cc
17	School	of	Visual	Arts	in	nn1	io	jj	nn2	ii
7	SECAC	Policy	for	Visual	Art	jj	nn1	if	jj	nn1
5	self-confessed	violent	crimes	against	women	jj	jj	nn2	ii	nn2
5	senior	editor	at	Vegetarian	Times	jj	nn1	ii	jj	nnt2
36	senior	vice	president	and	chief	jj	jj	nn1	cc	jj
33	senior	vice	president	and	director	jj	jj	nn1	cc	nn1
9	senior	vice	president	and	fashion	jj	jj	nn1	cc	nn1
51	senior	vice	president	and	general	jj	jj	nn1	cc	jj
7	senior	vice	president	and	group	jj	jj	nn1	cc	nn1
7	senior	vice	president	and	head	jj	jj	nn1	cc	nn1
43	senior	vice	president	at	the	jj	jj	nn1	ii	at
8	senior	vice	president	for	business	jj	jj	nn1	if	nn1
8	senior	vice	president	for	communications	jj	jj	nn1	if	nn2
6	senior	vice	president	for	conservation	jj	jj	nn1	if	nn1
9	senior	vice	president	for	corporate	jj	jj	nn1	if	jj
8	senior	vice	president	for	finance	jj	jj	nn1	if	nn1
5	senior	vice	president	for	government	jj	jj	nn1	if	nn1
6	senior	vice	president	for	human	jj	jj	nn1	if	jj
5	senior	vice	president	for	labor	jj	jj	nn1	if	nn1
5	senior	vice	president	for	law	jj	jj	nn1	if	nn1
20	senior	vice	president	for	marketing	jj	jj	nn1	if	nn1
6	senior	vice	president	for	operations	jj	jj	nn1	if	nn2
10	senior	vice	president	for	public	jj	jj	nn1	if	jj
10	senior	vice	president	for	research	jj	jj	nn1	if	nn1
8	senior	vice	president	for	sales	jj	jj	nn1	if	nn
5	senior	vice	president	for	strategic	jj	jj	nn1	if	jj
19	senior	vice	president	for	the	jj	jj	nn1	if	at
6	senior	vice	president	for	worldwide	jj	jj	nn1	if	jj
18	senior	vice	president	in	charge	jj	jj	nn1	ii31	ii32
5	senior	vice	president	in	the	jj	jj	nn1	ii	at
7	senior	vice	president	of	a	jj	jj	nn1	io	at1
6	senior	vice	president	of	basketball	jj	jj	nn1	io	nn1
19	senior	vice	president	of	business	jj	jj	nn1	io	nn1
14	senior	vice	president	of	corporate	jj	jj	nn1	io	jj
5	senior	vice	president	of	development	jj	jj	nn1	io	nn1
10	senior	vice	president	of	finance	jj	jj	nn1	io	nn1
7	senior	vice	president	of	football	jj	jj	nn1	io	nn1
9	senior	vice	president	of	human	jj	jj	nn1	io	jj
49	senior	vice	president	of	marketing	jj	jj	nn1	io	nn1
5	senior	vice	president	of	medical	jj	jj	nn1	io	jj
5	senior	vice	president	of	merchandising	jj	jj	nn1	io	vvg
19	senior	vice	president	of	operations	jj	jj	nn1	io	nn2
7	senior	vice	president	of	product	jj	jj	nn1	io	nn1
7	senior	vice	president	of	programming	jj	jj	nn1	io	vvg
6	senior	vice	president	of	programming	jj	jj	nn1	io	nn1
16	senior	vice	president	of	research	jj	jj	nn1	io	nn1
21	senior	vice	president	of	sales	jj	jj	nn1	io	nn
131	senior	vice	president	of	the	jj	jj	nn1	io	at
9	senior	vice	president	of	The	jj	jj	nn1	io	at
7	senior	vice	president	of	worldwide	jj	jj	nn1	io	jj
5	senior	vice	president	who	oversees	jj	jj	nn1	pnqs	vvz
18	senior	vice	president	with	the	jj	jj	nn1	iw	at
6	serve	as	vice	president	of	vvi	rg	jj	nn1	io
7	served	as	executive	vice	president	vvd	rg	jj	jj	nn1
6	served	as	senior	vice	president	vvd	rg	jj	jj	nn1
5	served	as	vice	president	and	vvd	rg	jj	nn1	cc
8	served	as	vice	president	of	vvd	rg	jj	nn1	io
7	serves	as	vice	chairman	of	vvz	rg	jj	nn1	io
7	serves	as	vice	president	of	vvz	rg	jj	nn1	io
5	serving	as	vice	president	of	vvg	rg	jj	nn1	io
10	severity	of	visual	impairment	and	nn1	io	jj	nn1	cc
5	she	was	vice	president	of	pphs1	vbdz	jj	nn1	io
9	show	that	the	vast	majority	vv0	cst	at	jj	nn1
5	showed	that	the	vast	majority	vvd	cst	at	jj	nn1
12	Since	the	vast	majority	of	cs	at	jj	nn1	io
11	since	the	vast	majority	of	cs	at	jj	nn1	io
15	since	the	very	beginning	of	cs	at	jj	nn1	io
12	small	but	vocal	group	of	jj	ccb	jj	nn1	io
5	So	from	the	very	beginning	rr	ii	at	jj	nn1
11	some	of	the	very	people	dd	io	at	jj	nn
7	some	of	the	very	things	dd	io	at	jj	nn2
5	sports	and/or	vigorous	physical	activities	nn2	cc	jj	jj	nn2
6	sprayed	with	noncaloric	vegetable-based	spray	vvn	iw	jj	jj	nn1
9	St.	Helens	National	Volcanic	Monument	np1	np1	jj	jj	nn1
5	staff	of	the	vice	president	nn	io	at	jj	nn1
5	staff	to	the	vice	president	nn	ii	at	jj	nn1
15	start	at	the	very	beginning	vvi	ii	at	jj	nn1
5	stay	for	the	various	levels	vvi	if	at	jj	nn2
11	story	from	the	very	beginning	nn1	ii	at	jj	nn1
8	strikes	at	the	very	heart	vvz	ii	at	jj	nn1
20	student	with	a	visual	impairment	nn1	iw	at1	jj	nn1
105	students	with	visual	impairments	and	nn2	iw	jj	nn2	cc
29	students	with	visual	impairments	are	nn2	iw	jj	nn2	vbr
8	students	with	visual	impairments	at	nn2	iw	jj	nn2	ii
9	students	with	visual	impairments	can	nn2	iw	jj	nn2	vm
12	students	with	visual	impairments	have	nn2	iw	jj	nn2	vh0
54	students	with	visual	impairments	in	nn2	iw	jj	nn2	ii
15	students	with	visual	impairments	is	nn2	iw	jj	nn2	vbz
10	students	with	visual	impairments	may	nn2	iw	jj	nn2	vm
8	students	with	visual	impairments	must	nn2	iw	jj	nn2	vm
6	students	with	visual	impairments	need	nn2	iw	jj	nn2	vv0
11	students	with	visual	impairments	or	nn2	iw	jj	nn2	cc
7	students	with	visual	impairments	reported	nn2	iw	jj	nn2	vvd
7	students	with	visual	impairments	should	nn2	iw	jj	nn2	vm
6	students	with	visual	impairments	that	nn2	iw	jj	nn2	cst
16	students	with	visual	impairments	to	nn2	iw	jj	nn2	to
5	students	with	visual	impairments	was	nn2	iw	jj	nn2	vbdz
17	students	with	visual	impairments	were	nn2	iw	jj	nn2	vbdr
27	students	with	visual	impairments	who	nn2	iw	jj	nn2	pnqs
8	Study	in	the	Visual	Arts	nn1	ii	at	jj	nn2
5	subjects	with	various	levels	of	nn2	iw	jj	nn2	io
9	such	a	vital	part	of	da	at1	jj	nn1	io
5	suffering	from	a	viral	infection	vvg	ii	at1	jj	nn1
5	support	of	the	vast	majority	nn1	io	at	jj	nn1
5	supported	its	various	activities	during	vvn	appge	jj	nn2	ii
22	tablespoon	extra	virgin	olive	oil	nn1	jj	jj	jj	nn1
107	tablespoons	extra	virgin	olive	oil	nn2	jj	jj	jj	nn1
7	take	a	virtual	tour	of	vvi	at1	jj	nn1	io
5	take	a	virtual	tour	of	vv0	at1	jj	nn1	io
11	Tbs.	extra	virgin	olive	oil	np1	jj	jj	jj	nn1
40	Tbsp.	extra	virgin	olive	oil	nnu	jj	jj	jj	nn1
25	teaching	students	with	visual	impairments	vvg	nn2	iw	jj	nn2
7	teaspoon	extra	virgin	olive	oil	nn1	jj	jj	jj	nn1
7	than	in	the	vegetarian	group	csn	ii	at	jj	nn1
7	than	the	never	victimized	group	csn	at	rr	jj	nn1
9	than	the	vast	majority	of	csn	at	jj	nn1	io
13	that	a	vast	majority	of	cst	at1	jj	nn1	io
5	that	adolescents	with	visual	impairments	cst	nn2	iw	jj	nn2
9	that	at	the	very	moment	cst	ii	at	jj	nn1
11	that	at	this	very	moment	cst	ii	dd1	jj	nn1
8	that	by	its	very	nature	cst	ii	appge	jj	nn1
10	that	children	with	visual	impairments	cst	nn2	iw	jj	nn2
29	that	from	the	very	beginning	cst	ii	at	jj	nn1
5	that	from	the	very	beginning	dd1	ii	at	jj	nn1
8	that	individuals	with	visual	impairments	cst	nn2	iw	jj	nn2
5	that	infants	with	visual	impairments	cst	nn2	iw	jj	nn2
5	that	is	the	very	opposite	cst	vbz	at	jj	nn1
5	that	persons	with	visual	impairments	cst	nn2	iw	jj	nn2
18	that	students	with	visual	impairments	cst	nn2	iw	jj	nn2
5	that	the	former	vice	president	cst	at	da	jj	nn1
6	that	the	vast	majority	are	cst	at	jj	nn1	vbr
317	that	the	vast	majority	of	cst	at	jj	nn1	io
11	that	the	vast	majority	of	cs22	at	jj	nn1	io
16	that	the	very	act	of	cst	at	jj	nn1	io
7	that	the	very	concept	of	cst	at	jj	nn1	io
10	that	the	very	existence	of	cst	at	jj	nn1	io
5	that	the	very	fact	of	cst	at	jj	nn1	io
11	that	the	very	fact	that	cst	at	jj	nn1	cst
16	that	the	very	idea	of	cst	at	jj	nn1	io
12	that	the	very	nature	of	cst	at	jj	nn1	io
13	that	the	very	notion	of	cst	at	jj	nn1	io
5	that	the	very	people	who	cst	at	jj	nn	pnqs
7	that	the	very	process	of	cst	at	jj	nn1	io
5	that	the	very	success	of	cst	at	jj	nn1	io
11	that	the	vice	president	and	cst	at	jj	nn1	cc
5	that	the	vice	president	did	cst	at	jj	nn1	vdd
11	that	the	vice	president	had	cst	at	jj	nn1	vhd
11	that	the	vice	president	has	cst	at	jj	nn1	vhz
19	that	the	vice	president	is	cst	at	jj	nn1	vbz
7	that	the	vice	president	of	cst	at	jj	nn1	io
21	that	the	vice	president	was	cst	at	jj	nn1	vbdz
11	that	the	vice	president	will	cst	at	jj	nn1	vm
7	that	the	vice	president	would	cst	at	jj	nn1	vm
6	that	very	fact	a	sacrament	dd1	jj	nn1	at1	nn1
14	the	American	Veterinary	Medical	Association	at	jj	jj	jj	nn1
5	the	American	Visionary	Art	Museum	at	jj	jj	nn1	nn1
5	the	Analysis	of	Violent	Crime	at	nn1	io	jj	nn1
10	the	Armed	Services	Vocational	Aptitude	at	jj	nn2	jj	nn1
5	the	chairman	and	vice	chairman	at	nn1	cc	jj	nn1
7	the	character	with	visual	impairment	at	nn1	iw	jj	nn1
8	the	College	of	Veterinary	Medicine	at	nn1	io	jj	nn1
10	the	Democratic	vice	presidential	candidate	at	jj	jj	jj	nn1
6	the	Democratic	vice	presidential	nominee	at	jj	jj	jj	nn1
5	the	Department	of	Veteran	Affairs	at	nn1	io	jj	nn2
5	the	end	of	visiting	hours	at	nn1	io	jj	nnt2
76	the	field	of	visual	impairment	at	nn1	io	jj	nn1
11	the	field	of	visual	impairments	at	nn1	io	jj	nn2
7	the	former	vice	chairman	of	at	da	jj	nn1	io
8	the	former	vice	president	and	at	da	jj	nn1	cc
5	the	former	vice	president	for	at	da	jj	nn1	if
9	the	former	vice	president	of	at	da	jj	nn1	io
5	the	horizontal	and	vertical	axes	at	jj	cc	jj	nn2
5	the	horizontal	and	vertical	directions	at	jj	cc	jj	nn2
5	the	impact	of	visual	impairment	at	nn1	io	jj	nn1
8	the	job	of	vice	president	at	nn1	io	jj	nn1
5	the	meaning	of	verbal	uncertainty	at	nn1	io	jj	nn1
6	the	most	powerful	vice	president	at	rgt	jj	jj	nn1
5	the	most	valuable	aspects	of	at	rgt	jj	nn2	io
7	the	most	valuable	part	of	at	rgt	jj	nn1	io
12	the	Most	Valuable	Player	award	at	rgt	jj	nn1	nn1
21	the	most	valuable	player	in	at	rgt	jj	nn1	ii
12	the	most	valuable	player	of	at	rgt	jj	nn1	io
5	the	Most	Valuable	Player	of	at	rgt	jj	nn1	io
7	the	most	valuable	player	on	at	rgt	jj	nn1	ii
8	the	most	valuable	real	estate	at	rgt	jj	jj	nn1
7	the	most	valuable	thing	I	at	rgt	jj	nn1	ppis1
5	the	most	valuable	thing	in	at	rgt	jj	nn1	ii
5	the	most	violent	cities	in	at	rgt	jj	nn2	ii
5	the	most	virulent	form	of	at	rgt	jj	nn1	io
5	the	most	visible	aspect	of	at	rgt	jj	nn1	io
7	the	most	visible	evidence	of	at	rgt	jj	nn1	io
5	the	most	visible	example	of	at	rgt	jj	nn1	io
6	the	most	visible	manifestation	of	at	rgt	jj	nn1	io
6	the	most	visible	part	of	at	rgt	jj	nn1	io
